GeneTag,PHI,log10.PHI,Std.Error,log10.Std.Error,0.025,0.975,log10.0.025,log10.0.975,,
prhg-1,1.617634296,0.20655489,2.82E-05,1.07E-05,1.428279478,1.9653174,0.154813192,0.293432699,,
prhg-1,1.618047595,0.207036212,2.83E-05,8.90E-06,1.415684486,1.95289334,0.150966469,0.290678522,,
prhg-1,1.607520342,0.203964338,2.85E-05,9.78E-06,1.420190412,1.962402814,0.152346576,0.292788158,,
prhg-1,1.660580039,0.218149394,2.98E-05,9.37E-06,1.459812676,2.027813053,0.164297124,0.307027906,,
prhg-1,1.646315098,0.214197516,2.90E-05,1.05E-05,1.452348346,2.013005702,0.162070794,0.303845005,,
Y95B8A.2,1.320442319,0.114994973,4.25E-05,1.42E-05,0.92598238,1.755297509,-0.033397285,0.244350704,,
nas-30,1.653233409,0.216403291,2.98E-05,8.66E-06,1.435719853,2.035276367,0.157069705,0.308623387,,
mig-1,1.589048028,0.198001325,3.05E-05,1.27E-05,1.377792615,1.932502747,0.139183852,0.28612012,,
mig-1,1.592684031,0.197688714,3.23E-05,1.62E-05,1.386402034,1.925179894,0.141889186,0.284471313,,
cutl-20,1.342819095,0.125011921,2.81E-05,1.13E-05,1.108124116,1.622304278,0.044588405,0.210132301,,
cutl-20,1.47702086,0.165535927,3.86E-05,1.18E-05,1.139583109,1.889575256,0.056745988,0.276364193,,
shc-1,1.248659492,0.091688432,3.00E-05,1.54E-05,1.009842702,1.527389881,0.004253725,0.183949909,,
shc-1,1.327692389,0.119780362,3.15E-05,1.11E-05,1.045981897,1.633917745,0.019524168,0.21323018,,
hmbx-1,1.603422403,0.202631995,3.12E-05,9.87E-06,1.376328205,1.957241139,0.13872201,0.291644335,,
C54G6.3,1.36450851,0.131816283,2.81E-05,1.20E-05,1.134587174,1.638568007,0.05483784,0.214464471,,
C54G6.2,1.065669179,0.023495043,2.28E-05,1.47E-05,0.874519964,1.262984249,-0.058230333,0.101397933,,
C54G6.2,1.097256541,0.035628177,3.13E-05,1.30E-05,0.786859141,1.4075373,-0.104103045,0.148459913,,
C54G6.2,1.250641584,0.089479409,4.66E-05,1.65E-05,0.814530111,1.727805793,-0.089092868,0.237494876,,
madf-6,1.124185205,0.045345165,2.97E-05,1.61E-05,0.872264861,1.405109462,-0.05935164,0.147710155,,
madf-6,1.099223495,0.036448136,2.74E-05,1.46E-05,0.854821729,1.350366405,-0.068124448,0.13045162,,
C54G6.8,1.287025809,0.098241366,5.83E-05,2.01E-05,0.769102823,1.884342273,-0.114015646,0.275159745,,
spp-17,1.866074443,0.266508579,5.53E-05,1.22E-05,1.424146506,2.504965651,0.15355466,0.398801743,,
spp-23,1.882870317,0.270745277,5.29E-05,1.18E-05,1.446521368,2.489562893,0.160324853,0.396123101,,
mrpl-38,1.263694882,0.099336661,2.41E-05,9.56E-06,1.054717853,1.494517144,0.023136296,0.174500901,,
spd-1,2.007727623,0.300213844,3.88E-05,1.03E-05,1.776220727,2.506725295,0.249496932,0.399106742,,
Y34D9A.3,0.975409687,-0.013222446,1.75E-05,1.03E-05,0.831103288,1.123995287,-0.080345,0.050764487,,
Y34D9A.3,0.975598156,-0.013418208,1.75E-05,1.13E-05,0.830959394,1.122741837,-0.080420198,0.050279873,,
Y34D9A.3,0.948245108,-0.029443305,2.02E-05,2.11E-05,0.793215131,1.104250973,-0.100609081,0.043067763,,
Y34D9A.3,0.949061453,-0.025096029,1.78E-05,9.84E-06,0.791054861,1.100495535,-0.101793406,0.041588285,,
Y34D9A.3,0.973937809,-0.01498101,2.29E-05,1.17E-05,0.762050153,1.183712567,-0.118016447,0.073246238,,
Y34D9A.3,0.990763545,-0.010719793,3.17E-05,1.65E-05,0.700874487,1.293815717,-0.154359749,0.111872423,,
Y34D9A.7,1.181963444,0.069949947,2.41E-05,1.02E-05,0.968789601,1.410571395,-0.013770536,0.149395071,,
Y34D9A.7,1.28611517,0.105528414,3.01E-05,1.26E-05,1.033539234,1.575418559,0.014326944,0.197395957,,
Y34D9A.7,1.470726967,0.159566969,5.36E-05,1.74E-05,0.974077568,2.013753466,-0.011406486,0.304006299,,
glrx-10,2.08327651,0.314516753,6.00E-05,1.20E-05,1.588789166,2.786709323,0.20106624,0.445091598,,
Y34D9A.8,1.102192283,0.033802439,3.65E-05,2.01E-05,0.767516379,1.449433305,-0.114912376,0.16119823,,
Y34D9A.8,1.252850652,0.090826869,4.19E-05,1.67E-05,0.8562184,1.65927938,-0.067415486,0.219919516,,
Y34D9A.8,1.196772695,0.070285939,4.36E-05,1.68E-05,0.771799524,1.638886072,-0.11249555,0.214548758,,
vps-4,1.603126764,0.202823788,3.03E-05,9.06E-06,1.375497257,1.953914523,0.138459723,0.290905561,,
npr-23,1.994142771,0.297689468,3.97E-05,8.44E-06,1.71356979,2.535102419,0.233901797,0.403995476,,
gsa-1,2.014518738,0.302005053,4.02E-05,8.84E-06,1.743671417,2.562896717,0.241464648,0.408731104,,
gsa-1,1.892742038,0.274470687,4.05E-05,9.90E-06,1.600978241,2.392281703,0.204385424,0.378812308,,
R06A10.1,1.283024073,0.102862723,3.60E-05,1.52E-05,0.966136772,1.640427003,-0.014961388,0.214956888,,
R06A10.1,1.21978426,0.082322195,3.19E-05,1.21E-05,0.924579833,1.527878025,-0.034055584,0.184088682,,
R06A10.5,0.95322305,-0.028425837,3.45E-05,1.67E-05,0.610433895,1.296943523,-0.214361461,0.112920906,,
R06A10.5,1.014580607,-0.00784991,4.90E-05,2.32E-05,0.543524008,1.506919631,-0.264781268,0.178090048,,
R06A10.4,1.174113989,0.064555719,2.73E-05,1.68E-05,0.957066305,1.4137671,-0.019058079,0.150377865,,
ZK993.2,0.849582016,-0.075340398,2.14E-05,1.39E-05,0.641552597,1.029662743,-0.192767811,0.01269498,,
ZK993.2,0.766793013,-0.121730454,2.27E-05,1.65E-05,0.535383139,0.956812278,-0.271335311,-0.019173261,,
ZK993.5,0.619940639,-0.218500972,2.21E-05,2.36E-05,0.375916553,0.803384401,-0.424908704,-0.095076605,,
ceh-45,1.344249368,0.12443462,3.33E-05,1.29E-05,1.059184644,1.682307845,0.024971636,0.22590547,,
ceh-45,1.52359879,0.17802161,4.24E-05,1.39E-05,1.161552879,1.954448969,0.065038983,0.291024286,,
Y48G8AL.10,1.088515043,0.034412745,1.68E-05,1.17E-05,0.963226742,1.228073894,-0.01627147,0.089224499,,
Y48G8AL.10,1.118226409,0.046223711,1.88E-05,1.05E-05,0.969440724,1.282615681,-0.013478764,0.108096544,,
Y48G8AL.10,1.104569197,0.039919574,2.02E-05,1.34E-05,0.950544366,1.264824379,-0.022027609,0.102030226,,
Y48G8AL.10,0.925609946,-0.036583997,2.01E-05,1.09E-05,0.735905707,1.107610627,-0.133177834,0.044387113,,
Y48G8AL.10,1.404543877,0.143475667,3.82E-05,1.20E-05,1.055082895,1.804466004,0.023286566,0.2563487,,
aps-3,1.450059175,0.157952085,3.56E-05,1.12E-05,1.145601293,1.810265816,0.059033494,0.257742313,,
rpl-17,3.022895098,0.476141363,9.83E-05,1.15E-05,2.527697539,4.22870996,0.402725087,0.626207893,,
Y48G8AL.7,1.145472169,0.05513965,2.86E-05,1.21E-05,0.891531878,1.420939571,-0.049863124,0.152575609,,
haf-6,1.056786656,0.02132347,1.97E-05,1.09E-05,0.894439446,1.227555105,-0.048449179,0.089040993,,
haf-6,1.067848802,0.02602759,2.11E-05,9.84E-06,0.874779618,1.261631092,-0.058101345,0.100932377,,
haf-6,0.918059647,-0.050962299,4.45E-05,2.27E-05,0.492860673,1.373991152,-0.307276866,0.137983904,,
smg-2,1.286922932,0.107302748,2.02E-05,1.07E-05,1.143275066,1.47431883,0.058150732,0.168591412,,
Y48G8AL.5,1.319755316,0.119047925,2.15E-05,7.17E-06,1.149881862,1.568126436,0.060653203,0.195381076,,
Y48G8AL.5,1.304931521,0.113892257,2.32E-05,7.70E-06,1.109902723,1.564048952,0.045284908,0.19425033,,
Y48G8AL.5,1.23316133,0.088368662,2.74E-05,9.60E-06,0.981729355,1.51684824,-0.008008223,0.180942129,,
Y48G8AL.5,1.046785712,0.014605963,3.17E-05,1.38E-05,0.741689014,1.352286531,-0.129778175,0.131068722,,
herc-1,1.171795249,0.067806602,1.59E-05,6.13E-06,1.034696088,1.343460809,0.014812807,0.128224988,,
Y48G8AL.16,2.35910821,0.363820374,0.000105395,1.71E-05,1.612260381,3.458148901,0.207435174,0.538843688,,
Y48G8AL.12,2.279261112,0.349420279,9.78E-05,1.66E-05,1.575901186,3.358958598,0.197528967,0.52620456,,
Y48G8AL.13,2.103814363,0.320486873,4.60E-05,9.44E-06,1.794505653,2.730002054,0.253944821,0.436162961,,
Y48G8AL.13,2.053470135,0.309590369,4.80E-05,1.01E-05,1.697974541,2.650994144,0.229931132,0.423408738,,
herc-1,1.170413375,0.066939682,1.86E-05,7.04E-06,1.005746811,1.361878974,0.002488664,0.134138515,,
herc-1,1.182934999,0.071499214,1.89E-05,7.30E-06,1.021043848,1.37477655,0.009044385,0.138232116,,
herc-1,1.307001948,0.11451371,2.30E-05,8.02E-06,1.117342235,1.550696974,0.048186213,0.190526877,,
herc-1,1.395686865,0.141866863,3.24E-05,1.01E-05,1.112875848,1.73073499,0.046446708,0.238230567,,
Y48G8AL.15,1.049671412,0.014637223,3.50E-05,1.53E-05,0.708822794,1.396812647,-0.149462335,0.145138109,,
grh-1,1.023919463,0.004441298,2.37E-05,1.83E-05,0.83755359,1.206964572,-0.076987465,0.081694521,,
grh-1,1.027030826,0.006126149,2.42E-05,1.71E-05,0.837561561,1.214102798,-0.076983263,0.084255458,,
grh-1,1.261829257,0.095750034,3.51E-05,1.48E-05,0.947398002,1.593458001,-0.023467541,0.202340606,,
Y48G8AR.8,0.824186027,-0.101566806,4.47E-05,2.58E-05,0.407212719,1.293127884,-0.390178704,0.111641406,,
Y48G8AR.2,1.241356492,0.090607516,2.73E-05,1.17E-05,1.012582565,1.506182452,0.005430437,0.177877583,,
Y48G8AR.3,1.032129765,0.006335565,3.72E-05,1.63E-05,0.669985517,1.404138276,-0.173934629,0.147409853,,
dapk-1,1.312594891,0.114423461,2.08E-05,1.63E-05,1.19088088,1.509330511,0.075868321,0.178784351,,
dapk-1,1.372469306,0.135478422,2.07E-05,1.01E-05,1.243504638,1.592618712,0.094647409,0.202111811,,
dapk-1,1.376855969,0.137049362,2.07E-05,9.53E-06,1.233266757,1.599042854,0.091057025,0.203860103,,
dapk-1,1.451817393,0.159645647,2.39E-05,1.06E-05,1.295593469,1.710660139,0.112468703,0.233163734,,
K12C11.5,1.389283419,0.138027444,3.97E-05,1.33E-05,1.02684852,1.785480628,0.011506371,0.25175513,,
K12C11.3,0.821721673,-0.10125412,4.25E-05,2.45E-05,0.417129712,1.242415972,-0.379728878,0.094267009,,
K12C11.3,0.849620819,-0.081136242,3.43E-05,2.01E-05,0.49855257,1.176507462,-0.302290223,0.070594686,,
K12C11.3,0.896506369,-0.057679463,3.62E-05,2.00E-05,0.548943731,1.245387704,-0.26047247,0.095304574,,
K12C11.6,1.135737658,0.049328603,3.69E-05,1.46E-05,0.785093159,1.506500954,-0.10507965,0.177969402,,
K12C11.7,0.975011528,-0.017822193,3.30E-05,1.60E-05,0.649137172,1.291695085,-0.18766354,0.111160003,,
K12C11.7,0.737687051,-0.149109736,3.95E-05,2.52E-05,0.374098134,1.133920824,-0.427014461,0.054582711,,
smo-1,2.753735542,0.434834033,9.18E-05,1.29E-05,2.125524733,3.87669042,0.327466162,0.588461121,,
K12C11.1,1.918397427,0.280759454,3.73E-05,9.19E-06,1.682475869,2.427408177,0.225948843,0.385142701,,
K12C11.1,1.904544473,0.275952101,4.59E-05,1.27E-05,1.581794467,2.443216473,0.199150008,0.387961837,,
Y92H12BL.1,1.116581798,0.045376219,2.27E-05,9.78E-06,0.908700766,1.340596937,-0.041579117,0.127298207,,
Y92H12BL.1,1.365341067,0.131895348,3.33E-05,1.10E-05,1.066107378,1.710520164,0.027800942,0.233128183,,
Y92H12BL.6,0.624425232,-0.236174226,5.85E-05,3.32E-05,0.268038346,1.154153549,-0.571804214,0.062262011,,
Y92H12BL.5,0.857394516,-0.07755693,3.45E-05,2.10E-05,0.52358773,1.184159427,-0.281010542,0.073410177,,
Y92H12BL.4,0.507374048,-0.306234241,2.08E-05,2.18E-05,0.277535241,0.692883866,-0.55668213,-0.159339621,,
Y92H12BM.1,0.720669806,-0.152448192,2.86E-05,2.01E-05,0.428658465,0.986198489,-0.367888615,-0.006035762,,
Y92H12BR.7,1.060537696,0.022600425,2.11E-05,1.13E-05,0.884238705,1.245420625,-0.053430482,0.095316018,,
set-29,1.211069345,0.079764329,2.54E-05,1.26E-05,0.99957432,1.445795203,-0.000184912,0.160106776,,
Y92H12BR.2,1.507924676,0.174873993,3.73E-05,1.13E-05,1.181544468,1.894432247,0.072450056,0.277479048,,
Y92H12BR.3,1.379185438,0.136547297,2.50E-05,1.28E-05,1.202645471,1.627696841,0.08013762,0.211573518,,
Y92H12BR.3,1.406987667,0.145550638,3.08E-05,1.00E-05,1.147383929,1.729164653,0.059708761,0.237836349,,
Y92H12BR.4,0.995342314,-0.052689776,9.87E-05,4.43E-05,0.338889093,2.194306558,-0.46994245,0.341297187,,
mrpl-15,0.784586787,-0.112481847,2.58E-05,1.69E-05,0.530722338,1.021595717,-0.275132985,0.009279033,,
F37F2.2,1.635140538,0.210067242,4.24E-05,1.09E-05,1.273221459,2.108647372,0.104903949,0.324003953,,
spe-15,1.710215211,0.231557637,2.94E-05,7.17E-06,1.549468834,2.117318285,0.190182845,0.325786119,,
gst-25,1.506302357,0.174705982,3.53E-05,1.10E-05,1.202966969,1.888765192,0.080253701,0.276177942,,
spe-15,1.697717428,0.227994144,3.30E-05,7.94E-06,1.487274027,2.1302106,0.172390994,0.328422535,,
spe-15,1.602612853,0.202700779,3.32E-05,8.44E-06,1.356528398,2.023789312,0.13242889,0.306165285,,
F47G6.3,1.255650282,0.096337989,2.56E-05,9.82E-06,1.027949712,1.51773902,0.011971869,0.181197095,,
acs-16,1.035170078,0.012529776,1.97E-05,1.03E-05,0.858974176,1.214505986,-0.066019895,0.084399649,,
dyb-1,0.758901,-0.127771214,2.21E-05,2.04E-05,0.545954307,0.933013378,-0.262844065,-0.030112129,,
dyb-1,0.75388962,-0.130227029,2.26E-05,1.90E-05,0.53191949,0.943353903,-0.274154122,-0.025325354,,
dyb-1,0.860616088,-0.093878329,6.78E-05,3.20E-05,0.365065221,1.52298761,-0.437629776,0.182696349,,
Y92H12A.5,1.192719579,0.075083524,1.61E-05,8.15E-06,1.077337622,1.343402852,0.032351825,0.128206207,,
Y92H12A.5,1.188569665,0.072788104,1.76E-05,1.09E-05,1.077339934,1.343520653,0.032352757,0.128244229,,
Y92H12A.4,0.814686656,-0.092372522,1.68E-05,1.22E-05,0.658653812,0.944033802,-0.181342792,-0.025012455,,
Y92H12A.4,0.782669246,-0.112381309,1.91E-05,1.79E-05,0.60399242,0.924379365,-0.218968593,-0.034149758,,
Y92H12A.4,0.775184393,-0.116025619,2.01E-05,1.58E-05,0.582780184,0.934338564,-0.234495244,-0.029495726,,
Y92H12A.2,1.432996631,0.154237226,2.37E-05,9.45E-06,1.260733261,1.679867711,0.10062321,0.225275028,,
Y92H12A.2,1.552513242,0.189104319,2.82E-05,8.54E-06,1.341488364,1.8782487,0.12758691,0.27375285,,
src-1,0.953767955,-0.024428861,2.12E-05,1.36E-05,0.765135488,1.138072545,-0.116261683,0.056169946,,
src-1,0.950292468,-0.025248051,2.09E-05,1.11E-05,0.756426984,1.140868056,-0.121233042,0.057235417,,
src-1,0.939626753,-0.030050999,2.10E-05,1.06E-05,0.735022599,1.137279557,-0.133699316,0.055867233,,
src-1,1.169885635,0.063184537,3.18E-05,1.44E-05,0.882693101,1.474065201,-0.054190268,0.168516688,,
Y73E7A.3,0.706568778,-0.158564612,2.21E-05,1.89E-05,0.480517524,0.891780605,-0.318291316,-0.049742026,,
Y73E7A.3,0.594062686,-0.237164155,2.37E-05,2.14E-05,0.332153726,0.80726519,-0.47866159,-0.092983779,,
Y73E7A.3,0.681358039,-0.175090477,2.32E-05,1.91E-05,0.434012339,0.87873553,-0.362497953,-0.056141877,,
Y73E7A.3,0.537527621,-0.282519639,2.41E-05,2.25E-05,0.27483441,0.767793146,-0.560929092,-0.114755799,,
cpx-1,1.747433066,0.238494188,4.75E-05,1.16E-05,1.347607419,2.29018505,0.129563172,0.359870572,,
Y73E7A.5,0.73323977,-0.14289549,2.67E-05,1.76E-05,0.465617477,0.987820026,-0.331970731,-0.005322174,,
Y73E7A.2,1.192384362,0.073977701,2.29E-05,9.95E-06,0.994742129,1.420085625,-0.002289491,0.152314527,,
Y73E7A.6,1.921582222,0.278330326,5.99E-05,1.38E-05,1.415599121,2.589437151,0.150940224,0.413205371,,
adpr-1,1.050093174,0.019004475,2.01E-05,9.15E-06,0.860688796,1.235861413,-0.065153859,0.091969772,,
adpr-1,0.849909782,-0.075145341,2.33E-05,1.30E-05,0.612620536,1.072460473,-0.212808449,0.030381294,,
adpr-1,0.819490016,-0.09189456,2.49E-05,1.41E-05,0.573378912,1.05616633,-0.241558284,0.023732317,,
adpr-1,0.769873142,-0.123140372,3.05E-05,1.91E-05,0.474535675,1.071256476,-0.323731195,0.029893423,,
bre-4,1.172415376,0.065396272,2.53E-05,1.33E-05,0.959251431,1.408895683,-0.018067603,0.148878838,,
bre-4,1.099654078,0.035540506,3.09E-05,1.60E-05,0.81385277,1.379395125,-0.08945416,0.139688668,,
Y73E7A.1,1.655559778,0.21613659,3.63E-05,1.03E-05,1.36134668,2.068651726,0.133968737,0.315687378,,
Y73E7A.1,1.54036355,0.184227273,3.89E-05,1.09E-05,1.205826835,1.963064225,0.081284877,0.292934508,,
Y73E7A.8,1.03348434,0.012453629,1.80E-05,8.40E-06,0.868517785,1.202208366,-0.061221293,0.079979738,,
mab-20,1.297404051,0.110596411,2.29E-05,1.07E-05,1.126650059,1.512021209,0.051789042,0.179557876,,
mab-20,1.285099268,0.10637106,2.37E-05,1.07E-05,1.100468783,1.510064253,0.041577721,0.178995384,,
mab-20,1.286476374,0.106770426,2.46E-05,1.07E-05,1.093182877,1.529195361,0.038692817,0.184462964,,
mab-20,1.235323906,0.082544975,3.82E-05,2.27E-05,0.920578004,1.573719396,-0.035939434,0.19692729,,
Y71G12B.18,1.085286975,0.032742996,2.44E-05,9.95E-06,0.850504654,1.327370511,-0.070323327,0.122992033,,
Y71G12B.18,1.138721466,0.053190731,2.75E-05,1.07E-05,0.879740728,1.4170274,-0.05564531,0.151378244,,
pqn-88,1.091085076,0.032341495,3.44E-05,1.40E-05,0.765790847,1.441255749,-0.115889838,0.158741046,,
Y71G12B.33,0.844527364,-0.082930751,3.34E-05,1.90E-05,0.503561024,1.164345579,-0.297949528,0.066081886,,
Y71G12B.33,0.982529759,-0.012110556,2.73E-05,1.27E-05,0.72200451,1.247349531,-0.141460119,0.095988167,,
Y71G12B.22,1.413769484,0.147434011,3.11E-05,1.06E-05,1.147782028,1.739338459,0.059859419,0.240383901,,
Y71G12B.17,1.370177388,0.133148491,3.19E-05,1.24E-05,1.109718679,1.6893191,0.045212872,0.227711685,,
Y71G12B.23,1.061175585,0.017992022,3.29E-05,1.94E-05,0.763460482,1.361981837,-0.117213442,0.134171284,,
Y71G12B.23,1.254170179,0.092496499,3.19E-05,1.79E-05,0.98634163,1.549298029,-0.005972638,0.190134968,,
Y71G12B.35,0.836725593,-0.082826056,2.39E-05,1.47E-05,0.603906983,1.051829494,-0.219030259,0.02194533,,
drag-1,0.917818725,-0.042555153,2.40E-05,1.56E-05,0.692505738,1.12607348,-0.159576654,0.05156673,,
Y71G12B.31,1.131443977,0.04988008,2.49E-05,1.31E-05,0.921153819,1.344942886,-0.035667944,0.128703841,,
Y71G12B.31,1.533326268,0.181672662,4.01E-05,1.21E-05,1.182080709,1.962894785,0.072647123,0.292897021,,
ubc-3,1.91471839,0.279286087,4.31E-05,1.01E-05,1.584939253,2.431572499,0.200012621,0.385887164,,
ubc-3,1.51144135,0.172947526,5.09E-05,1.53E-05,1.040956297,2.029412572,0.017432493,0.307370326,,
lsm-6,1.95499897,0.285716057,6.25E-05,1.38E-05,1.431631301,2.666700131,0.155831176,0.425974158,,
Y71G12B.13,1.099953413,0.038207997,2.21E-05,1.22E-05,0.908934958,1.303085495,-0.041467213,0.11497291,,
atg-5,1.075873733,0.028220102,2.69E-05,1.13E-05,0.817576388,1.338914381,-0.087471661,0.126752566,,
atg-5,1.073171258,0.024216101,3.00E-05,1.77E-05,0.808134769,1.339590734,-0.092516804,0.126972124,,
atg-5,0.903846264,-0.05300802,3.40E-05,1.91E-05,0.573291052,1.233788896,-0.241624976,0.091240838,,
tln-1,1.721028566,0.234291017,2.74E-05,7.75E-06,1.594749498,2.118239588,0.202692474,0.325975075,,
tln-1,1.648035169,0.215167969,2.73E-05,8.72E-06,1.479211563,2.009286722,0.170030283,0.303041892,,
tln-1,1.733060122,0.237234131,2.86E-05,7.85E-06,1.597625773,2.139586534,0.203475058,0.330329854,,
tln-1,1.637865186,0.212333173,2.91E-05,8.82E-06,1.435374187,2.002591304,0.156965132,0.301592278,,
tln-1,1.735892415,0.237988934,2.88E-05,7.62E-06,1.591956915,2.144895458,0.20193131,0.331406128,,
tln-1,1.752756,0.242283642,2.98E-05,6.99E-06,1.597416787,2.174716649,0.203418244,0.337402679,,
tln-1,1.773889303,0.241142511,6.67E-05,1.67E-05,1.189315154,2.499801872,0.075296896,0.397905588,,
mppa-1,0.95391649,-0.025332334,2.26E-05,1.55E-05,0.760655977,1.144493437,-0.11881172,0.058613298,,
mppa-1,0.985408127,-0.012674337,3.24E-05,1.52E-05,0.673290823,1.301908883,-0.171797306,0.114580588,,
Y71G12B.10,1.117276311,0.043386467,2.80E-05,1.47E-05,0.879071326,1.36336804,-0.055975888,0.134613085,,
lin-65,0.891398907,-0.053229865,1.88E-05,1.20E-05,0.717851081,1.048408423,-0.14396567,0.0205305,,
lin-65,0.851018965,-0.072828159,1.86E-05,1.00E-05,0.663625779,1.023851397,-0.17807676,0.010236922,,
lin-65,0.987520814,-0.013875426,3.47E-05,1.90E-05,0.661332568,1.318430994,-0.179580091,0.120057403,,
ddx-27,1.29599297,0.111367211,1.93E-05,6.67E-06,1.139361141,1.518818081,0.0566614,0.181505725,,
Y71G12B.25,1.792415023,0.251180649,3.84E-05,8.71E-06,1.543876934,2.283162053,0.188612678,0.358536738,,
Y71G12B.25,2.012647152,0.301064938,4.82E-05,9.40E-06,1.692873485,2.644788851,0.228624494,0.422391003,,
Y71G12B.26,1.755850196,0.242071852,3.45E-05,9.74E-06,1.509826547,2.16486087,0.178927054,0.335429878,,
Y71G12B.26,1.532286882,0.177851662,5.59E-05,1.64E-05,1.027444356,2.114031967,0.011758217,0.325111496,,
Y71G12B.6,1.148245215,0.057987712,2.19E-05,8.58E-06,0.952420174,1.361165495,-0.021171414,0.133910924,,
Y71G12B.6,1.01579845,-0.003420614,4.30E-05,1.93E-05,0.610802522,1.454666486,-0.21409921,0.162763422,,
Y71G12B.27,1.377025604,0.133661717,4.29E-05,1.36E-05,0.992023868,1.842354929,-0.003477901,0.265373289,,
Y71G12B.5,1.259995818,0.099211171,1.79E-05,6.54E-06,1.117190192,1.457710404,0.048127111,0.163671246,,
pghm-1,1.710799217,0.230883107,3.66E-05,8.87E-06,1.442422303,2.164660553,0.159092428,0.335389793,,
Y71G12B.3,1.437724948,0.153242454,4.10E-05,1.25E-05,1.073307144,1.86151225,0.030723836,0.269865808,,
Y71G12B.32,1.119991064,0.046164718,2.60E-05,1.05E-05,0.86986966,1.376199915,-0.060545862,0.138681521,,
Y71G12B.2,0.865593731,-0.067830808,2.46E-05,1.42E-05,0.622109725,1.083196824,-0.206133111,0.034707373,,
Y71G12B.30,1.391586185,0.140834525,2.91E-05,1.02E-05,1.150576002,1.696130152,0.060915171,0.229459175,,
Y71G12B.30,1.398310661,0.142673329,3.17E-05,1.04E-05,1.124421739,1.727237392,0.050929233,0.237352029,,
Y71G12B.30,1.324593544,0.117948361,3.42E-05,1.28E-05,1.018298937,1.662068593,0.007875289,0.220648941,,
chaf-2,1.425530672,0.151536077,2.67E-05,1.02E-05,1.215486099,1.698500924,0.084749996,0.230065729,,
chaf-2,1.433140874,0.153605655,2.69E-05,1.12E-05,1.225242808,1.714044447,0.088222158,0.234022073,,
Y71G12B.28,0.982030392,-0.058024347,9.68E-05,4.33E-05,0.325937478,2.20917597,-0.486865757,0.344230311,,
C53H9.3,1.515453219,0.174360052,5.03E-05,1.49E-05,1.069275988,2.042677887,0.029089798,0.310199887,,
C53H9.2,1.400702477,0.144609049,2.49E-05,7.91E-06,1.207404008,1.682243844,0.081852605,0.225888914,,
rpl-27,2.993780851,0.471248865,0.00010475,1.24E-05,2.427655276,4.264198911,0.385187008,0.629837034,,
C53H9.4,0.940835357,-0.048434932,5.86E-05,2.84E-05,0.447029366,1.585316271,-0.349663947,0.200115879,,
egl-30,1.508185744,0.175881237,3.00E-05,1.02E-05,1.27274337,1.830344132,0.104740843,0.262532751,,
egl-30,1.547720075,0.186624274,3.33E-05,1.12E-05,1.2834645,1.896069175,0.108383847,0.277854168,,
egl-30,1.810114026,0.253109097,5.06E-05,1.32E-05,1.399789419,2.376709203,0.146062572,0.375976026,,
emr-1,1.804003358,0.253014833,4.53E-05,1.05E-05,1.444161594,2.360380574,0.159615776,0.372982018,,
nlp-12,2.096958876,0.314859658,7.13E-05,1.60E-05,1.520851262,2.919425249,0.182086717,0.46529736,,
tag-96,1.112940073,0.043769501,2.34E-05,1.02E-05,0.905785318,1.334254743,-0.04297475,0.125238752,,
tag-96,1.196089149,0.074309237,2.88E-05,1.14E-05,0.929384284,1.484643289,-0.031804691,0.171622107,,
M01D7.9,0.658336043,-0.200483233,3.61E-05,2.74E-05,0.317042596,1.030247848,-0.498882409,0.012941697,,
M01D7.1,0.997008026,-0.050066695,9.86E-05,4.25E-05,0.344879296,2.231282336,-0.46233289,0.348554115,,
scm-1,1.31146574,0.115681358,2.59E-05,8.47E-06,1.075401185,1.581222685,0.031570451,0.198993032,,
