,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00018562,76.85058677,6.26398437,0.124610122,50.26866427,0,0
WBGene00018563,20.95978527,4.389552032,0.226422601,19.3865454,1.00E-83,3.04E-83
WBGene00018564,615.1969643,9.264904574,0.089323077,103.7235272,0,0
WBGene00018565,7.42765874,2.892907533,0.201103076,14.38519781,6.41E-47,1.75E-46
WBGene00018566,68.44996952,6.096977994,0.155092368,39.31191492,0,0
WBGene00018567,19.93701383,4.317377434,0.173281613,24.9153811,5.07E-137,1.72E-136
WBGene00018568,7.387913299,2.885166936,0.184164629,15.66623811,2.57E-55,7.21E-55
WBGene00018569,79.88863475,6.31991837,0.126447387,49.98061678,0,0
WBGene00018570,0.196654614,-2.346264057,0.549842168,-4.267159183,1.98E-05,3.47E-05
WBGene00018571,12.3238183,3.623377412,0.21819255,16.60632967,6.27E-62,1.79E-61
WBGene00018572,626.7531332,9.291753493,0.152672757,60.86058634,0,0
WBGene00018573,9.368325283,3.227791169,0.234981687,13.73635201,6.15E-43,1.65E-42
WBGene00018575,12.19391825,3.608089874,0.224757334,16.05326867,5.42E-58,1.53E-57
WBGene00018576,61.60391674,5.944950174,0.154406479,38.50194774,0,0
WBGene00018577,23.35265397,4.545514613,0.115596454,39.32226687,0,0
WBGene00018578,79.94507313,6.320937221,0.070371029,89.82300339,0,0
WBGene00018579,40.53969243,5.341263238,0.131169972,40.7201677,0,0
WBGene00018580,7.078877531,2.823520616,0.274118687,10.30035803,7.02E-25,1.75E-24
WBGene00018581,75.8035728,6.244193942,0.150182364,41.57741149,0,0
WBGene00018582,25.02248226,4.645153009,0.131275609,35.3847378,2.93E-274,1.23E-273
WBGene00018585,119.8608152,6.90521628,0.074924026,92.16291034,0,0
WBGene00018586,890.6813391,9.798765558,0.06148323,159.3729796,0,0
WBGene00018587,37.65918134,5.234929733,0.129182059,40.52365929,0,0
WBGene00018589,3.992066147,1.997135626,0.244068192,8.182695207,2.78E-16,6.61E-16
WBGene00018590,242.1625722,7.919832094,0.202622464,39.08664391,0,0
WBGene00018591,19.44643343,4.281433677,0.173525604,24.67321003,2.07E-134,7.00E-134
WBGene00018593,74.90796671,6.227047257,0.072170332,86.28264636,0,0
WBGene00018594,42.42479446,5.406835765,0.132819783,40.7080604,0,0
WBGene00018595,12.61904207,3.657530493,0.10402241,35.16098602,7.90E-271,3.29E-270
WBGene00018596,1.704558959,0.769398502,0.238343876,3.228102668,0.001246142,0.001485768
WBGene00018598,76.14510433,6.250679378,0.089541949,69.80727429,0,0
WBGene00018599,123.9738228,6.953891716,0.057421758,121.1020339,0,0
WBGene00018600,2.417627132,1.273591757,0.273086462,4.663694227,3.11E-06,5.94E-06
WBGene00018601,3.34260299,1.740972013,0.279848526,6.221122673,4.94E-10,1.11E-09
WBGene00018602,852.5233237,9.735595494,0.149856403,64.96616298,0,0
WBGene00018603,20.15408019,4.333000037,0.10633385,40.7490188,0,0
WBGene00018604,880.2292564,9.781735513,0.050840071,192.402082,0,0
WBGene00018605,67.00102518,6.066111265,0.22099751,27.4487765,7.19E-166,2.57E-165
WBGene00018606,230.7767146,7.850353853,0.203813007,38.51743297,0,0
WBGene00018607,214.5026659,7.744851768,0.150715988,51.38706153,0,0
WBGene00018608,65.04495701,6.023365303,0.176278998,34.16950041,6.86E-256,2.80E-255
WBGene00018609,93.63305814,6.548946073,0.065494256,99.99267864,0,0
WBGene00018610,288.3956435,8.171905561,0.066669839,122.5727502,0,0
WBGene00018611,291.0597119,8.185171347,0.067839726,120.6545459,0,0
WBGene00018612,214.8400521,7.747119166,0.070425272,110.0048172,0,0
WBGene00018613,157.9656396,7.30346697,0.096947073,75.33457907,0,0
WBGene00018614,12.2252026,3.611786469,0.162567491,22.21715078,2.34E-109,7.53E-109
WBGene00018615,55.8977628,5.804718638,0.131534815,44.13066337,0,0
WBGene00018616,26.71959269,4.739826111,0.239137951,19.82046803,1.98E-87,6.06E-87
WBGene00018617,3.024761642,1.596821459,0.329501267,4.846176994,1.26E-06,2.49E-06
WBGene00018618,8.759603917,3.130865637,0.452516733,6.918784234,4.56E-12,1.05E-11
WBGene00018619,5.133929905,2.360063599,0.255620415,9.232688229,2.64E-20,6.44E-20
WBGene00018620,1.693908588,0.760356022,0.330215378,2.302606337,0.021301002,0.023153859
WBGene00018621,9.314135366,3.219421849,0.190175913,16.92865203,2.77E-64,7.96E-64
WBGene00018622,40.73246162,5.348107099,0.096053304,55.67853364,0,0
WBGene00018623,2.450998268,1.293369464,0.25128394,5.147043879,2.65E-07,5.48E-07
WBGene00018624,4.185878487,2.065530432,0.279682929,7.385257431,1.52E-13,3.55E-13
WBGene00018625,274.7171522,8.101803179,0.075442733,107.3901072,0,0
WBGene00018626,8.963613106,3.16408038,0.166996523,18.94698354,4.68E-80,1.40E-79
WBGene00018627,6.171032548,2.625511904,0.222708731,11.78899403,4.45E-32,1.15E-31
WBGene00018628,8.748704311,3.129069369,0.243571542,12.84661314,8.99E-38,2.37E-37
WBGene00018630,87.0365263,6.443549073,0.223396008,28.84361778,6.09E-183,2.23E-182
WBGene00018631,1.90569124,0.930314393,0.379848442,2.449172588,0.014318482,0.015771612
WBGene00018632,127.5971089,6.99545183,0.061776166,113.2386863,0,0
WBGene00018634,86.09625012,6.427878498,0.126586558,50.77852339,0,0
WBGene00018635,177.0071237,7.467663613,0.059216022,126.1088357,0,0
WBGene00018636,123.9169503,6.953229734,0.101637559,68.41201044,0,0
WBGene00018637,75.24152728,6.233457228,0.089331514,69.77892733,0,0
WBGene00018638,0,NA,NA,NA,NA,NA
WBGene00018639,95.73566863,6.580984631,0.139907458,47.038126,0,0
WBGene00018640,163.020644,7.34891086,0.18682613,39.33556224,0,0
WBGene00018641,41.12341813,5.361888279,0.140954089,38.03996273,0,0
WBGene00018643,13.48319417,3.753090406,0.26259264,14.29244324,2.44E-46,6.64E-46
WBGene00018644,0.521944026,-0.938032996,0.931191151,-1.007347413,0.313767853,0.32426251
WBGene00018645,22.6459595,4.501181762,0.180722227,24.9066307,6.31E-137,2.14E-136
WBGene00018646,25.53804746,4.674576321,0.162607858,28.74754256,9.72E-182,3.56E-181
WBGene00018647,12.1772762,3.606119564,0.153869969,23.4361493,1.83E-121,6.03E-121
WBGene00018648,7.862826911,2.975048096,0.137213246,21.6819308,3.04E-104,9.65E-104
WBGene00018649,1.110666063,0.151425116,0.382220441,0.396172208,0.691977992,0.70030467
WBGene00018650,1.815881695,0.860670214,0.281296258,3.059657531,0.002215902,0.002566155
WBGene00018651,0.410209563,-1.285566968,0.409369998,-3.140354631,0.001687434,0.001977315
WBGene00018652,2.324892916,1.217164268,0.26255615,4.63582463,3.56E-06,6.77E-06
WBGene00018653,3.404486971,1.767437412,0.231491002,7.635015612,2.26E-14,5.31E-14
WBGene00018654,24.06132134,4.588643966,0.135263501,33.92374106,2.98E-252,1.21E-251
WBGene00018655,9.195699399,3.200959306,0.160271648,19.9720871,9.63E-89,2.95E-88
WBGene00018656,406.0088039,8.665367201,0.132715534,65.29278796,0,0
WBGene00018657,362.7592367,8.502868539,0.068204234,124.6677516,0,0
WBGene00018658,8.460728872,3.080781953,0.134886885,22.83974418,1.85E-115,6.02E-115
WBGene00018659,36.25901877,5.180267979,0.11268887,45.96965073,0,0
WBGene00018660,6.490347118,2.698295639,0.108756701,24.8103852,6.93E-136,2.35E-135
WBGene00018661,4.753089943,2.248865702,0.133647057,16.82690031,1.55E-63,4.45E-63
WBGene00018662,1.884319533,0.91404363,0.303481293,3.011861527,0.00259651,0.002987125
WBGene00018663,0.678421559,-0.559746077,0.228239693,-2.452448436,0.014188771,0.015632135
WBGene00018664,10.36107597,3.373101926,0.137711825,24.4939164,1.71E-132,5.77E-132
WBGene00018665,20.91695767,4.386601125,0.108396735,40.46801881,0,0
WBGene00018666,5.799576356,2.535947519,0.130855916,19.37969325,1.15E-83,3.47E-83
WBGene00018667,11.2156877,3.487446178,0.101312151,34.42278277,1.15E-259,4.72E-259
WBGene00018668,35.72139758,5.158716621,0.112205557,45.97558959,0,0
WBGene00018669,7.570474192,2.920383669,0.11893189,24.55509341,3.82E-133,1.28E-132
WBGene00018670,2.618290146,1.388624979,0.157869729,8.796018001,1.42E-18,3.42E-18
WBGene00018671,12.98923891,3.699244995,0.175098419,21.1266613,4.52E-99,1.42E-98
WBGene00018672,214.4631465,7.744585945,0.054232701,142.802881,0,0
WBGene00018674,120.423173,6.911969226,0.057461874,120.2879186,0,0
WBGene00018675,42.33142473,5.40365714,0.172258252,31.36951097,5.27E-216,2.03E-215
WBGene00018678,81.60090364,6.350513223,0.069506657,91.36553909,0,0
WBGene00018679,97.44397279,6.606501048,0.068615751,96.28257259,0,0
WBGene00018680,27.59522579,4.786346785,0.084871388,56.39529282,0,0
WBGene00018681,352.8352837,8.462851028,0.065251854,129.6951816,0,0
WBGene00018682,574.1207925,9.165210495,0.117739126,77.8433711,0,0
WBGene00018683,8.138585044,3.024777993,0.142096054,21.28685426,1.50E-100,4.73E-100
WBGene00018684,0.835309587,-0.259617099,0.319479443,-0.812625365,0.416432884,0.42751681
WBGene00018687,1.384265147,0.469120308,0.249731054,1.878502094,0.060312511,0.064398371
WBGene00018688,7.821201466,2.967390246,0.148375597,19.99917977,5.60E-89,1.72E-88
WBGene00018689,57.57323493,5.847326372,0.07501046,77.95347983,0,0
WBGene00018690,7.969200229,2.994434946,0.153995263,19.4449809,3.21E-84,9.75E-84
WBGene00018691,0.634101665,-0.657213929,0.342989741,-1.916132905,0.055348181,0.059174106
WBGene00018692,16.47292421,4.042024774,0.186807196,21.63741477,7.99E-104,2.53E-103
WBGene00018693,2.334918223,1.223372023,0.256302521,4.773156423,1.81E-06,3.54E-06
WBGene00018694,26.02345454,4.701740583,0.143971479,32.65744453,6.28E-234,2.49E-233
WBGene00018696,16.45441554,4.040402878,0.170714369,23.66762031,7.77E-124,2.57E-123
WBGene00018697,104.2925755,6.704492647,0.096847049,69.22764038,0,0
WBGene00018698,76.82040682,6.263417699,0.124835349,50.17343045,0,0
WBGene00018699,9.396473936,3.232119481,0.173058473,18.67645903,7.70E-78,2.30E-77
WBGene00018700,1106.57435,10.11188467,0.062527936,161.7178718,0,0
WBGene00018701,1647.673649,10.6862148,0.065275849,163.708554,0,0
WBGene00018702,78.6637397,6.297626869,0.112223002,56.11707706,0,0
WBGene00018703,166.0532131,7.375501829,0.046848665,157.4324873,0,0
WBGene00018704,258.0053874,8.01125738,0.102497407,78.16058589,0,0
WBGene00018706,34.5625082,5.111136012,0.164795356,31.01504874,3.38E-211,1.29E-210
WBGene00018707,10.5115763,3.393907125,0.190491305,17.81659864,5.25E-71,1.54E-70
WBGene00018708,5.980262247,2.580208751,0.170054696,15.1728168,5.35E-52,1.48E-51
WBGene00018709,2.406588691,1.266989592,0.167974572,7.542746351,4.60E-14,1.08E-13
WBGene00018710,1026.231739,10.00314084,0.084682669,118.1250071,0,0
WBGene00018711,11.63805339,3.540777865,0.216078831,16.38650974,2.39E-60,6.79E-60
WBGene00018712,6.104996839,2.609990548,0.191882643,13.6020148,3.90E-42,1.04E-41
WBGene00018713,32.34021154,5.01525721,0.145829863,34.39115355,3.42E-259,1.40E-258
WBGene00018714,78.65353539,6.29743971,0.082241959,76.57210267,0,0
WBGene00018715,14.61412902,3.869291944,0.122477304,31.59190982,4.77E-219,1.85E-218
WBGene00018716,38.19194904,5.255196642,0.120175162,43.72947426,0,0
WBGene00018717,47.74229605,5.577196046,0.052936905,105.355537,0,0
WBGene00018718,110.9372158,6.793599613,0.117377138,57.87838853,0,0
WBGene00018719,112.9240924,6.819209508,0.081457057,83.71539275,0,0
WBGene00018720,9.444306915,3.239444926,0.102864394,31.49238342,1.10E-217,4.27E-217
WBGene00018721,87.25626307,6.447186784,0.086874014,74.21306421,0,0
WBGene00018723,34.53085434,5.109814124,0.124871886,40.92045272,0,0
WBGene00018724,103.290164,6.690559068,0.263244506,25.41575951,1.69E-142,5.79E-142
WBGene00018725,13.45509527,3.750080701,0.20590801,18.21240805,4.11E-74,1.22E-73
WBGene00018726,14.76345103,3.883958092,0.24449474,15.8856509,7.97E-57,2.24E-56
WBGene00018727,21.08675038,4.398264878,0.153150764,28.71853035,2.24E-181,8.19E-181
WBGene00018728,26.62472407,4.734694669,0.147647772,32.06749817,1.25E-225,4.89E-225
WBGene00018729,137.7288471,7.105686951,0.233277782,30.46019599,8.78E-204,3.32E-203
WBGene00018730,65.25219141,6.027954448,0.206943987,29.12843483,1.57E-186,5.78E-186
WBGene00018731,591.3646854,9.207904282,0.245187025,37.55461478,0,0
WBGene00018732,27.41239638,4.776756548,0.174810748,27.32530243,2.12E-164,7.57E-164
WBGene00018734,261.9318186,8.033047514,0.087488952,91.81785012,0,0
WBGene00018735,96.51559099,6.592690107,0.062061312,106.2286612,0,0
WBGene00018736,31.76629459,4.98942491,0.179016871,27.87125527,5.95E-171,2.15E-170
WBGene00018737,718.8552379,9.489557462,0.187249165,50.67877039,0,0
WBGene00018738,73.12036598,6.192201386,0.149900126,41.30884715,0,0
WBGene00018739,426.3236147,8.73580516,0.119700746,72.98037365,0,0
WBGene00018740,149.5825152,7.224797737,0.058071376,124.4123736,0,0
WBGene00018741,12.87524249,3.686527699,0.166744124,22.10889121,2.60E-108,8.31E-108
WBGene00018742,92.10268472,6.525171305,0.164066539,39.77149364,0,0
WBGene00018743,929.6478189,9.860540469,0.13542838,72.81000114,0,0
WBGene00018744,123.5448115,6.948890613,0.171758275,40.45738471,0,0
WBGene00018745,7.67727943,2.940595159,0.232574165,12.64368789,1.21E-36,3.18E-36
WBGene00018746,69.05076926,6.109585582,0.223342798,27.35519406,9.37E-165,3.34E-164
WBGene00018747,74.85067153,6.225943355,0.183761722,33.88052354,1.29E-251,5.23E-251
WBGene00018748,71.07225968,6.151214664,0.144384399,42.60304236,0,0
WBGene00018749,118.9298105,6.89396657,0.171095212,40.29315888,0,0
WBGene00018750,62.24698713,5.959932105,0.169225174,35.21894498,1.03E-271,4.27E-271
WBGene00018751,4.589330569,2.198283728,0.205542581,10.69502834,1.07E-26,2.70E-26
WBGene00018752,5.350203167,2.419593677,0.162124631,14.92428179,2.29E-50,6.32E-50
WBGene00018754,29.10345686,4.863118619,0.220500711,22.0548886,8.57E-108,2.74E-107
WBGene00018755,44.56428247,5.477815972,0.166759752,32.84854952,1.19E-236,4.75E-236
WBGene00018756,823.6676085,9.685918444,0.07915805,122.3617615,0,0
WBGene00018757,187.8733048,7.553616276,0.059984864,125.9253717,0,0
WBGene00018758,262.347578,8.035335661,0.08894985,90.3355732,0,0
WBGene00018759,0.25501932,-1.971321546,0.616008798,-3.200151608,0.001373553,0.001630438
WBGene00018760,48.25709455,5.592669152,0.176282382,31.72562723,6.89E-221,2.67E-220
WBGene00018761,7.738174905,2.951993338,0.162537474,18.16192457,1.03E-73,3.05E-73
WBGene00018762,151.8737775,7.246728986,0.075706632,95.72119166,0,0
WBGene00018763,63.24645115,5.982912625,0.111413652,53.69999554,0,0
WBGene00018764,1219.201836,10.25172126,0.084445195,121.4008832,0,0
WBGene00018765,202.3684446,7.660840537,0.079777304,96.02781925,0,0
WBGene00018766,50.77869422,5.666151391,0.161986635,34.97912899,4.67E-268,1.94E-267
WBGene00018767,5.867286797,2.552693514,0.188751491,13.52409719,1.13E-41,3.01E-41
WBGene00018768,0.855936413,-0.224424472,0.231391951,-0.969888844,0.332101901,0.34272923
WBGene00018769,306.8202522,8.261249903,0.037880996,218.0842846,0,0
WBGene00018770,2.788540759,1.479510358,0.262644737,5.633123958,1.77E-08,3.86E-08
WBGene00018771,5.802481921,2.536670122,0.152604539,16.62250768,4.79E-62,1.37E-61
WBGene00018772,16.45036194,4.040047421,0.128465025,31.44861749,4.38E-217,1.69E-216
WBGene00018773,7.620852611,2.929952414,0.180997992,16.18776194,6.15E-59,1.74E-58
WBGene00018774,8.164881688,3.029431981,0.111292048,27.22056098,3.71E-163,1.32E-162
WBGene00018776,302.2361533,8.239532435,0.078568964,104.8700661,0,0
WBGene00018777,126.0044001,6.977330303,0.050018968,139.4936868,0,0
WBGene00018778,360.7955332,8.495037667,0.084103329,101.0071511,0,0
WBGene00018779,90.39083377,6.498104576,0.125929536,51.60111591,0,0
WBGene00018781,136.4944298,7.092698267,0.107992185,65.67788472,0,0
WBGene00018782,940.3211188,9.87700971,0.059943874,164.7709601,0,0
WBGene00018783,9.567385859,3.258124784,0.214321317,15.20205658,3.43E-52,9.51E-52
WBGene00018784,271.0393382,8.082358447,0.084200737,95.98916491,0,0
WBGene00018785,80.46042501,6.330207453,0.057578054,109.9413237,0,0
WBGene00018786,100.8609551,6.656223982,0.134112007,49.63182742,0,0
WBGene00018787,54.60141871,5.770866532,0.108975286,52.9557365,0,0
WBGene00018788,189.8244811,7.568522254,0.103217023,73.32629861,0,0
WBGene00018789,16.35305692,4.031488443,0.167487482,24.07038659,5.11E-128,1.70E-127
WBGene00018791,11.48041026,3.521102293,0.148153516,23.76657936,7.40E-125,2.46E-124
WBGene00018792,6.926202781,2.792064626,0.239435905,11.66101061,2.02E-31,5.17E-31
WBGene00018793,151.1837106,7.240158893,0.09526592,75.999464,0,0
WBGene00018794,292.7411362,8.193481678,0.073297439,111.7840098,0,0
WBGene00018795,46.35027058,5.534505856,0.096944782,57.08925988,0,0
WBGene00018797,307.068404,8.262416263,0.047775664,172.9419468,0,0
WBGene00018798,19.08273223,4.254195843,0.133122391,31.95702697,4.32E-224,1.68E-223
WBGene00018802,256.0318796,8.000179647,0.060865758,131.439743,0,0
WBGene00018803,160.0295688,7.322194688,0.208822721,35.06416666,2.37E-269,9.85E-269
WBGene00018804,35.40298964,5.14579929,0.090310068,56.9792427,0,0
WBGene00018805,4.505513775,2.17169163,0.146029399,14.87160563,5.04E-50,1.39E-49
WBGene00018806,79.37034913,6.310528246,0.105071369,60.0594462,0,0
WBGene00018807,28.69465775,4.842710262,0.122537001,39.52039162,0,0
WBGene00018808,34.70571126,5.117101191,0.189301717,27.03145683,6.31E-161,2.24E-160
WBGene00018809,5.69014633,2.508465754,0.208146782,12.05142704,1.91E-33,4.93E-33
WBGene00018810,1.526522308,0.610248673,0.245031961,2.490486022,0.012756851,0.014084409
WBGene00018811,1470.600066,10.52218924,0.133780943,78.65237778,0,0
WBGene00018812,611.3523011,9.255860185,0.073310848,126.2549875,0,0
WBGene00018813,8.645037723,3.111872259,0.163913763,18.98481376,2.28E-80,6.84E-80
WBGene00018814,104.3438699,6.705202036,0.051424777,130.388549,0,0
WBGene00018815,1.377869851,0.462439623,0.215942663,2.141492633,0.032234332,0.034775265
WBGene00018816,1.08513067,0.11786878,0.256075591,0.460289009,0.645308789,0.654593692
WBGene00018817,0.057807708,-4.112594318,0.969551422,-4.241749561,2.22E-05,3.86E-05
WBGene00018819,196.0385441,7.614993528,0.104392903,72.94550978,0,0
WBGene00018820,1.847834531,0.885835573,0.348626196,2.540932332,0.011055731,0.012240932
WBGene00018821,2.524160279,1.335803521,0.257986864,5.177796658,2.25E-07,4.67E-07
WBGene00018822,3.822025698,1.934337479,0.224621046,8.611559395,7.21E-18,1.73E-17
WBGene00018823,177.1368414,7.468720489,0.174253003,42.86135889,0,0
WBGene00018824,55.01731079,5.781813718,0.26671869,21.67757244,3.34E-104,1.06E-103
WBGene00018825,2.348154456,1.231527309,0.223458988,5.511200591,3.56E-08,7.69E-08
WBGene00018826,1.488527134,0.573885521,0.246564663,2.327525424,0.019937317,0.021824881
WBGene00018827,102.7857512,6.683496473,0.062963711,106.1483894,0,0
WBGene00018828,53.04057983,5.729024642,0.183170656,31.27697843,9.60E-215,3.69E-214
WBGene00018829,7.502393644,2.907350962,0.163010224,17.83539027,3.75E-71,1.10E-70
WBGene00018830,112.1999589,6.809928337,0.094034786,72.41924602,0,0
WBGene00018831,149.4796176,7.223804968,0.104342353,69.23176212,0,0
WBGene00018833,74.67644431,6.222581331,0.071865628,86.5863348,0,0
WBGene00018834,4.346946192,2.120002237,0.171422548,12.36711426,3.94E-35,1.03E-34
WBGene00018835,60.10874632,5.909503025,0.090086623,65.59800796,0,0
WBGene00018836,94.53231369,6.562735661,0.05811221,112.9321302,0,0
WBGene00018837,522.3678118,9.028922191,0.152456782,59.22283061,0,0
WBGene00018838,26.98613008,4.754146198,0.176646218,26.91337669,1.53E-159,5.41E-159
WBGene00018839,4.263164431,2.091924702,0.205695071,10.17002833,2.70E-24,6.71E-24
WBGene00018840,3.163934224,1.661719608,0.213944634,7.767054384,8.03E-15,1.90E-14
WBGene00018841,10.2805213,3.361841517,0.324937451,10.34611893,4.36E-25,1.09E-24
WBGene00018842,4.287697722,2.100203201,0.173651319,12.09436944,1.13E-33,2.93E-33
WBGene00018844,6.291686558,2.6534468,0.193070794,13.74338779,5.58E-43,1.50E-42
WBGene00018845,31.43916068,4.974490798,0.131435149,37.84749225,0,0
WBGene00018846,4353.94233,12.08810658,0.118173448,102.2912237,0,0
WBGene00018847,448.400056,8.808642648,0.060148821,146.4474704,0,0
WBGene00018848,87.69691731,6.454454225,0.060202787,107.2118842,0,0
WBGene00018849,1349.333736,10.3980315,0.045460826,228.7250905,0,0
WBGene00018850,15.58853987,3.962413897,0.151258362,26.19632961,2.93E-151,1.02E-150
WBGene00018851,4.659487853,2.22017139,0.168948382,13.14112253,1.91E-39,5.08E-39
WBGene00018852,9.333281736,3.222384446,0.154809874,20.81510931,3.16E-96,9.86E-96
WBGene00018853,138.593511,7.114715901,0.074649444,95.30835734,0,0
WBGene00018854,243.8660223,7.929944952,0.139318104,56.91970175,0,0
WBGene00018855,5.58510627,2.481584732,0.15556556,15.95201873,2.76E-57,7.78E-57
WBGene00018856,26.81247268,4.744832368,0.168990488,28.07751143,1.84E-173,6.67E-173
WBGene00018857,329.5187824,8.36421689,0.059125561,141.465329,0,0
WBGene00018859,6.680504407,2.739957037,0.192265301,14.25091802,4.42E-46,1.20E-45
WBGene00018860,100.1145422,6.645507739,0.070178628,94.69418208,0,0
WBGene00018861,41.89841054,5.38882361,0.126267241,42.67792311,0,0
WBGene00018862,182.5850803,7.512425072,0.145034646,51.79745169,0,0
WBGene00018863,65.26710644,6.028284175,0.065866701,91.52248597,0,0
WBGene00018864,256.9890232,8.005562928,0.046362411,172.6735664,0,0
WBGene00018865,5.081571863,2.345274829,0.227644599,10.30235219,6.88E-25,1.71E-24
WBGene00018866,420.6813947,8.716584204,0.048087485,181.2651287,0,0
WBGene00018867,20.01804027,4.323228839,0.133672191,32.34202133,1.80E-229,7.06E-229
WBGene00018868,5.073319538,2.34293003,0.259471048,9.029639513,1.72E-19,4.18E-19
WBGene00018869,458.6559414,8.841268518,0.110015879,80.36356756,0,0
WBGene00018870,1.887419739,0.916415296,0.272051629,3.368534494,0.000755689,0.000927829
WBGene00018871,42.47393971,5.408506028,0.176627843,30.62091419,6.45E-206,2.45E-205
WBGene00018872,416.8835264,8.703500553,0.061455929,141.6218199,0,0
WBGene00018873,13.52822884,3.757901065,0.23432339,16.03724266,7.02E-58,1.98E-57
WBGene00018874,62.58932646,5.967844746,0.18604351,32.07768308,9.03E-226,3.53E-225
WBGene00018875,0.224443146,-2.155578058,0.569228536,-3.786841174,0.000152575,0.000239722
WBGene00018876,0.229022501,-2.126438747,0.541509405,-3.926873157,8.61E-05,0.000139248
WBGene00018877,130.4354147,7.027191821,0.128904059,54.51489954,0,0
WBGene00018878,179.5967298,7.48861727,0.07075813,105.8340187,0,0
WBGene00018879,37.85303723,5.242337158,0.16127587,32.50540311,8.94E-232,3.53E-231
WBGene00018880,15.98051096,3.998241633,0.144156409,27.73544143,2.61E-169,9.37E-169
WBGene00018881,0.806160142,-0.31086164,0.304536236,-1.020770612,0.307363131,0.3177975
WBGene00018882,0.677663473,-0.561359085,0.530221798,-1.058725024,0.289725028,0.299927812
WBGene00018883,0.707861987,-0.498459991,0.318718974,-1.563948277,0.117829716,0.124299496
WBGene00018884,3.429604928,1.778042395,0.282998974,6.282858101,3.32E-10,7.52E-10
WBGene00018885,37.86378655,5.242746789,0.163892317,31.9889723,1.55E-224,6.05E-224
WBGene00018886,75.88738019,6.245788085,0.157703269,39.60468379,0,0
WBGene00018888,0.2424778,-2.044075429,0.405643439,-5.039094024,4.68E-07,9.55E-07
WBGene00018890,285.3842815,8.156762065,0.068715282,118.7037562,0,0
WBGene00018891,260.2000078,8.023477195,0.0749921,106.990966,0,0
WBGene00018892,258.4173462,8.013559104,0.066121766,121.1939675,0,0
WBGene00018893,335.4032428,8.389752827,0.081238793,103.2727416,0,0
WBGene00018894,78.88236592,6.301630918,0.081250857,77.55771592,0,0
WBGene00018895,19.53717641,4.288150073,0.261137136,16.42106572,1.35E-60,3.85E-60
WBGene00018896,6.654915638,2.734420378,0.159621039,17.13070155,8.76E-66,2.53E-65
WBGene00018897,231.2033544,7.853018519,0.058989418,133.125885,0,0
WBGene00018898,922.4613095,9.849344592,0.088340366,111.4931381,0,0
WBGene00018899,24.33067556,4.604704473,0.1631023,28.23200215,2.37E-175,8.58E-175
WBGene00018900,671.0899318,9.390362303,0.09918491,94.67531209,0,0
WBGene00018901,24.52719517,4.616310358,0.112592291,41.0002348,0,0
WBGene00018902,73.81947813,6.205929633,0.105965582,58.56552194,0,0
WBGene00018903,22.51908153,4.493076082,0.129383547,34.72679622,3.11E-264,1.28E-263
WBGene00018904,73.44236573,6.198540626,0.062630266,98.97037007,0,0
WBGene00018906,13.63804756,3.769565216,0.207924487,18.12949152,1.86E-73,5.50E-73
WBGene00018907,29.37583281,4.876557848,0.136168372,35.81270588,7.00E-281,2.96E-280
WBGene00018908,42.50264799,5.409480821,0.088867156,60.87154227,0,0
WBGene00018909,93.78549805,6.551292952,0.062497687,104.824566,0,0
WBGene00018910,0,NA,NA,NA,NA,NA
WBGene00018911,6.803659327,2.766310904,0.396523634,6.976408639,3.03E-12,7.00E-12
WBGene00018912,0,NA,NA,NA,NA,NA
WBGene00018913,0,NA,NA,NA,NA,NA
WBGene00018914,0,NA,NA,NA,NA,NA
WBGene00018915,0,NA,NA,NA,NA,NA
WBGene00018917,0.002478258,-8.656457973,2.381903359,-3.634260785,0.000278779,0.000377901
WBGene00018918,1.427377763,0.513367203,0.407164409,1.260835158,0.207368244,0.216361513
WBGene00018919,0.000770192,-10.3424937,3.411908524,-3.031292786,0.00243509,0.002808515
WBGene00018920,0,NA,NA,NA,NA,NA
WBGene00018921,15.83186174,3.984759014,0.130971891,30.42453612,2.60E-203,9.84E-203
WBGene00018923,68.35966348,6.09507339,0.075627279,80.5935827,0,0
WBGene00018924,25.24381117,4.657857832,0.152890361,30.46534659,7.50E-204,2.84E-203
WBGene00018925,146.0285581,7.190106727,0.067916918,105.8662099,0,0
WBGene00018926,13.74367472,3.780695891,0.21307687,17.74334253,1.94E-70,5.68E-70
WBGene00018927,4.783681885,2.258121454,0.197983641,11.40559613,3.92E-30,9.99E-30
WBGene00018928,109.1842062,6.770620371,0.089463034,75.68064803,0,0
WBGene00018929,1.797716241,0.846165318,0.201952837,4.189915474,2.79E-05,4.80E-05
WBGene00018930,20.11718114,4.330356261,0.176454949,24.54086034,5.41E-133,1.82E-132
WBGene00018931,66.87991968,6.06350121,0.123352935,49.15571103,0,0
WBGene00018932,150.5410051,7.234012699,0.050999986,141.8434244,0,0
WBGene00018933,0.295886774,-1.756882884,0.328518975,-5.347888601,8.90E-08,1.89E-07
WBGene00018934,283.6702727,8.148071161,0.105263617,77.40633825,0,0
WBGene00018935,112.2300936,6.810315765,0.066037971,103.1272718,0,0
WBGene00018937,19.5003212,4.285425982,0.226337574,18.93378065,6.01E-80,1.80E-79
WBGene00018938,5.881515748,2.556188005,0.348767572,7.329202058,2.32E-13,5.40E-13
