geneName,WBID
W01B6.5,WBGene00012172
W01B6.6,WBGene00012173
W01B6.8,WBGene00012174
W01C9.1,WBGene00012175
W01C9.2,WBGene00012176
decr-1.2,WBGene00012177
glb-27,WBGene00012178
W01D2.1,WBGene00012179
W01D2.3,WBGene00012180
srt-11,WBGene00012181
osta-3,WBGene00012182
W01D2.6,WBGene00012183
mnr-1,WBGene00012184
W01F3.2,WBGene00012185
mlt-11,WBGene00012186
rpb-11,WBGene00012187
W01G7.4,WBGene00012188
W02A2.5,WBGene00012190
W02A2.8,WBGene00012191
W02A11.1,WBGene00012192
vps-25,WBGene00012193
toe-4,WBGene00012194
bath-34,WBGene00012195
bath-35,WBGene00012196
W02B8.1,WBGene00012197
W02B8.2,WBGene00012198
mltn-3,WBGene00012199
mltn-4,WBGene00012200
W02B12.1,WBGene00012201
W02B12.4,WBGene00012202
rga-1,WBGene00012203
mfn-1,WBGene00012204
W02B12.11,WBGene00012206
W02B12.12,WBGene00012207
W02D9.2,WBGene00012208
hmg-20,WBGene00012209
W02D9.4,WBGene00012210
ssp-37,WBGene00012211
W02D9.6,WBGene00012212
W02D9.7,WBGene00012213
W02D9.8,WBGene00012214
W02D9.9,WBGene00012215
W02D9.10,WBGene00012216
W02H3.1,WBGene00012217
W02H3.2,WBGene00012218
W03C9.1,WBGene00012219
W03C9.2,WBGene00012220
W03C9.5,WBGene00012221
W03C9.6,WBGene00012222
W03C9.8,WBGene00012223
W03G11.2,WBGene00012224
W03G11.3,WBGene00012225
W03G11.4,WBGene00012226
W03H9.1,WBGene00012227
W03H9.2,WBGene00012228
cacn-1,WBGene00012230
W04A4.2,WBGene00012231
W04A4.3,WBGene00012232
clpr-1,WBGene00012233
W04A4.6,WBGene00012235
W04A8.1,WBGene00012236
W04A8.2,WBGene00012237
W04A8.3,WBGene00012238
W04A8.4,WBGene00012239
W04A8.5,WBGene00012240
W04A8.6,WBGene00012241
srt-39,WBGene00012242
W04D2.4,WBGene00012243
mrps-11,WBGene00012244
rbm-25,WBGene00012245
fbxa-131,WBGene00012246
W04E12.2,WBGene00012247
W04E12.3,WBGene00012248
W04E12.4,WBGene00012249
W04E12.5,WBGene00012250
clec-49,WBGene00012251
W04E12.7,WBGene00012252
clec-50,WBGene00012253
W04E12.9,WBGene00012254
lpr-6,WBGene00012255
lpr-5,WBGene00012256
lpr-4,WBGene00012257
W04G3.5,WBGene00012258
sulp-7,WBGene00012259
W04G3.7,WBGene00012260
lpr-3,WBGene00012261
W04G5.3,WBGene00012264
W04G5.4,WBGene00012265
W04G5.5,WBGene00012266
W04G5.7,WBGene00012267
W04G5.8,WBGene00012268
W04G5.9,WBGene00012269
W04G5.10,WBGene00012270
W05B2.2,WBGene00012271
dhc-4,WBGene00012272
W05B5.1,WBGene00012274
npr-14,WBGene00012275
his-74,WBGene00012276
ccch-3,WBGene00012277
W05B10.3,WBGene00012278
W05B10.4,WBGene00012279
W05E10.1,WBGene00012280
W05E10.2,WBGene00012281
W05E10.5,WBGene00012282
W05H5.1,WBGene00012283
pitr-6,WBGene00012285
sre-35,WBGene00012286
sre-33,WBGene00012287
sre-32,WBGene00012288
W05H12.1,WBGene00012289
W05H12.2,WBGene00012290
W06A7.2,WBGene00012291
W06A7.4,WBGene00012293
nspa-8,WBGene00012294
nmat-1,WBGene00012295
spe-46,WBGene00012296
W06D4.3,WBGene00012297
prmt-7,WBGene00012298
W06D11.1,WBGene00012299
W06D11.2,WBGene00012300
W06D11.3,WBGene00012301
dot-1.3,WBGene00012302
W06D11.5,WBGene00012303
cutl-4,WBGene00012304
W06D12.6,WBGene00012305
W06F12.2,WBGene00012306
W06F12.3,WBGene00012307
oac-53,WBGene00012308
W06G6.2,WBGene00012309
mltn-11,WBGene00012310
W06G6.9,WBGene00012311
W06G6.10,WBGene00012312
W06G6.11,WBGene00012313
immt-2,WBGene00012315
ctps-1,WBGene00012316
ztf-6,WBGene00012317
srxa-1,WBGene00012318
ipla-3,WBGene00012319
srxa-3,WBGene00012320
srxa-6,WBGene00012321
W07A12.4,WBGene00012322
oac-54,WBGene00012323
rhy-1,WBGene00012324
W07A12.8,WBGene00012325
W07E11.1,WBGene00012326
W07G1.1,WBGene00012328
sre-44,WBGene00012329
zip-3,WBGene00012330
rpi-1,WBGene00012332
sre-43,WBGene00012333
W07G1.7,WBGene00012334
W07G4.1,WBGene00012335
W07G4.2,WBGene00012336
W07G4.3,WBGene00012337
W07G4.5,WBGene00012339
dct-15,WBGene00012340
catp-6,WBGene00012341
mtr-4,WBGene00012342
W08E3.2,WBGene00012343
ola-1,WBGene00012344
W08E3.4,WBGene00012345
W08G11.1,WBGene00012346
W08G11.3,WBGene00012347
pptr-1,WBGene00012348
W08G11.5,WBGene00012349
W09C5.1,WBGene00012351
dkf-1,WBGene00012352
W09C5.7,WBGene00012353
cox-4,WBGene00012354
W09C5.9,WBGene00012355
W09D6.1,WBGene00012356
W09D6.4,WBGene00012357
W09D6.5,WBGene00012358
W09D10.1,WBGene00012359
tat-3,WBGene00012360
mrpl-12,WBGene00012361
W09D10.4,WBGene00012362
W09D10.5,WBGene00012363
zmp-4,WBGene00012364
W09G3.1,WBGene00012365
W09G3.6,WBGene00012369
W09G3.7,WBGene00012370
W09G3.8,WBGene00012371
W09H1.1,WBGene00012372
W09H1.3,WBGene00012373
W09H1.4,WBGene00012374
mecr-1,WBGene00012375
nduf-7,WBGene00012376
W10G6.1,WBGene00012378
Y1A5A.1,WBGene00012379
Y1A5A.2,WBGene00012380
Y2H9A.4,WBGene00012381
ttr-16,WBGene00012382
ttr-17,WBGene00012383
Y5F2A.4,WBGene00012385
agef-1,WBGene00012386
Y6B3B.1,WBGene00012387
Y6B3B.3,WBGene00012388
Y6B3B.4,WBGene00012389
gpap-1,WBGene00012390
Y6B3B.7,WBGene00012391
Y6B3B.9,WBGene00012393
hsd-1,WBGene00012394
Y6D1A.1,WBGene00012395
Y6D1A.2,WBGene00012396
Y6E2A.1,WBGene00012397
Y6E2A.4,WBGene00012398
Y6E2A.5,WBGene00012399
Y6E2A.7,WBGene00012400
irld-57,WBGene00012401
sfxn-1.3,WBGene00012402
Y6G8.2,WBGene00012404
ztf-25,WBGene00012405
srz-91,WBGene00012406
Y7A5A.1,WBGene00012407
Y7A5A.2,WBGene00012408
Y7A5A.3,WBGene00012409
Y7A5A.5,WBGene00012411
Y7A5A.6,WBGene00012412
Y7A5A.7,WBGene00012413
Y7A5A.8,WBGene00012414
Y7A5A.9,WBGene00012415
Y7A9A.1,WBGene00012416
Y7A9D.1,WBGene00012420
Y9C2UA.1,WBGene00012421
Y10G11A.1,WBGene00012423
dlc-3,WBGene00012424
dlc-4,WBGene00012425
Y11D7A.1,WBGene00012426
Y11D7A.3,WBGene00012428
Y11D7A.5,WBGene00012429
Y11D7A.7,WBGene00012431
Y11D7A.8,WBGene00012432
Y11D7A.9,WBGene00012433
Y11D7A.10,WBGene00012434
flh-1,WBGene00012435
flh-3,WBGene00012436
nmy-3,WBGene00012437
Y12A6A.1,WBGene00012439
nlp-53,WBGene00012440
glb-28,WBGene00012441
Y15E3A.3,WBGene00012442
Y15E3A.4,WBGene00012443
Y15E3A.5,WBGene00012444
Y16B4A.2,WBGene00012445
nhr-230,WBGene00012446
cyp-33D3,WBGene00012448
nhr-231,WBGene00012449
Y17D7B.2,WBGene00012450
Y17D7B.3,WBGene00012451
Y17D7B.4,WBGene00012452
Y17D7B.5,WBGene00012453
clec-256,WBGene00012454
Y17D7C.1,WBGene00012455
Y17D7C.2,WBGene00012456
acbp-6,WBGene00012457
ash-2,WBGene00012458
Y17G7B.3,WBGene00012459
dhps-1,WBGene00012460
glb-29,WBGene00012461
Y17G7B.8,WBGene00012462
Y17G7B.10,WBGene00012463
arrd-7,WBGene00012464
Y17G7B.12,WBGene00012465
ippk-1,WBGene00012466
arrd-8,WBGene00012467
Y17G7B.17,WBGene00012468
Y17G7B.18,WBGene00012469
Y17G7B.19,WBGene00012470
Y17G7B.20,WBGene00012471
Y17G7B.21,WBGene00012472
Y17G7B.22,WBGene00012473
attf-6,WBGene00012474
Y18D10A.2,WBGene00012475
Y18D10A.3,WBGene00012476
Y18D10A.4,WBGene00012477
mxt-1,WBGene00012478
Y18D10A.9,WBGene00012479
clec-104,WBGene00012480
Y18D10A.11,WBGene00012481
clec-106,WBGene00012482
coa-5,WBGene00012483
car-1,WBGene00012484
Y18D10A.21,WBGene00012486
Y18D10A.23,WBGene00012487
clec-105,WBGene00012488
Y19D2B.1,WBGene00012489
Y19D2B.2,WBGene00012490
Y20C6A.1,WBGene00012491
fbxb-7,WBGene00012492
Y20C6A.3,WBGene00012493
nhr-232,WBGene00012494
Y24F12A.1,WBGene00012496
ragc-1,WBGene00012497
Y24F12A.3,WBGene00012498
hpo-2,WBGene00012500
Y26D4A.3,WBGene00012501
clec-107,WBGene00012502
Y26D4A.5,WBGene00012503
clec-108,WBGene00012504
pals-13,WBGene00012505
Y26D4A.12,WBGene00012509
ekl-5,WBGene00012512
Y26E6A.2,WBGene00012513
Y26E6A.3,WBGene00012514
Y26G10.1,WBGene00012515
sqst-4,WBGene00012516
comt-2,WBGene00012518
Y32B12A.5,WBGene00012520
Y32B12B.1,WBGene00012521
Y32B12B.2,WBGene00012522
srbc-65,WBGene00012523
Y32B12B.4,WBGene00012524
Y32B12C.1,WBGene00012525
set-22,WBGene00012527
pap-1,WBGene00012528
Y32F6A.4,WBGene00012529
Y32F6A.5,WBGene00012530
Y32F6B.1,WBGene00012531
crp-1,WBGene00012532
fbxa-209,WBGene00012533
Y37A1A.2,WBGene00012535
Y37A1A.3,WBGene00012536
Y37A1B.4,WBGene00012537
Y37A1B.5,WBGene00012538
Y37A1B.7,WBGene00012540
irld-55,WBGene00012541
irld-56,WBGene00012542
nkcc-1,WBGene00012543
Y37D8A.2,WBGene00012544
Y37D8A.3,WBGene00012545
Y37D8A.4,WBGene00012546
Y37D8A.5,WBGene00012547
Y37D8A.6,WBGene00012548
Y37D8A.8,WBGene00012549
spcs-2,WBGene00012550
cec-7,WBGene00012551
enu-3.5,WBGene00012552
cox-5A,WBGene00012553
Y37D8A.16,WBGene00012554
npp-25,WBGene00012555
mrps-10,WBGene00012556
Y37D8A.19,WBGene00012557
rbm-7,WBGene00012558
epg-3,WBGene00012559
Y37D8A.25,WBGene00012560
Y37D8A.26,WBGene00012561
Y37H2A.1,WBGene00012562
fbxa-107,WBGene00012564
fbxa-210,WBGene00012565
fbxa-211,WBGene00012566
Y37H2A.7,WBGene00012567
fbxa-212,WBGene00012568
fbxc-46,WBGene00012569
Y37H2A.10,WBGene00012570
Y37H2A.11,WBGene00012571
Y37H2B.1,WBGene00012572
Y37H2C.1,WBGene00012573
fbxa-213,WBGene00012574
Y37H2C.4,WBGene00012575
Y37H9A.1,WBGene00012576
Y37H9A.2,WBGene00012577
Y37H9A.3,WBGene00012578
Y38E10A.1,WBGene00012579
Y38E10A.2,WBGene00012580
Y38E10A.3,WBGene00012581
clec-8,WBGene00012582
clec-4,WBGene00012583
ceh-100,WBGene00012584
lips-15,WBGene00012585
Y38E10A.8,WBGene00012586
Y38E10A.9,WBGene00012587
lips-16,WBGene00012588
nspe-4,WBGene00012589
nspe-3,WBGene00012590
nspe-1,WBGene00012591
Y38E10A.14,WBGene00012592
nspe-7,WBGene00012593
nspe-5,WBGene00012594
Y38E10A.17,WBGene00012595
nhr-234,WBGene00012596
nhr-235,WBGene00012597
Y38E10A.20,WBGene00012598
Y38E10A.22,WBGene00012600
Y38E10A.24,WBGene00012602
nspe-6,WBGene00012603
nspe-2,WBGene00012604
Y38F1A.1,WBGene00012605
Y38F1A.2,WBGene00012606
Y38F1A.4,WBGene00012607
hphd-1,WBGene00012608
Y38F1A.7,WBGene00012609
Y38F1A.8,WBGene00012610
Y38H6A.1,WBGene00012612
Y38H6A.3,WBGene00012614
dct-16,WBGene00012615
dct-14,WBGene00012616
Y38H6C.4,WBGene00012617
Y38H6C.8,WBGene00012621
Y38H6C.9,WBGene00012622
fbxa-150,WBGene00012624
Y38H6C.13,WBGene00012625
famh-161,WBGene00012626
Y38H6C.15,WBGene00012627
Y38H6C.16,WBGene00012628
slc-36.3,WBGene00012629
Y38H6C.18,WBGene00012630
Y38H6C.19,WBGene00012631
Y38H6C.20,WBGene00012632
Y38H6C.21,WBGene00012633
Y38H6C.23,WBGene00012634
Y38H8A.1,WBGene00012635
Y38H8A.2,WBGene00012636
Y38H8A.3,WBGene00012637
Y38H8A.4,WBGene00012638
fezf-1,WBGene00012639
Y38H8A.7,WBGene00012640
epg-6,WBGene00012641
Y39A1A.2,WBGene00012642
Y39A1A.3,WBGene00012643
rabx-5,WBGene00012644
mrpl-22,WBGene00012645
lron-10,WBGene00012646
swt-4,WBGene00012647
Y39A1A.9,WBGene00012648
Y39A1A.10,WBGene00012649
orc-1,WBGene00012650
orc-4,WBGene00012651
Y39A1A.14,WBGene00012652
Y39A1A.16,WBGene00012654
Y39A1A.17,WBGene00012655
Y39A1A.18,WBGene00012656
Y39A1A.20,WBGene00012657
Y39A1A.21,WBGene00012658
Y39A1A.22,WBGene00012659
Y39A1A.24,WBGene00012660
clec-163,WBGene00012661
Y39A1C.1,WBGene00012662
hex-3,WBGene00012663
Y39B6A.1,WBGene00012664
pph-5,WBGene00012665
Y39B6A.3,WBGene00012666
Y39B6A.5,WBGene00012668
Y39B6A.7,WBGene00012669
Y39B6A.8,WBGene00012670
Y39B6A.9,WBGene00012671
Y39B6A.10,WBGene00012672
dyf-17,WBGene00012673
bed-1,WBGene00012674
Y39B6A.13,WBGene00012675
pro-3,WBGene00012676
zhp-4,WBGene00012678
asp-15,WBGene00012681
asp-16,WBGene00012682
asp-17,WBGene00012683
Y39B6A.25,WBGene00012684
Y39B6A.27,WBGene00012686
Y39B6A.29,WBGene00012688
Y39B6A.30,WBGene00012689
Y39B6A.33,WBGene00012692
Y39B6A.34,WBGene00012693
gtf-2F2,WBGene00012694
Y39B6A.37,WBGene00012695
reps-1,WBGene00012696
mrps-35,WBGene00012697
sws-1,WBGene00012698
Y39B6A.41,WBGene00012699
Y39B6A.42,WBGene00012700
Y39B6A.43,WBGene00012701
ztf-20,WBGene00012702
nhr-145,WBGene00012703
mlt-3,WBGene00012704
sre-18,WBGene00012705
sre-16,WBGene00012707
sre-19,WBGene00012708
sre-15,WBGene00012709
Y39C12A.9,WBGene00012710
Y39E4A.1,WBGene00012711
ttm-1,WBGene00012712
bckd-1A,WBGene00012713
abce-1,WBGene00012714
snpc-1.2,WBGene00012715
Y39E4B.5,WBGene00012716
Y39E4B.6,WBGene00012717
dhhc-8,WBGene00012718
Y39E4B.10,WBGene00012719
Y39E4B.11,WBGene00012720
Y39E4B.13,WBGene00012721
Y39G8B.1,WBGene00012722
Y39G8B.2,WBGene00012723
sre-48,WBGene00012724
sre-47,WBGene00012725
Y39G8B.5,WBGene00012726
Y39G8B.7,WBGene00012727
Y39G8B.9,WBGene00012728
Y39G8B.10,WBGene00012729
xrn-1,WBGene00012730
Y39G8C.2,WBGene00012731
Y40B1A.1,WBGene00012732
Y40B1A.2,WBGene00012733
Y40B1A.3,WBGene00012734
sptf-3,WBGene00012735
eif-3.J,WBGene00012738
Y40B1B.7,WBGene00012739
slc-25A46,WBGene00012740
Y40H4A.2,WBGene00012741
Y40H7A.3,WBGene00012743
Y40H7A.4,WBGene00012744
Y40H7A.7,WBGene00012745
Y40H7A.10,WBGene00012747
Y40H7A.11,WBGene00012748
Y41C4A.1,WBGene00012749
faah-6,WBGene00012750
Y41C4A.6,WBGene00012753
Y41C4A.7,WBGene00012754
Y41C4A.8,WBGene00012755
Y41C4A.9,WBGene00012756
Y41C4A.11,WBGene00012757
Y41C4A.12,WBGene00012758
sup-1,WBGene00012759
Y41C4A.17,WBGene00012760
Y41C4A.18,WBGene00012761
Y41E3.1,WBGene00012762
atln-2,WBGene00012763
Y41E3.6,WBGene00012764
Y41E3.7,WBGene00012765
Y41E3.8,WBGene00012766
fcd-2,WBGene00012767
eef-1B.2,WBGene00012768
hrpu-1,WBGene00012769
srt-47,WBGene00012770
Y41E3.13,WBGene00012771
srt-49,WBGene00012772
srt-48,WBGene00012773
srt-50,WBGene00012775
Y42A5A.1,WBGene00012776
lact-8,WBGene00012777
Y42A5A.3,WBGene00012778
cdkl-1,WBGene00012779
Y42A5A.5,WBGene00012780
nspd-7,WBGene00012781
Y43C5A.2,WBGene00012782
Y43C5A.3,WBGene00012783
Y43C5A.4,WBGene00012784
Y43C5B.2,WBGene00012785
Y43C5B.3,WBGene00012786
Y43D4A.1,WBGene00012787
Y43D4A.2,WBGene00012788
Y43D4A.3,WBGene00012789
Y43D4A.5,WBGene00012791
Y43D4A.6,WBGene00012792
Y43D4A.7,WBGene00012793
Y43E12A.2,WBGene00012794
Y43E12A.3,WBGene00012795
Y43F4A.1,WBGene00012796
Y43F4A.3,WBGene00012798
Y43F4A.4,WBGene00012799
set-25,WBGene00012802
Y43F4B.5,WBGene00012803
Y43F4B.7,WBGene00012804
Y43F4B.9,WBGene00012806
Y43F4B.10,WBGene00012807
Y43F8A.1,WBGene00012808
Y43F8A.2,WBGene00012809
nceh-1,WBGene00012810
Y43F8A.5,WBGene00012811
Y43F8B.1,WBGene00012812
Y43F8B.2,WBGene00012813
Y43F8B.3,WBGene00012814
phy-4,WBGene00012815
scl-21,WBGene00012816
Y43F8B.6,WBGene00012817
Y43F8B.7,WBGene00012818
Y43F8B.9,WBGene00012819
Y43F8B.10,WBGene00012820
Y43F8B.11,WBGene00012821
Y43F8B.12,WBGene00012822
Y43F8B.13,WBGene00012823
Y43F8B.14,WBGene00012824
Y43F8C.3,WBGene00012825
dyf-19,WBGene00012826
Y43F8C.5,WBGene00012827
Y43F8C.6,WBGene00012828
Y43F8C.7,WBGene00012829
mrps-28,WBGene00012830
Y43F8C.9,WBGene00012831
dmd-3,WBGene00012832
Y43F8C.11,WBGene00012833
Y43F8C.13,WBGene00012834
ani-3,WBGene00012835
Y43F8C.15,WBGene00012836
Y43F8C.16,WBGene00012837
Y43F8C.17,WBGene00012838
grsp-1,WBGene00012840
set-24,WBGene00012845
srxa-14,WBGene00012846
srxa-15,WBGene00012847
Y44A6B.3,WBGene00012848
ttr-13,WBGene00012849
Y44A6C.1,WBGene00012850
Y44A6C.2,WBGene00012851
Y44A6D.1,WBGene00012852
Y44A6D.2,WBGene00012853
Y44A6D.3,WBGene00012854
Y44A6D.5,WBGene00012855
Y44A6D.6,WBGene00012856
pbo-5,WBGene00012857
Y44F5A.1,WBGene00012858
Y45F3A.1,WBGene00012859
acdh-11,WBGene00012860
Y45F3A.4,WBGene00012861
Y45F3A.5,WBGene00012862
Y45F3A.8,WBGene00012863
Y45F3A.9,WBGene00012864
afmd-2,WBGene00012866
seld-1,WBGene00012867
tbc-9,WBGene00012868
Y45F10A.7,WBGene00012869
Y45F10B.2,WBGene00012870
Y45F10B.3,WBGene00012871
Y45F10B.8,WBGene00012872
Y45F10B.9,WBGene00012873
Y45F10B.12,WBGene00012874
Y45F10B.13,WBGene00012875
Y45F10C.1,WBGene00012877
Y45F10C.2,WBGene00012878
fbxa-215,WBGene00012879
Y45F10C.4,WBGene00012880
Y45F10D.2,WBGene00012883
Y45F10D.6,WBGene00012886
Y45F10D.7,WBGene00012887
sas-6,WBGene00012888
icap-1,WBGene00012889
lact-9,WBGene00012890
sorb-1,WBGene00012891
Y45F10D.14,WBGene00012892
Y45F10D.15,WBGene00012893
tbc-17,WBGene00012894
cox-10,WBGene00012895
snrp-200,WBGene00012896
pisy-1,WBGene00012897
Y46G5A.7,WBGene00012899
Y46G5A.8,WBGene00012900
cnp-2,WBGene00012901
vps-2,WBGene00012903
tiar-2,WBGene00012904
Y46G5A.14,WBGene00012905
Y46G5A.15,WBGene00012906
cpt-1,WBGene00012907
Y46G5A.18,WBGene00012908
spds-1,WBGene00012909
Y46G5A.20,WBGene00012910
acl-7,WBGene00012911
Y46G5A.22,WBGene00012912
Y46G5A.23,WBGene00012913
bcmo-1,WBGene00012914
lgc-35,WBGene00012915
Y46G5A.28,WBGene00012916
Y46G5A.29,WBGene00012917
Y46G5A.34,WBGene00012919
alkb-7,WBGene00012920
Y46G5A.36,WBGene00012921
Y47D3A.1,WBGene00012922
fbxa-128,WBGene00012923
wht-8,WBGene00012925
Y47D3A.13,WBGene00012926
Y47D3A.14,WBGene00012927
aakb-2,WBGene00012928
rsks-1,WBGene00012929
obr-1,WBGene00012930
Y47D3A.20,WBGene00012931
Y47D3A.21,WBGene00012932
mib-1,WBGene00012933
gly-9,WBGene00012934
mcm-10,WBGene00012935
pola-1,WBGene00012936
Y47D3A.31,WBGene00012937
Y47D3A.32,WBGene00012938
subs-4,WBGene00012939
Y47D3B.3,WBGene00012940
Y47D3B.4,WBGene00012941
Y47D3B.6,WBGene00012942
bed-2,WBGene00012943
Y47H9B.2,WBGene00012946
Y47H9C.1,WBGene00012947
dhhc-2,WBGene00012948
eif-2Bbeta,WBGene00012950
Y47H9C.8,WBGene00012951
Y47H9C.9,WBGene00012952
fbxa-216,WBGene00012953
Y47H9C.12,WBGene00012955
Y47H10A.2,WBGene00012958
Y47H10A.3,WBGene00012959
Y47H10A.4,WBGene00012960
Y47H10A.5,WBGene00012961
dmsr-5,WBGene00012962
Y48A6B.3,WBGene00012964
fipr-17,WBGene00012965
exos-1,WBGene00012966
kvs-4,WBGene00012967
Y48A6B.7,WBGene00012968
Y48A6B.8,WBGene00012969
Y48A6B.9,WBGene00012970
rsa-2,WBGene00012972
spat-2,WBGene00012973
sup-35,WBGene00012976
Y48A6C.4,WBGene00012977
Y48B6A.1,WBGene00012978
Y48B6A.5,WBGene00012979
efhd-1,WBGene00012980
Y48B6A.10,WBGene00012981
jmjd-2,WBGene00012982
men-1,WBGene00012983
Y48B6A.13,WBGene00012984
Y48C3A.1,WBGene00012985
Y48C3A.3,WBGene00012987
ztf-22,WBGene00012988
Y48C3A.5,WBGene00012989
sam-10,WBGene00012990
mrpl-20,WBGene00012992
dmsr-3,WBGene00012993
Y48C3A.12,WBGene00012994
Y48C3A.14,WBGene00012995
pinn-4,WBGene00012996
Y48C3A.18,WBGene00012997
Y48C3A.20,WBGene00012998
rpoa-1,WBGene00012999
ddl-2,WBGene00013000
Y48E1B.3,WBGene00013002
mrpl-37,WBGene00013004
lin-38,WBGene00013006
Y48E1B.8,WBGene00013007
clec-146,WBGene00013008
fbxc-23,WBGene00013009
snx-14,WBGene00013011
clec-145,WBGene00013013
Y48E1C.1,WBGene00013014
Y48E1C.2,WBGene00013015
Y48E1C.4,WBGene00013017
Y48G10A.1,WBGene00013018
Y48G10A.2,WBGene00013019
Y48G10A.3,WBGene00013020
Y48G10A.6,WBGene00013023
cept-2,WBGene00013024
vha-13,WBGene00013025
Y49A3A.3,WBGene00013026
Y49A3A.4,WBGene00013027
efhc-1,WBGene00013028
glrx-5,WBGene00013029
Y49E10.4,WBGene00013030
Y49E10.7,WBGene00013031
Y49E10.10,WBGene00013033
tat-1,WBGene00013034
Y49E10.16,WBGene00013035
fbxa-218,WBGene00013036
Y49E10.18,WBGene00013037
ani-1,WBGene00013038
scav-3,WBGene00013039
Y49E10.21,WBGene00013040
pstk-1,WBGene00013041
cccp-1,WBGene00013042
arrd-16,WBGene00013043
Y49E10.25,WBGene00013044
Y49E10.27,WBGene00013045
Y50E8A.1,WBGene00013046
Y50E8A.2,WBGene00013047
Y50E8A.5,WBGene00013048
Y50E8A.6,WBGene00013049
lipl-8,WBGene00013050
Y50E8A.8,WBGene00013051
scrm-7,WBGene00013052
Y50E8A.10,WBGene00013053
Y50E8A.11,WBGene00013054
Y50E8A.12,WBGene00013055
clec-247,WBGene00013058
Y51A2A.4,WBGene00013060
Y51A2A.5,WBGene00013061
Y51A2A.6,WBGene00013062
Y51A2B.2,WBGene00013066
nhr-288,WBGene00013067
Y51A2B.4,WBGene00013068
Y51A2B.5,WBGene00013069
Y51A2B.6,WBGene00013070
Y51A2B.8,WBGene00013071
Y51A2D.1,WBGene00013072
hmit-1.1,WBGene00013073
hmit-1.2,WBGene00013074
Y51A2D.8,WBGene00013076
ttr-24,WBGene00013077
ttr-25,WBGene00013078
ttr-26,WBGene00013079
Y51A2D.13,WBGene00013080
Y51A2D.14,WBGene00013081
grdn-1,WBGene00013082
Y51A2D.18,WBGene00013083
mpz-6,WBGene00013085
arrd-2,WBGene00013086
Y51B9A.5,WBGene00013087
Y51B9A.6,WBGene00013088
Y51B9A.7,WBGene00013089
Y51B9A.8,WBGene00013090
Y51B9A.9,WBGene00013091
cup-14,WBGene00013093
Y51H1A.3,WBGene00013094
ing-3,WBGene00013095
mcd-1,WBGene00013096
Y51H4A.1,WBGene00013098
zip-7,WBGene00013100
Y51H4A.5,WBGene00013101
Y51H4A.7,WBGene00013103
Y51H4A.8,WBGene00013104
fip-7,WBGene00013105
set-26,WBGene00013106
Y51H4A.13,WBGene00013107
Y51H4A.15,WBGene00013109
sta-1,WBGene00013111
Y51H4A.18,WBGene00013112
Y51H4A.22,WBGene00013116
Y51H4A.23,WBGene00013117
Y51H4A.24,WBGene00013118
Y51H4A.25,WBGene00013119
fipr-28,WBGene00013120
spe-38,WBGene00013121
impt-1,WBGene00013122
Y52B11A.3,WBGene00013123
Y52B11A.4,WBGene00013124
clec-92,WBGene00013125
mltn-2,WBGene00013126
Y52B11A.8,WBGene00013127
dxbp-1,WBGene00013128
Y52B11A.10,WBGene00013129
Y52B11B.1,WBGene00013130
strd-1,WBGene00013132
rga-2,WBGene00013135
Y53C10A.5,WBGene00013136
Y53C10A.6,WBGene00013137
Y53C10A.10,WBGene00013138
Y53C12A.3,WBGene00013139
mop-25.2,WBGene00013140
Y53C12A.6,WBGene00013141
Y53C12A.7,WBGene00013142
Y53C12B.1,WBGene00013143
pno-1,WBGene00013144
cutl-2,WBGene00013145
Y53C12B.7,WBGene00013146
eyg-1,WBGene00013147
Y53F4A.2,WBGene00013148
Y53F4B.1,WBGene00013149
pole-4,WBGene00013150
nsun-5,WBGene00013151
Y53F4B.5,WBGene00013152
Y53F4B.7,WBGene00013154
Y53F4B.9,WBGene00013156
Y53F4B.10,WBGene00013157
Y53F4B.11,WBGene00013158
Y53F4B.12,WBGene00013159
Y53F4B.13,WBGene00013160
Y53F4B.14,WBGene00013161
Y53F4B.16,WBGene00013162
Y53F4B.17,WBGene00013163
Y53F4B.18,WBGene00013164
Y53F4B.19,WBGene00013165
Y53F4B.20,WBGene00013166
Y53F4B.21,WBGene00013167
arp-1,WBGene00013168
Y53F4B.23,WBGene00013169
Y53F4B.24,WBGene00013170
Y53F4B.25,WBGene00013171
Y53F4B.26,WBGene00013172
Y53F4B.27,WBGene00013173
Y53F4B.36,WBGene00013175
Y53F4B.39,WBGene00013176
rsy-1,WBGene00013177
Y53H1A.2,WBGene00013178
clec-100,WBGene00013179
cutl-10,WBGene00013180
Y53H1B.2,WBGene00013181
Y53H1B.4,WBGene00013182
clpr-4,WBGene00013184
Y53H1C.3,WBGene00013186
npr-34,WBGene00013187
smg-9,WBGene00013188
Y54E2A.4,WBGene00013189
Y54E2A.5,WBGene00013190
Y54E2A.7,WBGene00013192
Y54E2A.8,WBGene00013193
Y54E2A.9,WBGene00013194
Y54E2A.10,WBGene00013195
tbc-20,WBGene00013196
ttm-5,WBGene00013197
Y54E5A.2,WBGene00013198
Y54E5A.5,WBGene00013200
dus-2,WBGene00013201
Y54E5A.7,WBGene00013202
Y54E5A.8,WBGene00013203
Y54E5B.2,WBGene00013204
zipt-2.3,WBGene00013207
Y54G9A.5,WBGene00013208
bub-3,WBGene00013209
Y54G9A.7,WBGene00013210
Y54G9A.9,WBGene00013211
Y54G11A.1,WBGene00013212
Y54G11A.2,WBGene00013213
