WBID,mean,median,sd,logMean,logSd,logVar,n,min(count),max(count)
WBGene00009925,31.625,29.5,13.3944284792489,3.45394794704768,2.59483883536358,5.18967767072717,8,9,53
WBGene00009926,768,375.5,928.995002293185,6.64378973314767,6.83410335913649,13.668206718273,8,4,2506
WBGene00009927,11.3,8.5,10.4651803615609,2.42480272571829,2.3480535904901,4.69610718098019,8,0.4,31
WBGene00009929,0.2875,0,0.695778084490409,-1.24653241874473,-0.362724513612288,-0.725449027224575,8,0,2
WBGene00009930,39.625,45,19.1828606536445,3.67946023219744,2.95401720607342,5.90803441214684,8,13,58
WBGene00009931,0.7875,0.3,1.09731815935814,-0.238891908282349,0.0928691660056706,0.185738332011341,8,0,3
WBGene00009933,0.1375,0,0.350255009141299,-1.98413136187551,-1.04909379225045,-2.09818758450089,8,0,1
WBGene00009934,0.0125,0,0.0353553390593274,-4.38202663467388,-3.34230586383396,-6.68461172766793,8,0,0.1
WBGene00009935,3.1625,2.5,2.99901769632277,1.15136285405364,1.09828480049063,2.19656960098127,8,0,8
WBGene00009937,18.75,20,10.1242283656583,2.93119375241642,2.31493139928923,4.62986279857846,8,2,35
WBGene00009938,0.6,0.5,0.618754509363078,-0.510825623765991,-0.480046677266274,-0.960093354532548,8,0.1,2
WBGene00009939,76.125,58,60.5980610250856,4.33237672603006,4.10426289627766,8.20852579255532,8,5,166
WBGene00009940,33,25,26.4467119209283,3.49650756146648,3.27513183756842,6.55026367513685,8,7,81
WBGene00009941,1.3375,0.75,1.51085359033514,0.290802199788025,0.412674782722391,0.825349565444781,8,0,4
WBGene00009942,0.325,0.35,0.249284690951645,-1.1239300966524,-1.38915969847438,-2.77831939694877,8,0,0.7
WBGene00009943,0.5,0.1,1.0169983846033,-0.693147180559945,0.0168555286711559,0.0337110573423118,8,0,3
WBGene00009944,16.5,13.5,10.169983846033,2.80336038090653,2.3194406216652,4.6388812433304,8,2,32
WBGene00009945,54.125,48.5,34.8278931728169,3.99129618632265,3.55041859368295,7.1008371873659,8,6,101
WBGene00009946,6.375,5,5.04090411391789,1.85238409104449,1.61758545367735,3.2351709073547,8,2,16
WBGene00009947,26.925,21,18.7521998709485,3.29305522304245,2.9313110719848,5.86262214396959,8,0.4,58
WBGene00009948,0.475,0.4,0.319597961731387,-0.744440474947496,-1.14069144267172,-2.28138288534344,8,0,1
WBGene00009949,26.7125,16.5,26.0796273801163,3.28513162064527,3.26115444938416,6.52230889876832,8,0.7,61
WBGene00009950,1.0375,0.2,2.41657224774502,0.0368139731227164,0.882350109536614,1.76470021907323,8,0,7
WBGene00009951,22.625,22,14.4314883897281,3.11905548958599,2.66941251297795,5.3388250259559,8,4,43
WBGene00009952,107.875,99.5,39.6536343137135,4.68097314940359,3.68018260374702,7.36036520749404,8,46,168
WBGene00009953,17.375,14.5,14.6378911439748,2.85503239145086,2.68361345061462,5.36722690122924,8,3,45
WBGene00009954,0.0125,0,0.0353553390593274,-4.38202663467388,-3.34230586383396,-6.68461172766793,8,0,0.1
WBGene00009955,0.2125,0,0.356320481749626,-1.54881329061767,-1.03192472346,-2.06384944692,8,0,1
WBGene00009956,0.9,0.9,0.560611910581388,-0.105360515657826,-0.578726394345522,-1.15745278869104,8,0,2
WBGene00009957,3.4,0.75,5.20768662651662,1.22377543162212,1.6501357315361,3.3002714630722,8,0.1,14
WBGene00009958,11.9375,2,17.5379537412029,2.47968470580685,2.86436731772128,5.72873463544256,8,0.1,45
WBGene00009959,0.3625,0.25,0.410356987442467,-1.01473080468741,-0.890727797044891,-1.78145559408978,8,0,1
WBGene00009960,0.3375,0.25,0.366206421103103,-1.08618976866955,-1.00455811247955,-2.00911622495911,8,0,1
WBGene00009961,0.125,0.05,0.148804761828569,-2.07944154167984,-1.9051201555591,-3.8102403111182,8,0,0.3
WBGene00009962,0.8375,0.6,0.768927824961485,-0.177334015282916,-0.262758169587997,-0.525516339175994,8,0.1,2
WBGene00009963,0.675,0,1.38950145221741,-0.393042588109607,0.328945015336549,0.657890030673097,8,0,4
WBGene00009964,7.25,0.25,18.9168103623659,1.98100146886658,2.94005096391297,5.88010192782594,8,0,54
WBGene00009965,1.55,1.35,1.44023807555755,0.438254930931155,0.364808430170668,0.729616860341337,8,0,4
WBGene00009966,150.875,97,146.410809027203,5.0164516794177,4.98641643095478,9.97283286190955,8,37,449
WBGene00009967,0.325,0,0.690238054173031,-1.1239300966524,-0.370718734843863,-0.741437469687726,8,0,2
WBGene00009968,1.2125,0.65,1.26201369700514,0.192684343829501,0.232708617471483,0.465417234942967,8,0.1,3
WBGene00009969,4.7875,4,5.58836482600872,1.56600835450676,1.72068672666672,3.44137345333344,8,0,17
WBGene00009971,0.9625,0.55,1.26822429291622,-0.0382212128201977,0.237617727530251,0.475235455060502,8,0.1,4
WBGene00009973,94.75,97.5,45.4210460972821,4.55124184396254,3.81597556805644,7.63195113611289,8,8,144
WBGene00009974,60.875,51,48.2121428095217,4.10882258140275,3.8756109148374,7.7512218296748,8,3,127
WBGene00009975,61,63,40.7536150894266,4.11087386417331,3.70754454960299,7.41508909920598,8,3,113
WBGene00009976,61.375,70,34.8504457852202,4.11700258611469,3.55106592866619,7.10213185733238,8,12,97
WBGene00009977,130.625,138,60.1282854760196,4.87233062271908,4.09648037102479,8.19296074204959,8,20,200
WBGene00009978,24.625,21.5,10.769500585317,3.20376218705815,2.37671811918478,4.75343623836955,8,8,42
WBGene00009979,0.125,0.05,0.158113883008419,-2.07944154167984,-1.84443972705697,-3.68887945411394,8,0,0.4
WBGene00009980,66.75,62.5,38.309827161485,4.20095429728036,3.64570644712538,7.29141289425076,8,16,132
WBGene00009981,11.25,10.5,6.13537750614069,2.42036812865043,1.81407160946305,3.6281432189261,8,5,25
WBGene00009982,115.5625,2.5,246.867876389086,4.74981150914734,5.50885328010625,11.0177065602125,8,0.4,702
WBGene00009983,440.5625,15,796.666594428668,6.08805231953409,6.68043626558213,13.3608725311643,8,0.1,1968
WBGene00009984,0.1125,0,0.24164614034339,-2.18480205733766,-1.42028085291299,-2.84056170582599,8,0,0.7
WBGene00009985,0.1375,0,0.350255009141299,-1.98413136187551,-1.04909379225045,-2.09818758450089,8,0,1
WBGene00009986,0.2,0,0.350509832753866,-1.6094379124341,-1.04836651939495,-2.0967330387899,8,0,1
WBGene00009987,69.5,72.5,22.8348105187797,4.24132675257075,3.12828614876061,6.25657229752122,8,41,105
WBGene00009988,0.2875,0.25,0.216712449375401,-1.24653241874473,-1.52918392227274,-3.05836784454548,8,0,0.7
WBGene00009990,0.0625,0,0.118773493916542,-2.77258872223978,-2.13053701212811,-4.26107402425622,8,0,0.3
WBGene00009992,273,235.5,164.636395906685,5.60947179518496,5.10373938109471,10.2074787621894,8,71,544
WBGene00009993,119.75,124,55.1536813950671,4.78540623629103,4.01012349587542,8.02024699175085,8,30,197
WBGene00009994,24,24,7.92824967172092,3.17805383034795,2.0704322889285,4.14086457785699,8,14,35
WBGene00009995,8.0125,0.8,18.3225417372778,2.08100282224679,2.90813209074011,5.81626418148021,8,0,53
WBGene00009996,36.125,34.5,16.7795581416368,3.5869851464326,2.82016136825117,5.64032273650233,8,13,64
WBGene00009997,3.225,0.25,5.87992954282374,1.17093295024774,1.77154477932578,3.54308955865155,8,0,15
WBGene00009998,13.875,11,14.0452076219206,2.6300886596325,2.64228124306856,5.28456248613713,8,0,36
WBGene00009999,0.875,0.75,0.745941399460153,-0.133531392624523,-0.293108234866301,-0.586216469732602,8,0,2
WBGene00010000,59.25,16,72.5942736820789,4.08176578001524,4.28488604381747,8.56977208763493,8,7,173
WBGene00010001,3.2375,0.15,8.39624703577225,1.17480142702566,2.12778482455701,4.25556964911402,8,0,24
WBGene00010002,34.875,28.5,16.7965770322408,3.55177024014153,2.82117511756885,5.6423502351377,8,11,62
WBGene00010003,6.2125,2.5,8.11285355822123,1.82656339142275,2.09344966298763,4.18689932597526,8,0,21
WBGene00010004,0.1875,0.2,0.180772153354911,-1.67397643357167,-1.71051786194091,-3.42103572388182,8,0,0.4
WBGene00010005,0.075,0,0.212132034355964,-2.59026716544583,-1.55054639460591,-3.10109278921182,8,0,0.6
WBGene00010006,32.25,31,15.9620084665343,3.47351804324178,2.77021142787182,5.54042285574363,8,6,57
WBGene00010007,0.3,0,0.701019665507731,-1.20397280432594,-0.355219338835003,-0.710438677670006,8,0,2
WBGene00010008,8.4625,2,15.6220482926261,2.13564463823839,2.74868326850493,5.49736653700987,8,0,46
WBGene00010009,4.125,4,2.47487373415292,1.41706601978664,0.906189378215395,1.81237875643079,8,1,9
WBGene00010010,23.925,3,42.6410851510271,3.17492393733902,3.75281822866667,7.50563645733334,8,0.2,119
WBGene00010011,2.4125,2,1.44067196623163,0.880663554231004,0.365109647960234,0.730219295920467,8,0.3,5
WBGene00010012,16.6875,6.5,22.5688430933318,2.81465993616047,3.11657033091274,6.23314066182548,8,0.5,65
WBGene00010013,15.225,15,10.387045503208,2.72293881359596,2.34055940502052,4.68111881004105,8,0.8,32
WBGene00010014,0.0625,0,0.0916125381312904,-2.77258872223978,-2.39018713750659,-4.78037427501318,8,0,0.2
WBGene00010015,40.125,39.5,22.2995035178557,3.69199958145018,3.10456441444494,6.20912882888989,8,8,69
WBGene00010016,0.6,0,1.40203933101546,-0.510825623765991,0.337927841724942,0.675855683449884,8,0,4
WBGene00010017,0.0375,0,0.0744023809142845,-3.28341434600577,-2.59826733611905,-5.19653467223809,8,0,0.2
WBGene00010018,0.3125,0.05,0.687516233574576,-1.16315080980568,-0.37466983724807,-0.749339674496139,8,0,2
WBGene00010019,5.6625,1,10.3549763743953,1.73386549080915,2.33746721328003,4.67493442656007,8,0,30
WBGene00010020,0.05,0,0.10690449676497,-2.99573227355399,-2.23581939668178,-4.47163879336357,8,0,0.3
WBGene00010021,0.05,0,0.10690449676497,-2.99573227355399,-2.23581939668178,-4.47163879336357,8,0,0.3
WBGene00010022,0,0,0,-Inf,-Inf,-Inf,8,0,0
WBGene00010023,0.225,0.05,0.296407056017806,-1.49165487677772,-1.21602158011547,-2.43204316023093,8,0,0.7
WBGene00010024,0,0,0,-Inf,-Inf,-Inf,8,0,0
WBGene00010025,0,0,0,-Inf,-Inf,-Inf,8,0,0
WBGene00010026,0.0125,0,0.0353553390593274,-4.38202663467388,-3.34230586383396,-6.68461172766793,8,0,0.1
WBGene00010027,0.0625,0,0.140788595317336,-2.77258872223978,-1.96049583770545,-3.92099167541091,8,0,0.4
WBGene00010028,31.75,31.5,16.2985538359346,3.4578927253387,2.79107638215491,5.58215276430981,8,6,51
WBGene00010030,0.275,0.2,0.271240536372107,-1.29098418131557,-1.30474926368686,-2.60949852737371,8,0,0.7
WBGene00010031,0.45,0.45,0.307059789431495,-0.798507696217772,-1.18071279650849,-2.36142559301698,8,0,1
WBGene00010032,0.075,0,0.175254916376933,-2.59026716544583,-1.74151369995489,-3.48302739990979,8,0,0.5
WBGene00010033,30.65,33,21.5792890125165,3.42263266238222,3.07173401269393,6.14346802538787,8,0.2,58
WBGene00010034,0.3625,0.35,0.306768875307034,-1.01473080468741,-1.18166066409094,-2.36332132818188,8,0,0.9
WBGene00010035,1.025,0.9,0.656288264190581,0.0246926125903714,-0.421155159438082,-0.842310318876164,8,0.2,2
WBGene00010036,7,6,3.16227766016838,1.94591014905531,1.15129254649702,2.30258509299405,8,4,11
WBGene00010037,104.375,115,41.4140676582245,4.64799018317102,3.72362062162067,7.44724124324134,8,35,157
WBGene00010038,30.75,32,9.36177638821058,3.42588999425253,2.23663505754783,4.47327011509565,8,14,44
WBGene00010039,53.3375,23.5,61.1875089376909,3.97663964851412,4.11394306636125,8.22788613272251,8,0.7,158
WBGene00010040,45.125,43.5,22.3698617404246,3.80943641665304,3.1077145949029,6.21542918980581,8,10,74
WBGene00010041,27.875,3.5,44.8152955394217,3.32773022978028,3.80254949944164,7.60509899888328,8,2,117
WBGene00010042,15.75,15.5,4.23421438150827,2.75684036527164,1.44319780475826,2.88639560951653,8,8,21
WBGene00010043,0.5125,0.3,0.619763779884839,-0.668454567969574,-0.478416873727755,-0.956833747455511,8,0.1,2
WBGene00010044,26.125,29,18.4657017970383,3.26289271028498,2.91591505446223,5.83183010892447,8,2,55
WBGene00010045,19.8625,10.5,20.1020921086054,2.98883353186283,3.00082389465381,6.00164778930761,8,0.9,49
WBGene00010046,0.075,0,0.148804761828569,-2.59026716544583,-1.9051201555591,-3.8102403111182,8,0,0.4
WBGene00010047,62.0625,25,72.8404310315167,4.12814194180539,4.28827117235311,8.57654234470622,8,0.7,163
WBGene00010048,5.5625,4,4.54687883529539,1.71604764749236,1.51444102731286,3.02888205462571,8,0.5,15
WBGene00010049,33.625,3.5,58.5245674909264,3.515269837922,4.06944662319036,8.13889324638071,8,2,157
WBGene00010050,9.75,4,15.6729977076135,2.27726728500976,2.7519393404085,5.50387868081701,8,2,48
WBGene00010051,134.875,171.5,75.6692757049669,4.9043484235783,4.32637220890123,8.65274441780246,8,45,218
WBGene00010052,37.875,33,14.6817427926173,3.63429126382953,2.68660473498299,5.37320946996598,8,19,66
WBGene00010053,10.75,8,7.9955344679747,2.37490575457367,2.0788831943298,4.1577663886596,8,4,28
WBGene00010054,67.125,68.5,17.1833598909776,4.20655655282903,2.84394146734037,5.68788293468074,8,37,94
WBGene00010055,33.625,35.5,14.2822317183675,3.515269837922,2.6590162274994,5.3180324549988,8,7,53
WBGene00010056,17.875,16,9.41787813530354,2.88340308858007,2.2426098121861,4.4852196243722,8,3,33
WBGene00010057,13.2875,3,21.2036006039406,2.58682374366807,3.05417100706534,6.10834201413067,8,0.3,54
WBGene00010058,0.175,0.05,0.254950975679639,-1.74296930505862,-1.36668400454325,-2.7333680090865,8,0,0.7
WBGene00010059,89.075,30.5,108.229593919593,4.4894787114919,4.68425484028665,9.36850968057329,8,0.6,266
WBGene00010060,1.825,0.15,3.57561183575622,0.601579987034455,1.27413630437157,2.54827260874315,8,0,10
WBGene00010061,6,5.5,2.9277002188456,1.79175946922805,1.07421720658339,2.14843441316679,8,2,11
WBGene00010062,0.0625,0,0.140788595317336,-2.77258872223978,-1.96049583770545,-3.92099167541091,8,0,0.4
WBGene00010063,24.175,28,16.9945999826836,3.18531904133936,2.83289564551794,5.66579129103589,8,0.4,50
WBGene00010064,0.1875,0.1,0.269589635239509,-1.67397643357167,-1.31085434564032,-2.62170869128065,8,0,0.8
WBGene00010065,0,0,0,-Inf,-Inf,-Inf,8,0,0
WBGene00010066,19.375,8.5,21.586619532876,2.96398357523941,3.07207365667118,6.14414731334236,8,3,60
WBGene00010067,0.0375,0,0.0517549169506766,-3.28341434600577,-2.96123583781052,-5.92247167562103,8,0,0.1
WBGene00010068,0.8125,0.2,1.1217811092824,-0.207639364778244,0.114917698301891,0.229835396603782,8,0,3
WBGene00010069,8.2625,3,12.3858141782098,2.1117272051778,2.51655179983671,5.03310359967341,8,0,36
WBGene00010070,76.9,8,130.860962202528,4.3425058765116,4.8741354023301,9.7482708046602,8,0.1,343
WBGene00010071,0.15,0.15,0.14142135623731,-1.89711998488588,-1.95601150271407,-3.91202300542815,8,0,0.3
WBGene00010072,0.2375,0.2,0.261520280557469,-1.43758765550744,-1.3412434437713,-2.68248688754259,8,0,0.8
WBGene00010073,1.5875,0.95,1.84734365276972,0.46216045178471,0.61374874388287,1.22749748776574,8,0.2,5
WBGene00010074,0.15,0,0.346410161513775,-1.89711998488588,-1.06013176810005,-2.12026353620009,8,0,1
WBGene00010075,220.5,224,95.2275470349085,5.3958976948869,4.55626925955129,9.11253851910257,8,67,324
WBGene00010077,7,5,5.39841246505462,1.94591014905531,1.68610492239445,3.3722098447889,8,1,18
WBGene00010079,14.375,7,14.9851116588623,2.66549058668341,2.7070571521164,5.41411430423279,8,1,35
WBGene00010080,10.75,8.5,8.84388408530357,2.37490575457367,2.17972615631767,4.35945231263534,8,1,24
WBGene00010081,8,6,6.41426980589819,2.07944154167984,1.85852516554032,3.71705033108063,8,1,21
WBGene00010082,0.8875,0.75,0.769856201786133,-0.119346757632566,-0.261551532501633,-0.523103065003266,8,0,2
WBGene00010083,7.4375,6,6.33131390110186,2.00653477087175,1.84550778193164,3.69101556386328,8,0.7,19
WBGene00010084,0.0375,0,0.106066017177982,-3.28341434600577,-2.24369357516585,-4.48738715033171,8,0,0.3
WBGene00010085,0.375,0.35,0.296407056017806,-0.980829253011726,-1.21602158011547,-2.43204316023093,8,0,1
WBGene00010086,17.1,0.7,29.9977141986328,2.83907846350861,3.40112118538039,6.80224237076077,8,0,70
WBGene00010087,0,0,0,-Inf,-Inf,-Inf,8,0,0
WBGene00010088,0.5,0.2,0.682432623571211,-0.693147180559945,-0.382091476838349,-0.764182953676697,8,0,2
WBGene00010089,27.75,30,11.4111474319757,3.32323584019244,2.4345907225317,4.8691814450634,8,8,45
WBGene00010091,0,0,0,-Inf,-Inf,-Inf,8,0,0
WBGene00010093,39.75,43,23.6990054040851,3.68260984110034,3.16543308118813,6.33086616237626,8,12,88
WBGene00010094,30.375,31.5,8.4673743611245,3.41361990166071,2.13622046782286,4.27244093564571,8,16,43
WBGene00010095,0.2375,0.15,0.287538817255291,-1.43758765550744,-1.2463974113185,-2.49279482263701,8,0,0.7
WBGene00010096,32,32.5,9.4112394811432,3.46573590279973,2.24190466449191,4.48380932898382,8,12,42
WBGene00010097,108.375,110,53.4974966036463,4.68559743510071,3.97963486035195,7.9592697207039,8,32,176
WBGene00010098,32.5375,13,44.3271905429227,3.48239327032068,3.79159827077124,7.58319654154248,8,0.6,116
WBGene00010099,1.15,0.3,1.84623168334081,0.139761942375159,0.613146633807228,1.22629326761446,8,0,5
WBGene00010100,15.925,9.5,19.3254643263382,2.76789020145823,2.96142362142097,5.92284724284193,8,0.4,48
WBGene00010101,7.6875,3,12.1301793061768,2.03959563313264,2.49569650488931,4.99139300977862,8,0.4,36
WBGene00010102,30.125,18,35.6788753025813,3.40535539181082,3.57455878542634,7.14911757085269,8,0,90
WBGene00010103,1.25,0.55,1.7287485151321,0.22314355131421,0.547397745070704,1.09479549014141,8,0,4
WBGene00010104,8.7375,2,12.4364599349769,2.16762410755993,2.52063247566965,5.04126495133929,8,0,35
WBGene00010105,14.875,4.5,23.793381432659,2.69968195143169,3.16940745093819,6.33881490187638,8,0,71
WBGene00010106,9.9125,5,13.1422369807101,2.29379658696097,2.5758312406301,5.1516624812602,8,0.3,41
WBGene00010107,8.75,6,7.44023809142845,2.16905370036952,2.00690284986904,4.01380569973809,8,0,22
WBGene00010108,0,0,0,-Inf,-Inf,-Inf,8,0,0
WBGene00010109,15.3875,1.5,24.1023079807723,2.73355549151057,3.18230760274828,6.36461520549657,8,0,55
WBGene00010110,53.425,12,76.6376585908371,3.97827880120521,4.33908858245006,8.67817716490012,8,0.4,216
WBGene00010111,16.275,4.5,19.9822599894435,2.78963018809463,2.99484487940842,5.98968975881684,8,0.2,49
WBGene00010113,22.55,9.5,27.6305731288472,3.11573506594869,3.3189228817114,6.63784576342281,8,0.4,67
WBGene00010114,0,0,0,-Inf,-Inf,-Inf,8,0,0
WBGene00010115,41.5,30,34.0084023231235,3.72569342723665,3.52660762123597,7.05321524247193,8,5,101
WBGene00010116,0.6,0.45,0.643650304346789,-0.510825623765991,-0.440599706031442,-0.881199412062885,8,0.1,2
WBGene00010117,34.775,4.5,55.9047595724831,3.54889873780951,4.02364952094583,8.04729904189166,8,0.4,138
WBGene00010118,0.175,0.15,0.20528725518857,-1.74296930505862,-1.58334503584882,-3.16669007169763,8,0,0.6
WBGene00010119,0.6,0.75,0.40355562548073,-0.510825623765991,-0.907440943324455,-1.81488188664891,8,0,1
WBGene00010120,8.85,3,13.6175307180539,2.18041745901984,2.61135798605093,5.22271597210186,8,0.8,41
WBGene00010121,0.1,0,0.160356745147455,-2.30258509299405,-1.83035428857362,-3.66070857714724,8,0,0.4
WBGene00010122,0.0625,0,0.106066017177982,-2.77258872223978,-2.24369357516585,-4.48738715033171,8,0,0.3
WBGene00010123,0.7375,0.1,1.72704330328703,-0.304489190768162,0.546410873133354,1.09282174626671,8,0,5
WBGene00010124,1.0625,0.65,1.25804553630962,0.0606246218164348,0.229559355007579,0.459118710015157,8,0,3
WBGene00010125,0.175,0,0.276457178290909,-1.74296930505862,-1.28569934057072,-2.57139868114144,8,0,0.7
WBGene00010126,0.0625,0,0.176776695296637,-2.77258872223978,-1.73286795139986,-3.46573590279973,8,0,0.5
WBGene00010127,0.375,0,0.696419413859206,-0.980829253011726,-0.361803194022327,-0.723606388044654,8,0,2
WBGene00010128,8.5375,1,13.4320445736519,2.14446822489691,2.59764323823697,5.19528647647394,8,0,32
WBGene00010129,0.0375,0,0.0744023809142845,-3.28341434600577,-2.59826733611905,-5.19653467223809,8,0,0.2
WBGene00010130,227.75,177.5,149.905446389192,5.42824853614007,5.01000473793211,10.0200094758642,8,43,446
WBGene00010131,16.375,14,8.24512843181614,2.79575578152132,2.10962253282367,4.21924506564735,8,7,30
WBGene00010132,28.25,26,9.20791584918728,3.34109345759245,2.2200635324972,4.44012706499441,8,15,46
WBGene00010133,3.8125,2,4.56647331881273,1.33828514193353,1.51874120432353,3.03748240864707,8,0.5,14
WBGene00010134,9.35,2.9,11.5678124861309,2.2353763433006,2.44822645557989,4.89645291115977,8,0.2,27
WBGene00010135,15.2875,13,14.0225774582075,2.72703550101329,2.64066870623659,5.28133741247317,8,0.3,39
WBGene00010136,1.8,2,1.52315462117278,0.587786664902119,0.420783592839109,0.841567185678218,8,0,5
WBGene00010137,2.475,1,2.62283924674878,0.906240396020654,0.964257412978757,1.92851482595751,8,0.4,7
WBGene00010138,1.275,0.45,1.79104917376859,0.242946178610389,0.582801578742194,1.16560315748439,8,0,5
WBGene00010139,140,136.5,73.9594483484024,4.9416424226093,4.30351694770801,8.60703389541603,8,33,258
WBGene00010140,29,19,26.2569718632704,3.36729582998647,3.26793154856483,6.53586309712966,8,8,83
WBGene00010141,19.375,20,10.5144458450539,2.96398357523941,2.35275010639204,4.70550021278408,8,7,41
WBGene00010142,40.375,5.5,67.8800149423336,3.69821078154282,4.21774166049466,8.43548332098933,8,3,189
WBGene00010143,0.375,0.35,0.301188123461543,-0.980829253011726,-1.20002021457238,-2.40004042914476,8,0,1
WBGene00010144,1.9375,2,1.37418807196936,0.661398482245365,0.317863063595619,0.635726127191238,8,0,4
WBGene00010145,0.4625,0.15,0.711010347523659,-0.771108722029657,-0.34106829580567,-0.682136591611341,8,0,2
WBGene00010146,2.0875,0.3,3.59818902862458,0.735967177742873,1.28043067128689,2.56086134257377,8,0.2,10
WBGene00010147,0.65,0.4,0.665475125648692,-0.430782916092454,-0.407254018782106,-0.814508037564213,8,0,2
WBGene00010148,8.4625,4.5,9.21441998794746,2.13564463823839,2.22076964697562,4.44153929395124,8,0.3,25
WBGene00010149,11.25,5,14.9737866190982,2.42036812865043,2.70630111361335,5.41260222722669,8,2,45
WBGene00010150,9.525,0.75,15.8552154555798,2.25391992101276,2.76349849702317,5.52699699404633,8,0.1,38
WBGene00010152,0.0125,0,0.0353553390593274,-4.38202663467388,-3.34230586383396,-6.68461172766793,8,0,0.1
WBGene00010153,0.025,0,0.0707106781186548,-3.68887945411394,-2.64915868327402,-5.29831736654804,8,0,0.2
WBGene00010155,2.725,2,2.93342802877453,1.00246842811521,1.07617171483175,2.1523434296635,8,0,9
WBGene00010157,0.225,0.2,0.218762754730194,-1.49165487677772,-1.51976744810619,-3.03953489621238,8,0,0.5
WBGene00010158,0.35,0.1,0.686606562325595,-1.04982212449868,-0.375993840291439,-0.751987680582879,8,0,2
WBGene00010159,21.5,21,6.32455532033676,3.06805293513362,1.84443972705697,3.68887945411394,8,13,33
WBGene00010160,11.125,10.5,4.58062690656452,2.4091948280523,1.52183586792156,3.04367173584311,8,6,17
WBGene00010161,5.625,5,2.66926956300783,1.72722094809048,0.981804863077357,1.96360972615471,8,2,10
WBGene00010162,0.1125,0.05,0.15526475085203,-2.18480205733766,-1.86262354914241,-3.72524709828481,8,0,0.4
WBGene00010163,1.0125,0.65,0.97605254542395,0.0124225199985571,-0.0242388564936934,-0.0484777129873869,8,0.2,3
WBGene00010164,0.025,0,0.0707106781186548,-3.68887945411394,-2.64915868327402,-5.29831736654804,8,0,0.2
WBGene00010165,0.05,0,0.0755928946018455,-2.99573227355399,-2.58239298696176,-5.16478597392351,8,0,0.2
WBGene00010166,0.1,0.05,0.14142135623731,-2.30258509299405,-1.95601150271407,-3.91202300542815,8,0,0.4
WBGene00010167,0.025,0,0.0462910049886276,-3.68887945411394,-3.07280761346762,-6.14561522693524,8,0,0.1
WBGene00010168,0.025,0,0.0462910049886276,-3.68887945411394,-3.07280761346762,-6.14561522693524,8,0,0.1
WBGene00010169,0.0125,0,0.0353553390593274,-4.38202663467388,-3.34230586383396,-6.68461172766793,8,0,0.1
WBGene00010170,0.0625,0.05,0.0744023809142845,-2.77258872223978,-2.59826733611905,-5.19653467223809,8,0,0.2
WBGene00010171,0.1,0,0.177281052085584,-2.30258509299405,-1.73001894084254,-3.46003788168509,8,0,0.5
WBGene00010172,0.125,0.1,0.148804761828569,-2.07944154167984,-1.9051201555591,-3.8102403111182,8,0,0.4
WBGene00010173,0.075,0,0.175254916376933,-2.59026716544583,-1.74151369995489,-3.48302739990979,8,0,0.5
WBGene00010174,516.125,505.5,384.633568663549,6.24634898420625,5.95229111136233,11.9045822227247,8,16,1105
WBGene00010175,12,5.5,13.9181279529355,2.484906649788,2.63319215972251,5.26638431944503,8,0,38
WBGene00010176,0.075,0,0.138873014965883,-2.59026716544583,-1.97419532479951,-3.94839064959902,8,0,0.4
WBGene00010177,139.75,130,124.466576121578,4.93985511203521,4.82403721497469,9.64807442994938,8,4,272
WBGene00010178,59.75,61,23.8372457661175,4.09016919081162,3.17124930557831,6.34249861115663,8,14,90
WBGene00010179,0.5375,0.15,1.01409706495131,-0.620826518980319,0.0139986253917159,0.0279972507834318,8,0,3
WBGene00010180,0.225,0.1,0.345377640106759,-1.49165487677772,-1.0631168515933,-2.1262337031866,8,0,1
WBGene00010181,0.0375,0,0.0517549169506766,-3.28341434600577,-2.96123583781052,-5.92247167562103,8,0,0.1
WBGene00010182,0.075,0,0.175254916376933,-2.59026716544583,-1.74151369995489,-3.48302739990979,8,0,0.5
WBGene00010183,0.05,0,0.14142135623731,-2.99573227355399,-1.95601150271407,-3.91202300542815,8,0,0.4
WBGene00010184,0.3375,0.1,0.680204801091974,-1.08618976866955,-0.385361348080565,-0.770722696161131,8,0,2
WBGene00010185,3.5,3.5,1.51185789203691,1.25276296849537,0.413339286592234,0.826678573184468,8,2,6
WBGene00010186,0.1375,0,0.277424378370549,-1.98413136187551,-1.28220689330975,-2.56441378661949,8,0,0.8
WBGene00010187,0.0375,0,0.106066017177982,-3.28341434600577,-2.24369357516585,-4.48738715033171,8,0,0.3
WBGene00010188,14.25,11.5,14.0687089467574,2.65675690671466,2.64395310762386,5.28790621524772,8,0,42
WBGene00010189,75.625,34.5,101.529640288651,4.32578691635101,4.62035077839984,9.24070155679969,8,0,273
WBGene00010191,8.375,1.45,13.6443342506279,2.12525107771113,2.61332436225016,5.22664872450033,8,0.2,35
WBGene00010192,32.125,9,42.8433608792374,3.46963454321538,3.75755069439866,7.51510138879731,8,1,108
WBGene00010193,4.0875,4,1.55051834650775,1.40793353622337,0.438589292127997,0.877178584255994,8,0.7,6
WBGene00010194,6,4.5,3.33809184158512,1.79175946922805,1.20539933881714,2.41079867763428,8,2,12
WBGene00010195,23.625,9.5,23.5732142180787,3.16230547337981,3.16011107668239,6.32022215336479,8,6,64
WBGene00010196,0.225,0.15,0.291547594742265,-1.49165487677772,-1.23255201124591,-2.46510402249182,8,0,0.9
WBGene00010197,44.5,42,24.1897262725905,3.79548918917219,3.18592800883202,6.37185601766403,8,19,90
