WBID,Phi_WholeGenome
WBGene00006419,0.795240879
WBGene00006172,0.522913933
WBGene00019816,0.698586047
WBGene00019816,0.697348118
WBGene00021981,0.936011791
WBGene00044513,1.128092527
WBGene00021983,1.024466157
WBGene00021983,0.982668877
WBGene00018010,1.634832859
WBGene00018010,1.626156569
WBGene00018011,1.485224366
WBGene00018013,1.416320205
WBGene00018013,1.271240115
WBGene00018013,1.377764702
WBGene00003614,1.125276804
WBGene00000022,1.519235492
WBGene00020708,1.454759479
WBGene00020707,1.605834603
WBGene00020706,1.538563609
WBGene00020706,1.758336306
WBGene00020705,1.455021977
WBGene00020705,1.58191824
WBGene00021450,1.089695096
WBGene00021449,1.268505216
WBGene00021449,1.34891057
WBGene00021451,0.992158175
WBGene00022643,1.665225983
WBGene00022642,1.617122889
WBGene00022642,1.669811964
WBGene00022642,1.750179052
WBGene00022641,1.171198487
WBGene00022640,1.158661008
WBGene00022639,1.116322637
WBGene00022638,0.75272584
WBGene00005284,0.525782406
WBGene00022637,1.134823084
NA,1.002467036
WBGene00022644,0.856575489
WBGene00022644,0.803195298
WBGene00022644,0.688357294
WBGene00022645,1.052381992
WBGene00022645,1.040656805
WBGene00021448,1.118205667
WBGene00021448,1.138446927
WBGene00015259,0.886065423
WBGene00015258,1.043106794
WBGene00015257,0.695175767
WBGene00015255,0.893759251
WBGene00015260,1.029090285
WBGene00015260,1.104098201
WBGene00015260,1.115703464
WBGene00015254,1.191305161
WBGene00005256,0.851580739
WBGene00005257,0.786401093
WBGene00005257,0.780068874
WBGene00005258,0.757859826
WBGene00019744,1.741401553
WBGene00019744,1.415774584
WBGene00003713,0.641267896
WBGene00003688,0.72766155
WBGene00003688,0.706779659
WBGene00003688,0.89653182
WBGene00019743,0.859263361
WBGene00019742,0.797059596
WBGene00019742,0.723240912
WBGene00019741,0.70133251
WBGene00019745,0.618093729
WBGene00019740,0.857536316
WBGene00003689,0.844940841
WBGene00003645,1.132808685
WBGene00003720,1.038563848
WBGene00020153,0.938678622
WBGene00020153,0.939555645
WBGene00020152,0.747192264
WBGene00003696,0.714484692
WBGene00006233,0.661743224
WBGene00003721,0.863560915
WBGene00003721,0.931468546
WBGene00020151,0.944128513
WBGene00006282,0.654503047
WBGene00020154,1.416588545
WBGene00004144,1.114822507
WBGene00020014,1.406501055
NA,0.505755484
WBGene00005260,0.731673598
NA,0.662833035
NA,0.724292397
WBGene00020015,0.729817092
WBGene00005854,0.616815209
WBGene00020016,1.164686084
WBGene00255729,0.59626478
NA,0.608399093
WBGene00005855,1.017299533
NA,0.736397982
NA,0.995522976
WBGene00003648,1.137894034
WBGene00003722,1.000211477
WBGene00015759,1.344175935
WBGene00015759,1.525615811
WBGene00015758,0.717201829
WBGene00015757,0.709335506
WBGene00015760,0.859749794
NA,0.999094427
WBGene00015762,0.69247359
WBGene00005899,1.032594085
WBGene00005898,0.88453573
WBGene00015756,1.577276707
WBGene00015756,1.747640371
WBGene00005585,0.590651691
WBGene00005584,0.646178007
NA,1.31943655
WBGene00015764,1.16667366
WBGene00019453,0.978413939
WBGene00019452,0.636421025
WBGene00019451,0.723944068
NA,0.735687673
WBGene00019450,1.092453361
WBGene00019449,0.953607798
WBGene00022758,0.572372735
WBGene00022757,0.669536591
WBGene00022756,0.737563729
WBGene00004177,0.845461726
NA,0.998087704
WBGene00005856,0.548951805
NA,0.901660919
WBGene00004176,1.028823495
WBGene00003680,0.70933789
NA,0.997486591
WBGene00018624,0.685931504
WBGene00018615,0.975421607
WBGene00018616,1.280930996
WBGene00018617,0.720909715
WBGene00018617,0.790057719
WBGene00018617,0.77742219
WBGene00018617,0.854030252
WBGene00018618,0.901097536
WBGene00018619,1.330935478
WBGene00018620,0.686709285
NA,0.997947097
NA,0.651861012
NA,0.846438169
WBGene00018621,1.55170083
WBGene00018614,0.739308059
WBGene00005621,1.066444635
WBGene00018622,0.798074067
WBGene00018622,0.824930072
WBGene00018623,0.895185828
WBGene00018623,0.842232227
WBGene00017959,0.671969354
WBGene00005593,0.906719446
WBGene00005594,0.977941692
WBGene00005451,0.776202261
WBGene00005452,0.9670012
WBGene00017963,0.447516978
NA,0.561260879
WBGene00017960,0.606073618
WBGene00017960,0.640169024
WBGene00005472,0.697801113
WBGene00017961,0.921531558
WBGene00005687,0.764279187
WBGene00005687,0.760994554
WBGene00005688,0.847312212
WBGene00005688,0.762705445
WBGene00017962,0.827017784
WBGene00017962,0.844789088
WBGene00005912,0.657343268
WBGene00005913,0.930781722
WBGene00005914,0.878294528
WBGene00017957,0.572531998
WBGene00017957,0.57892555
WBGene00019244,1.210977435
WBGene00005895,1.00237751
WBGene00005632,0.809393644
WBGene00005631,0.769959807
WBGene00021709,0.769047439
WBGene00005896,0.860548556
WBGene00005896,0.865862906
WBGene00021708,0.482796252
WBGene00021707,0.412299663
WBGene00021706,0.714845598
WBGene00021710,0.830449879
WBGene00019242,0.835897088
WBGene00019242,0.827101588
WBGene00019243,0.803098321
NA,2.1597507
WBGene00001564,2.088454008
WBGene00005228,0.743068874
WBGene00005228,0.763777971
WBGene00005228,0.782766342
WBGene00005228,0.755997777
WBGene00005228,0.786756575
WBGene00005228,0.81095475
WBGene00005228,0.763846874
WBGene00005228,0.80753386
WBGene00005228,0.829742074
WBGene00005228,0.768208146
WBGene00005613,0.737852454
WBGene00005612,0.719498217
WBGene00015489,0.753499746
WBGene00006182,0.940837383
WBGene00006182,0.817250729
NA,0.875529468
WBGene00005516,0.928557396
WBGene00005516,0.976791918
WBGene00006288,0.823796272
WBGene00006288,0.768697858
WBGene00005642,1.33075428
WBGene00006087,0.499239296
WBGene00006087,0.494745255
WBGene00206359,0.671214044
WBGene00206359,0.557597101
WBGene00015491,0.778818727
WBGene00005643,1.272180676
WBGene00006266,0.753379822
WBGene00019983,2.121045589
WBGene00019982,0.802603364
WBGene00044514,1.50197053
WBGene00019981,0.824128211
WBGene00044091,0.646390259
WBGene00020060,0.84471035
WBGene00020060,1.078310966
NA,0.998689473
WBGene00020062,1.182141304
NA,0.800045252
WBGene00020058,1.228546381
WBGene00020058,1.16294992
WBGene00020063,0.962453008
WBGene00020058,1.178638577
WBGene00020057,0.641580284
WBGene00020056,0.934293926
WBGene00005923,0.748089969
WBGene00005922,0.729115367
NA,0.722200811
WBGene00018313,0.619363427
WBGene00018312,1.004974365
WBGene00019561,1.512610555
NA,1.523821592
WBGene00044778,1.065896273
WBGene00019562,1.599385619
NA,0.999802232
WBGene00019559,0.675931096
WBGene00019558,0.550382197
WBGene00019558,0.588385165
WBGene00019557,1.054720283
WBGene00019557,1.032949686
WBGene00019563,1.514157772
WBGene00019556,1.023573279
WBGene00020155,2.185302973
WBGene00020156,1.773963332
NA,0.630715668
WBGene00044777,1.330669165
WBGene00044776,0.561900496
WBGene00005210,0.526074409
WBGene00005622,1.078219533
WBGene00020157,0.861500502
WBGene00255731,0.743250966
WBGene00255732,0.595451653
WBGene00255733,0.640482962
WBGene00235327,0.702699482
NA,1.129339933
WBGene00001480,1.459754348
WBGene00001480,1.256419659
WBGene00019241,1.18676734
WBGene00019241,1.302846193
WBGene00019241,1.407633305
WBGene00019241,1.73795414
WBGene00019241,1.040004015
WBGene00019240,1.870605707
WBGene00019240,1.882979512
WBGene00019239,0.630195975
WBGene00019239,0.62052834
WBGene00019239,0.58340174
WBGene00019239,0.569530129
NA,1.004796028
WBGene00021748,1.193236232
WBGene00021748,1.659792185
WBGene00021750,0.731687665
WBGene00005024,0.921665311
WBGene00005024,0.995603204
WBGene00005024,1.263756752
NA,1.070030093
NA,0.962349594
WBGene00006770,0.854721487
WBGene00006770,0.970488071
WBGene00006770,0.854216874
WBGene00006770,0.984728217
WBGene00006770,0.984090507
WBGene00006770,0.971068382
WBGene00021749,1.388671637
WBGene00021749,1.208974838
WBGene00019971,1.456972241
WBGene00019971,1.410374522
WBGene00019971,1.460879445
WBGene00019971,1.470092654
WBGene00019972,1.825722218
WBGene00019972,1.964060307
WBGene00019972,1.994315624
WBGene00019973,0.974559844
WBGene00019975,0.976900697
WBGene00019975,0.837630451
WBGene00015344,1.522144318
WBGene00015344,1.525836468
WBGene00019625,1.07062602
WBGene00019625,0.93672049
NA,0.996851087
WBGene00006255,1.043177724
WBGene00019624,1.444721222
WBGene00006129,0.569018722
WBGene00019626,1.408545256
WBGene00019623,1.157617927
NA,0.999644518
NA,0.417820603
NA,1.002368808
WBGene00021745,0.641194105
WBGene00021744,0.717627585
WBGene00021743,0.900856912
WBGene00021743,0.874058664
WBGene00021743,0.880257905
WBGene00021743,0.858873904
WBGene00021743,0.859263659
WBGene00021743,0.859879971
WBGene00021741,1.037220359
WBGene00021741,1.117797732
WBGene00021740,1.719462752
WBGene00021740,1.768940091
WBGene00021740,1.789881825
WBGene00021740,1.734621525
WBGene00021072,1.172761559
WBGene00021072,1.357423425
WBGene00000785,2.701589823
WBGene00021070,0.669077754
WBGene00020663,0.687052071
WBGene00020663,0.755019903
WBGene00020663,1.218378544
WBGene00000552,2.431562901
WBGene00000552,2.456745625
WBGene00020664,0.907683313
WBGene00004230,0.984535277
WBGene00004230,1.003831029
WBGene00020662,2.566823483
WBGene00020662,2.942767859
WBGene00017764,1.114124298
NA,0.991052032
NA,0.591915309
WBGene00021738,1.148928404
WBGene00021738,1.113223195
WBGene00021738,1.129256129
WBGene00021736,1.280407667
WBGene00021736,1.280670166
WBGene00195169,1.030530453
WBGene00195169,1.483830929
WBGene00021739,1.147796273
WBGene00021735,1.176288486
WBGene00021735,1.221605301
WBGene00021735,1.211934328
WBGene00021735,1.095570922
WBGene00235315,1.354729414
WBGene00016539,1.344184041
WBGene00016539,1.328932285
WBGene00016539,1.598990083
WBGene00016538,1.356566787
WBGene00016538,1.360881686
WBGene00016538,1.427193999
WBGene00004266,1.858846307
WBGene00016540,0.895993173
WBGene00022288,0.968809485
WBGene00022289,1.364555478
NA,1.359952688
WBGene00004053,1.345226049
WBGene00001171,0.908070385
WBGene00001171,0.915103793
WBGene00017502,0.635478854
WBGene00044774,0.534879684
WBGene00044774,0.545094132
WBGene00022285,0.66224879
WBGene00022285,0.643933713
WBGene00022284,0.895508289
WBGene00022284,0.856783092
WBGene00004923,0.823322654
WBGene00022286,1.527864218
WBGene00022286,1.441740751
WBGene00022286,1.44260931
WBGene00022286,1.420529604
WBGene00022286,1.418549061
WBGene00022286,1.388955116
WBGene00022286,1.385176778
WBGene00022287,1.954827309
WBGene00004925,0.867213309
WBGene00004925,0.883557796
WBGene00004925,0.853170991
WBGene00004925,0.79733634
WBGene00020017,1.814450741
WBGene00020017,1.971136332
WBGene00001578,0.966690898
NA,0.993023336
WBGene00019979,0.899695873
WBGene00044900,1.072179914
WBGene00000555,1.161441326
WBGene00000559,0.907134175
WBGene00000558,1.540523291
WBGene00000557,1.133694887
WBGene00000556,1.755821109
WBGene00000556,1.739584804
WBGene00005611,0.889995992
WBGene00005611,1.082586527
WBGene00019980,1.015586495
WBGene00019980,1.003821731
WBGene00019978,1.43550241
WBGene00019977,0.907885075
WBGene00004139,2.498234749
WBGene00018757,1.249501228
WBGene00018757,1.389595985
WBGene00006794,2.998882294
NA,2.708541632
WBGene00016513,0.883072436
WBGene00016514,1.271233082
WBGene00016514,1.20763588
WBGene00045390,0.753764629
WBGene00016512,1.446959376
WBGene00016512,1.311935306
WBGene00005690,0.586005688
NA,0.985123217
WBGene00005691,0.619445264
WBGene00016517,0.879912198
NA,1.007376313
WBGene00006268,0.493316442
WBGene00006270,0.429039747
NA,0.56361562
WBGene00006265,0.729431808
WBGene00019348,0.753857434
NA,0.988437414
WBGene00019349,1.41769278
WBGene00019350,1.159996986
WBGene00018707,0.707613647
WBGene00018708,0.834925294
WBGene00018708,0.80962038
WBGene00018706,1.16394186
WBGene00018709,0.421731263
WBGene00000387,1.605804563
WBGene00000387,1.687912941
WBGene00000387,1.589543223
WBGene00017509,0.988574386
WBGene00017508,1.205812573
WBGene00017508,1.221826196
WBGene00017507,1.13592577
WBGene00017507,0.600877047
WBGene00017506,1.562021494
NA,0.822453439
WBGene00017504,0.76974386
WBGene00017504,0.770965874
WBGene00017510,0.80938518
WBGene00017503,0.724611938
WBGene00017503,0.783925891
WBGene00017511,0.565611064
WBGene00017512,0.566106617
WBGene00017512,0.548223555
WBGene00017512,0.587079227
WBGene00017512,0.643454373
WBGene00003707,0.570391595
WBGene00003707,0.567844748
WBGene00003700,0.679807484
WBGene00003700,0.672234833
WBGene00021610,0.510401905
WBGene00021610,0.537037075
WBGene00021611,0.544730365
WBGene00021612,2.035895586
WBGene00021609,0.584314048
WBGene00006253,0.620516777
WBGene00006252,0.730644166
WBGene00021608,1.631613851
WBGene00000108,0.970641673
WBGene00019393,0.752195358
WBGene00019392,0.631503582
WBGene00019391,0.626901686
WBGene00019391,0.632030964
NA,0.928454876
NA,0.999475598
WBGene00019389,0.715169787
WBGene00019388,0.658606172
WBGene00019388,0.80842644
WBGene00019387,0.90732646
WBGene00019387,0.879126489
WBGene00019386,0.508399665
NA,0.459257275
NA,0.582138121
WBGene00005845,0.557499945
WBGene00005845,0.593697369
WBGene00005838,0.478418499
WBGene00005229,0.660669804
WBGene00005231,0.507098854
NA,0.987241507
WBGene00021605,0.920203328
WBGene00021607,0.788643301
NA,1.566456795
WBGene00005837,0.605044603
WBGene00005846,0.731217206
WBGene00005846,0.683187246
WBGene00005847,0.814316392
WBGene00005847,0.818608522
WBGene00005850,0.791940093
WBGene00005849,0.720843673
WBGene00005848,0.59534514
WBGene00005848,0.540009081
WBGene00005539,0.643899083
NA,0.997316718
WBGene00001769,0.885055661
WBGene00001769,0.939799786
NA,0.586720049
WBGene00006205,0.518683374
NA,1.002568483
WBGene00022807,0.509222388
WBGene00022807,0.480095327
WBGene00022805,0.854088485
WBGene00022805,0.823210061
WBGene00022805,0.927059948
WBGene00022808,0.96721828
WBGene00005410,0.496763617
WBGene00022804,0.527259707
WBGene00022809,1.19403851
WBGene00021603,0.727706373
WBGene00021602,0.804495156
WBGene00021602,1.086087584
WBGene00000976,1.772709608
WBGene00018115,1.300239444
WBGene00018112,1.510158539
WBGene00018112,1.663631797
WBGene00018113,0.896992862
WBGene00018111,0.874114752
WBGene00018111,0.910136342
WBGene00018111,0.778142214
WBGene00018110,0.650509119
WBGene00268194,0.668020725
WBGene00018114,1.407272935
WBGene00002016,0.823621869
WBGene00002016,0.771457851
NA,0.768737614
WBGene00021599,1.551945806
WBGene00021599,2.456834078
WBGene00021600,1.241333365
WBGene00021600,0.871168852
WBGene00021601,0.874815524
WBGene00021601,0.946291327
WBGene00001632,1.406576991
WBGene00001632,1.475639582
WBGene00001632,1.395993233
WBGene00044344,1.289553642
WBGene00021309,1.106496334
WBGene00021309,1.143077016
WBGene00021309,1.263572097
WBGene00021309,1.285013437
WBGene00020394,0.78529644
WBGene00020393,1.237042427
WBGene00020393,1.417183161
NA,0.988480449
NA,1.008789301
WBGene00020396,1.197246313
WBGene00020396,1.213763237
WBGene00020389,1.135131001
WBGene00020389,1.030983448
WBGene00020392,1.663627982
WBGene00020390,1.352241278
WBGene00020390,1.099441171
WBGene00020390,1.335170746
WBGene00020390,1.248696089
WBGene00020391,2.220476151
WBGene00020391,2.13781333
WBGene00021305,1.749426365
WBGene00021305,2.099891424
WBGene00021304,1.071862221
WBGene00021304,1.072415352
WBGene00021304,1.132905126
WBGene00021304,1.13278842
WBGene00021304,1.172728539
WBGene00021304,1.18029809
WBGene00021303,1.191859603
WBGene00005644,1.050542235
WBGene00021302,1.606338263
WBGene00021302,1.588427782
NA,0.558052599
WBGene00021301,1.051921487
WBGene00021301,0.895825267
WBGene00021301,1.149754882
WBGene00044516,0.763997257
WBGene00021301,1.241519094
WBGene00001785,1.663176537
WBGene00020277,0.874941409
WBGene00020280,0.793663263
WBGene00020279,1.340969801
WBGene00020279,1.357054234
WBGene00020279,1.235860229
WBGene00005604,0.877513885
NA,1.190786004
WBGene00044518,0.839619935
WBGene00044518,0.845976591
WBGene00021494,0.962348759
WBGene00005603,0.961304784
WBGene00005603,0.94818449
WBGene00020343,1.175602913
WBGene00020342,1.106767893
WBGene00020341,1.140617728
WBGene00020340,1.303189397
WBGene00020340,1.331277013
WBGene00020340,1.394629836
WBGene00006589,2.397232056
WBGene00006589,2.325176716
WBGene00000111,1.329436183
WBGene00019089,0.675845265
WBGene00019096,1.566419005
NA,1.582417607
NA,0.994812608
WBGene00019094,1.455092072
WBGene00044519,0.786313117
WBGene00019090,0.97593224
WBGene00268196,1.05365932
WBGene00019092,1.130340338
WBGene00019092,1.181640506
WBGene00019092,1.155758739
WBGene00019092,1.212579846
WBGene00019091,0.737589896
WBGene00044520,1.693405509
WBGene00001857,2.610886335
WBGene00021488,0.851790726
WBGene00021488,0.863594949
NA,0.995206535
WBGene00021490,0.796631694
WBGene00021490,0.796530962
WBGene00021490,0.810239255
WBGene00021490,0.80982703
WBGene00021491,1.534379959
WBGene00268197,0.666011989
WBGene00021492,1.450004339
WBGene00021487,1.943912148
WBGene00021487,1.844352484
WBGene00003676,1.255743504
WBGene00003676,1.249798536
WBGene00021486,3.035355568
WBGene00021486,3.315233231
WBGene00021493,1.103575826
WBGene00021493,1.190554976
WBGene00018094,1.229906917
WBGene00018094,1.276437044
WBGene00018094,1.215203047
WBGene00018099,1.896657586
WBGene00018093,0.70722115
WBGene00018096,1.343185782
WBGene00018097,1.412789345
WBGene00018098,1.524958968
WBGene00018092,0.921255767
WBGene00018092,0.891631424
WBGene00017722,0.964455843
WBGene00017722,1.050738573
WBGene00000514,1.32241261
WBGene00017721,0.714597881
WBGene00017723,0.846474528
WBGene00235326,0.706120014
WBGene00194908,1.081930637
WBGene00017720,0.694615901
WBGene00017719,1.83504498
WBGene00017719,1.843142152
WBGene00017724,1.646332622
WBGene00017724,1.830102921
WBGene00017724,1.549747705
WBGene00268198,0.708400965
WBGene00006117,0.634086013
WBGene00016693,0.532294452
WBGene00016693,0.590058565
WBGene00016693,0.56663537
WBGene00268199,1.081746221
WBGene00016694,0.620710135
WBGene00016692,0.821808994
WBGene00016691,0.599188149
WBGene00016689,0.474823445
WBGene00016690,0.505415499
WBGene00016695,1.849297643
WBGene00016695,1.913449764
WBGene00006281,0.748280704
WBGene00016696,0.677589655
NA,0.994945884
NA,0.621697903
WBGene00044087,0.700694799
NA,0.768433273
WBGene00016687,0.8120386
NA,0.813864589
WBGene00016686,0.875766218
WBGene00016685,0.65718925
WBGene00016697,1.131218076
NA,1.396577716
WBGene00021165,1.601465583
WBGene00021166,0.665902138
NA,1.254009843
WBGene00003612,1.235994101
WBGene00021167,1.017849326
WBGene00021168,1.31246841
WBGene00021169,1.240734339
WBGene00021164,0.473138183
NA,0.493975967
WBGene00003723,0.97469461
WBGene00018415,0.954800367
WBGene00018414,0.653634906
NA,0.842486739
NA,0.882651448
WBGene00003718,0.970564246
WBGene00003693,0.83302772
NA,0.759267092
WBGene00003716,0.729858756
WBGene00003724,0.849265218
WBGene00003686,0.826790988
WBGene00018413,1.125506163
NA,0.990726292
WBGene00018262,1.193392038
WBGene00018261,1.022888303
WBGene00018261,0.974286735
WBGene00018264,0.938248158
NA,0.966434658
WBGene00018260,0.784611285
WBGene00006279,0.605258405
WBGene00023284,0.906741142
WBGene00018265,1.264334917
WBGene00202502,0.514331698
NA,0.566531241
WBGene00018266,0.881620824
WBGene00021163,0.893863559
WBGene00021162,0.531177759
WBGene00044521,1.200705528
WBGene00000027,1.1778512
WBGene00003649,0.661864817
NA,0.728528142
WBGene00020853,0.773388863
WBGene00020852,1.0514189
WBGene00020852,1.110313177
WBGene00020851,0.628192246
WBGene00020849,0.687906027
WBGene00003705,0.465637654
WBGene00003705,0.478328615
WBGene00020850,0.752230465
NA,0.75461489
WBGene00021232,0.99126184
NA,0.740404844
NA,0.990071476
NA,0.990340531
WBGene00021235,0.813118458
WBGene00017499,1.22809875
WBGene00017490,0.952693045
WBGene00017501,1.507083297
WBGene00017498,1.026735306
WBGene00017498,1.016545892
NA,0.953392088
WBGene00021236,1.230381012
NA,0.978125691
NA,0.777884543
NA,0.8886922
NA,0.765975416
WBGene00017492,0.517850041
WBGene00017493,0.661111951
NA,0.710892797
NA,0.669334888
NA,0.609814048
WBGene00021222,0.63962698
NA,0.668501198
NA,0.694202125
WBGene00018910,1.265591621
NA,0.9282794
NA,1.056357265
WBGene00021221,0.963419437
NA,0.880184352
NA,1.221882463
NA,1.343132377
WBGene00015273,2.019575357
NA,2.003235817
NA,2.177406788
WBGene00015272,0.904645681
NA,1.239943743
NA,1.357799888
NA,1.48306489
NA,1.162687778
WBGene00015270,1.540886521
WBGene00005138,0.783588111
NA,0.65893507
WBGene00021217,0.73004055
WBGene00006136,0.708202481
NA,0.706012607
WBGene00006283,0.768463612
WBGene00021571,0.649804831
WBGene00021570,0.832598627
NA,1.477910876
WBGene00021572,1.162400246
NA,0.868363976
NA,1.184624672
WBGene00006170,1.361736774
WBGene00006171,0.89579159
NA,0.732432902
WBGene00018913,1.124698281
NA,0.993704975
NA,1.670633197
WBGene00006200,0.602976561
WBGene00018911,1.205315948
NA,0.610792637
NA,0.64210701
NA,1.269575357
NA,0.938254297
NA,1.050714493
WBGene00003521,0.964844048
NA,0.881392479
WBGene00021226,1.219824195
NA,1.345082402
NA,2.019387007
NA,2.003668547
NA,2.27368331
NA,2.181199074
NA,0.903305173
NA,1.23953414
WBGene00015271,1.356790066
NA,1.485537052
NA,1.165766835
WBGene00044734,1.544296861
WBGene00044099,0.785542011
NA,0.592306316
WBGene00006284,0.731082022
NA,0.650834918
NA,0.707125843
NA,0.767287672
NA,0.650414824
WBGene00005137,0.83531487
WBGene00015731,1.478447556
WBGene00005148,1.158216357
NA,0.876205742
NA,1.186133027
WBGene00021573,1.357436657
NA,0.8960706
WBGene00015730,0.732201159
WBGene00021567,1.105137944
NA,0.997862697
NA,1.674257398
NA,0.601840556
NA,0.625559092
WBGene00001758,1.854249239
NA,1.930258989
WBGene00021565,0.731863141
WBGene00005607,1.060601711
WBGene00005608,0.83976388
NA,0.771563709
NA,0.923466325
WBGene00016232,0.654699862
WBGene00016231,0.92070663
WBGene00016234,1.444087148
NA,0.990866423
WBGene00018760,1.907067776
NA,1.986517549
NA,2.24186492
WBGene00018761,0.681540251
NA,1.000867367
WBGene00018762,1.765176773
NA,0.646723747
WBGene00000056,1.111188531
WBGene00000056,1.095609426
NA,1.032046199
NA,1.115747571
WBGene00018758,1.346350431
WBGene00005477,0.840283215
NA,1.089005351
NA,1.367254257
NA,0.807564795
WBGene00044522,0.983527362
NA,0.901126742
NA,0.984683573
NA,1.402478099
NA,1.523306847
WBGene00020962,1.355376363
NA,1.17818296
NA,1.157648563
NA,1.231050253
WBGene00003579,2.09138298
WBGene00020954,1.674253941
NA,1.87460053
NA,1.321990252
WBGene00020953,1.026350737
WBGene00020952,1.346895456
WBGene00020952,1.298039794
WBGene00021564,1.354357839
NA,1.416959524
NA,1.712585688
WBGene00021563,1.641770363
NA,1.651937246
WBGene00021562,1.972673655
WBGene00016048,1.882548213
WBGene00016049,1.603374243
WBGene00016049,1.437430978
NA,1.003503203
WBGene00016050,1.338040709
WBGene00016051,1.390230894
WBGene00005217,0.522314191
WBGene00005216,0.663985372
WBGene00006081,0.642469764
WBGene00006099,0.585887313
WBGene00016052,1.763971448
WBGene00005214,0.684163868
WBGene00005213,0.665309429
WBGene00005218,0.618803561
WBGene00005219,1.139452457
NA,0.692265451
NA,0.570572674
WBGene00005915,0.721859694
NA,0.614572048
NA,0.368535995
WBGene00005919,0.413089693
WBGene00005215,0.959822536
WBGene00019885,1.244790435
WBGene00000977,0.811523318
WBGene00019886,1.058416367
WBGene00000978,1.283856988
WBGene00005279,0.811811805
NA,0.469398499
WBGene00005606,0.470973819
NA,0.5216254
NA,0.69351083
WBGene00019887,0.520632446
WBGene00004130,1.661008596
WBGene00004130,1.657139897
WBGene00004130,1.660928369
WBGene00004130,1.657147884
WBGene00004130,1.714961529
WBGene00004130,1.70926559
WBGene00004130,1.702157855
WBGene00004130,1.714035392
WBGene00004130,1.708939791
NA,1.743935704
NA,1.726660013
WBGene00004130,1.708626986
WBGene00018824,0.979130447
WBGene00018823,0.678874493
NA,0.606883883
NA,0.740832865
WBGene00018826,0.667819917
WBGene00005259,0.755773902
WBGene00020183,1.130046129
NA,1.055582523
WBGene00005629,0.841283977
WBGene00005627,0.555912435
NA,0.603107393
NA,0.676526964
NA,0.618896604
NA,0.490994632
WBGene00005626,0.689441383
WBGene00005628,0.519077003
WBGene00020182,0.536529481
NA,1.073145747
WBGene00005635,1.061039805
WBGene00005634,1.034842491
WBGene00005633,0.794593632
WBGene00005476,0.505990267
WBGene00005478,0.520968914
WBGene00005447,0.637445688
WBGene00005448,0.535725832
WBGene00005449,0.472285926
WBGene00018138,0.919592381
NA,0.691339433
NA,0.730181098
WBGene00006104,0.507114708
WBGene00002055,1.82968998
WBGene00018139,0.468772471
WBGene00005751,0.822526097
NA,0.985874116
WBGene00235329,0.641195774
WBGene00005344,0.665647924
WBGene00016281,0.713342428
WBGene00006111,0.777559102
WBGene00016282,0.723612189
WBGene00016283,1.156386614
NA,0.769740164
NA,0.463535845
NA,0.806983232
NA,1.009695649
WBGene00005261,0.723587215
NA,0.669536948
NA,0.717478633
WBGene00016285,0.745866835
WBGene00044602,0.514972866
WBGene00016279,0.435889751
WBGene00005453,0.548883557
NA,0.565562427
WBGene00005888,0.43477574
WBGene00005890,0.579636633
NA,0.578673661
WBGene00005884,0.587891579
WBGene00005308,0.503015697
NA,0.492473841
WBGene00005869,0.477058828
NA,0.618842602
WBGene00005454,0.581889331
WBGene00005889,0.403772116
WBGene00005891,0.528838158
WBGene00005885,0.651411355
WBGene00005309,0.47498095
NA,0.517870009
NA,0.542311549
WBGene00005876,0.485535353
WBGene00005870,0.489306748
WBGene00005871,0.641694069
WBGene00005865,0.481793761
WBGene00005864,0.611267328
WBGene00005886,0.688277721
NA,0.354382604
NA,1.003200769
WBGene00005868,0.624746501
WBGene00005862,0.623153448
WBGene00005867,0.617014706
NA,0.508045137
WBGene00005866,0.5450207
NA,0.997960448
WBGene00005859,0.564683199
NA,0.537748337
WBGene00005883,0.643101096
NA,0.994508088
WBGene00019675,1.095261931
NA,0.583113492
WBGene00077758,0.596187711
NA,0.995558858
NA,1.154635906
WBGene00019104,0.880050004
WBGene00019106,0.546625078
NA,0.728123248
NA,0.449871093
WBGene00019108,0.988051355
WBGene00019103,1.449218869
NA,1.715023875
WBGene00016855,1.669230819
WBGene00006271,0.761952043
WBGene00016856,1.242291927
NA,0.767503679
WBGene00005400,0.581126094
WBGene00006105,0.532433867
WBGene00016858,0.887898922
NA,0.702970564
WBGene00016853,0.673991859
WBGene00016859,0.587774873
WBGene00016852,0.749037981
NA,0.990573525
WBGene00016850,0.648857296
WBGene00016849,0.890358865
WBGene00016860,1.144209027
NA,0.760981798
NA,0.601752639
WBGene00022263,0.712049067
WBGene00006128,0.594380438
WBGene00006131,0.568610966
WBGene00006130,1.128078818
NA,1.306793094
WBGene00022264,1.000547171
WBGene00022265,0.881864965
WBGene00022262,0.967529774
WBGene00022261,0.59413147
WBGene00022266,0.974062085
NA,0.719981015
WBGene00044524,0.802304626
WBGene00022267,1.009882569
WBGene00017174,0.953886151
WBGene00017173,0.620128155
WBGene00017175,1.433189273
WBGene00017172,1.263808012
WBGene00016475,0.562054455
WBGene00016476,0.839525759
WBGene00016477,0.45500356
NA,1.00141871
WBGene00016479,0.5589239
NA,0.55242151
WBGene00016480,0.521791279
WBGene00016474,1.156813622
WBGene00016481,1.113166809
WBGene00016483,1.096530318
WBGene00016473,1.058826089
WBGene00016473,0.985680759
WBGene00016484,1.010033369
WBGene00016472,0.747615457
WBGene00016471,0.490732968
NA,0.432545424
