Gene ID, elongating embryo, L1 larva, L2 larva, dauer larva, L3 larva, adult
Y65A5A.t4,,0.2,,,,
Y111B2A.25,7,3,5,3,4,5
Y116F11A.4,3,0.4,0.3,9,0.9,1
ZK897.4,,0.5,0.1,0.3,0.5,5
B0285.11,,0.1,0.2,,22,
B0391.8,2,2,2,8,0.8,5
WBGene00014651,,2,0.3,,8,
WBGene00014652,,10,,,,
WBGene00014653,,1,0.5,,14,
B0457.3,,0.1,0.1,0.2,2,56
C01G6.10,0.6,0.4,0.3,0.1,0.2,0.5
C04G2.3,,251,0.1,,,
C05D12.3,0.1,43,8,0.6,8,0.6
C06A1.4,2,3,3,4,10,2
C06C3.9,2,0.2,3,3,0.8,0.1
zipt-2.1,13,17,17,1,7,12
C08F11.6,0.5,0.9,2,0.5,1,4
C08H9.9,,0.1,0.3,,,
C12D8.7,,0.2,,,,
C15H7.2,,102,,,,
WBGene00014691,0.1,2,1,0.9,1,6
C33D3.2,,0.1,0.3,,,
cyp-25A3,7,17,2,0.9,0.8,15
C37A5.3,0.4,0.3,5,2,53,2
C37A5.5,,0.2,,,,
C37A5.6,,0.2,0.1,,0.1,0.1
C43D7.1,42,0.1,0.5,0.4,0.2,0.3
C47A4.4,,0.1,62,,,
C50B6.13,,0.3,0.1,,,
C54C8.8,1,3,0.3,2,2,0.1
E03A3.1,0.1,0.6,0.5,0.6,0.6,0.1
E03H4.9,0.5,0.8,2,0.2,1,0.2
F01D5.4,1,0.4,0.5,0.8,0.1,2
F02E9.8,1,2,1,0.3,0.1,0.5
F09F3.8,0.1,0.1,0.1,0.1,0.1,0.3
F11A3.3,,0.1,7,,,
cyp-35D2,,0.8,0.6,,,
F25H9.9,,0.4,,,,
F26D2.8,,0.1,,,,
F27D4.3,2,2,2,9,0.9,5
F36G9.4,0.1,1,0.5,0.6,2,0.1
F38E11.8,0.1,0.1,0.3,1,0.4,1
F40F9.11,,0.4,0.2,,0.1,0.3
F40F12.8,2,3,3,1,0.5,0.4
F46A8.1,1,0.9,3,5,0.3,0.1
F46A8.2,,0.1,0.2,,0.1,
F46A8.11,0.6,4,2,0.4,0.3,2
F53B2.7,,0.1,0.3,,2,0.1
F55G11.3,,0.1,3,,,
F56D5.4,56,44,30,89,25,13
F58D12.2,0.2,0.2,0.3,0.1,0.3,0.1
F59C6.10,0.7,1,1,0.3,1,2
H03G16.3,,0.4,0.1,8,0.4,0.1
H40L08.2,44,90,58,106,54,52
K02E2.5,,0.2,0.1,,0.1,0.1
K03D7.3,,0.1,,,,
K05D4.1,,0.7,4,,,
K05D4.5,,2,0.2,,,
nhr-200,,0.2,,,,
K08E5.1,0.1,2,0.6,0.2,0.2,0.6
K08H10.5,,44,,,,
M04D5.1,0.4,0.3,5,0.1,0.3,0.1
M142.3,0.2,0.4,0.3,29,0.2,0.5
M162.9,0.2,1,1,1,4,0.1
M176.9,243,1,0.2,0.3,0.1,2
R03D7.3,0.5,0.4,0.2,0.2,0.3,0.3
R07B5.2,,0.6,0.4,,0.7,
R09B3.6,1,2,6,4,3,11
R10E8.7,2,4,2,0.4,0.3,10
R11H6.6,0.1,0.4,0.1,0.1,0.1,2
R13.5,,0.1,0.1,,,
R13H4.2,0.3,216,115,75,118,69
T09F5.12,5,6,10,15,8,8
clec-30,,0.1,0.2,,0.3,11
WBGene00014843,,6,29,,,
VM106R.1,0.1,19,48,2,5,43
W01G7.2,,0.4,1,,9,
W02A11.6,0.7,1,0.9,0.5,2,0.7
W05B2.3,,0.2,0.1,,11,
W09C5.3,0.8,1,0.8,0.1,0.7,2
Y18D10A.22,0.4,1,0.4,2,0.1,0.1
Y37H9A.4,3,27,3,7,2,3
Y37H9A.5,5,4,14,6,5,22
Y38H6A.4,,0.9,0.2,,0.1,1
Y39C12A.2,4,2,1,2,2,2
Y39E4B.14,4,2,1,2,0.4,2
Y41E3.5,,0.5,2,,0.2,
Y43F8B.8,6,1,0.3,3,3,4
WBGene00014897,,4,,,,
Y45F3A.6,,0.2,0.4,0.9,0.1,0.1
Y49E10.5,0.1,2,0.7,1,0.4,1
Y49E10.26,4,0.1,1,3,0.3,0.5
fbxa-117,3,1,0.6,1,3,0.4
Y51B9A.2,,0.4,,,,
Y52B11A.11,1,0.4,1,0.7,1,1
Y53C10A.1,0.5,2,4,2,6,5
fbxa-124,8,4,3,6,3,3
fbxa-122,0.7,2,2,0.8,2,0.8
fbxa-123,2,3,2,2,4,2
Y53F4B.38,1,0.1,0.2,1,0.9,0.8
Y57G11B.4,,0.4,4,,0.2,
Y57G11C.26,,0.4,0.1,,,
Y57G11C.30,,0.4,3,,0.4,
WBGene00014931,,0.7,0.7,,1,
WBGene00014932,,1,3,,0.2,
Y60A3A.11,0.2,0.6,0.4,1,0.3,0.4
Y60A3A.17,,0.1,4,,,
Y61B8A.3,,0.3,,,,
mdt-9,89,7,26,19,28,29
WBGene00014939,,1,9,2,3,0.5
Y67H2A.9,3,7,4,2,6,2
Y68A4A.12,,0.1,0.4,,14,
Y70G10A.1,2,2,0.6,10,15,0.1
Y71A12B.14,3,0.9,0.9,3,2,1
Y75B12A.1,0.1,0.2,0.3,0.1,0.4,0.2
Y102A5C.5,0.1,0.8,2,9,14,51
Y102A5C.6,0.3,3,2,8,17,58
Y102A5C.11,,2,,,,
Y105C5A.2,0.2,0.2,0.1,0.6,0.3,0.1
Y105C5A.21,,0.4,0.1,1,0.1,2
Y105E8B.10,0.6,2,0.7,0.1,1,0.9
Y106G6D.5,26,6,9,14,9,7
Y113G7A.2,0.7,0.3,0.1,0.2,0.4,0.3
Y116A8A.10,3,3,0.8,2,1,2
Y116A8C.7,,0.1,2,,,
ZC15.4,0.3,0.4,0.7,1,0.4,1
ZC47.8,0.7,1,0.4,0.4,1,0.9
ZC47.11,,0.5,6,,,
ZK218.9,,2,3,,,
ZK262.12,,0.2,0.4,,,
ZK637.6,1,0.9,3,2,6,6
best-23,2,11,8,6,4,7
ZK1025.1,,0.1,0.1,,1,
ZK1225.7,0.5,1,0.6,1,2,0.2
ZK1251.5,,11,0.1,0.1,10,126
AC7.3,,0.1,1,,,
AH9.1,2,2,0.7,0.2,0.1,0.8
AH9.3,55,3,7,7,8,10
AH9.4,2,0.9,2,0.4,0.4,0.1
B0025.4,87,4,14,21,17,15
B0034.1,8,22,7,0.3,0.6,0.4
B0034.4,1,0.7,0.5,0.3,0.7,1
B0034.5,0.1,1,0.2,0.8,0.3,1
B0041.1,0.7,0.1,0.5,0.5,1,0.1
ain-2,127,111,58,81,48,69
lmd-2,44,24,16,12,12,11
B0041.5,36,15,17,18,22,34
ptps-1,41,2,12,4,12,3
B0041.8,38,7,11,23,17,50
bath-20,0.5,1,0.5,0.3,1,0.9
btb-3,1,1,0.7,0.6,1,0.6
bath-24,0.5,1,6,2,2,11
math-1,0.1,0.3,0.2,0.1,0.3,0.7
bath-14,2,0.9,0.3,0.4,3,2
B0205.1,21,2,7,10,10,16
srz-85,,0.2,0.1,,0.1,
B0205.4,15,7,0.7,0.2,47,9
B0205.5,0.5,2,0.3,2,0.5,1
B0205.6,43,14,42,39,44,18
B0205.8,59,4,19,37,28,54
B0205.9,19,7,5,11,8,24
B0205.10,0.6,0.2,0.1,0.2,0.3,8
mrpl-9,60,9,75,76,88,38
B0207.1,,2,0.7,17,0.1,0.1
B0207.2,4,2,3,1,0.7,5
B0207.5,0.2,0.3,0.2,0.3,0.4,0.1
B0207.6,18,6,7,18,12,17
B0207.7,,0.4,0.1,,2,24
B0207.9,,0.1,0.1,,0.4,
B0207.10,2,0.8,9,15,1,0.1
B0207.11,,4,54,,,
otpl-1,7,3,0.9,0.5,2,0.4
sre-5,,0.2,0.9,,,
B0212.3,3,2,1,4,0.9,1
nstp-6,0.6,2,2,4,3,2
cyp-34A5,,0.6,11,16,0.2,0.3
cyp-34A6,0.1,26,1,1,0.2,0.3
cyp-34A7,9,0.7,2,0.1,0.2,2
cyp-34A8,0.3,4,15,1,4,11
cyp-34A9,0.8,8,110,5,2,114
cyp-34A10,0.3,0.2,2,2,0.1,0.1
nlp-34,6,88,247,15,29,8
faah-1,12,82,30,10,51,10
faah-2,5,30,22,20,31,12
B0218.5,0.4,0.1,2,0.2,1,0.8
clec-51,28,2,30,0.1,10,4
B0218.7,,131,,,,
clec-52,0.2,18,6,0.4,1,3
B0222.1,3,22,3,4,0.8,0.2
pitr-2,,2,,,,
pitr-3,5,4,0.8,0.2,1,8
B0222.5,1,96,18,0.1,8,0.6
gad-3,0.4,9,20,2,4,20
B0222.10,0.1,0.3,1,1095,0.4,0.2
B0228.1,3,10,68,10,1,30
cpna-2,12,4,21,15,19,3
trx-1,6,3,2,4,0.3,27
B0228.6,388,20,8,7,2,2
B0228.7,23,35,29,37,41,15
B0228.9,,0.5,6,,,
B0238.1,1,6,47,4,3,45
srt-68,,0.6,0.6,,,
srt-70,,0.5,1,,,
srt-69,2,0.1,0.1,0.5,0.2,0.1
B0238.9,1,2,4,4,5,5
natc-2,82,27,57,36,47,69
B0238.11,178,20,41,37,40,81
B0238.12,7,20,7,0.3,5,0.7
B0238.13,,3,8,,,
B0244.4,1,0.1,0.1,0.1,0.1,0.4
B0244.5,0.4,0.5,0.2,0.3,0.2,1
B0244.6,1,1,0.4,0.8,0.4,1
B0244.7,0.2,2,0.1,0.3,0.2,0.6
egg-1,2,1,1,1,5,422
B0244.9,,7,0.2,,,
B0244.10,0.4,3,3,5,0.9,4
B0252.1,1,0.8,0.6,1,3,0.1
B0252.3,0.3,16,8,25,9,4
B0252.5,0.2,5,12,14,0.2,0.3
B0261.1,30,16,17,22,18,25
mrpl-47,38,14,42,51,34,28
B0261.5,,1,0.1,,15,
B0261.6,0.4,0.5,5,0.5,12,0.2
B0261.7,15,4,10,23,24,118
B0261.8,60,32,19,150,20,14
B0273.1,1,1,0.2,0.4,11,0.1
snpc-3.1,0.9,0.8,1,0.8,1,2
ggtb-1,25,6,12,14,11,15
B0280.2,0.1,0.1,0.1,0.7,0.2,0.3
rpia-1,22,361,85,284,73,58
cpg-2,3,3,13,6,39,10
B0280.7,8,0.2,0.7,0.3,10,0.9
B0280.9,33,20,19,32,27,36
pot-1,45,5,6,24,4,6
B0280.11,0.1,1,0.1,22,4,0.2
viro-2,10,2,5,0.4,1,3
B0281.3,0.1,5,11,1,3,0.2
B0281.4,0.3,3,0.3,0.5,2,2
B0281.5,2,0.2,12,42,178,352
B0281.6,0.1,0.1,0.1,0.1,0.7,1
B0286.1,57,18,9,10,6,2
pacs-1,7,21,45,111,34,9
B0294.1,0.2,3,2,0.2,47,1
B0294.3,4,0.8,0.1,0.5,0.6,2
B0302.2,,0.1,2,,,
B0302.4,,2,1,0.6,3,5
B0302.5,14,29,30,17,40,18
anmt-1,28,3,13,4,13,1
B0303.3,139,7,104,68,85,95
B0303.4,40,19,22,34,25,37
B0303.7,11,20,11,9,12,9
sdz-1,17,0.1,0.1,3,0.2,0.7
vps-33.1,13,9,8,13,9,12
B0303.11,0.6,20,12,18,15,7
B0303.14,6,12,4,6,3,5
mrpl-11,89,8,85,46,66,53
B0304.2,5,3,7,4,3,14
cyp-23A1,5,6,1,0.7,11,12
B0304.4,7,2,2,22,3,16
B0310.1,0.9,14,7,30,3,0.1
B0310.2,34,12,6,17,6,7
B0310.3,0.7,1,0.4,0.4,4,0.1
ugt-46,9,42,62,29,48,9
B0310.6,0.3,6,3,1,0.7,5
rbm-26,57,26,29,37,28,72
arle-14,14,3,8,6,10,34
abi-1,42,20,17,17,20,95
B0336.7,13,9,5,10,9,16
hpo-28,11,20,24,7,12,1
B0336.12,0.1,0.1,2,1,0.5,1
B0336.13,49,9,7,19,13,55
B0348.1,,4,,,,
B0348.2,1,5,2,0.1,0.7,0.3
B0348.5,0.5,1,0.8,0.2,0.3,0.2
B0353.1,82,43,12,22,11,9
B0361.2,25,14,11,21,13,14
B0361.3,39,4,22,16,22,16
B0361.4,0.2,4,27,0.1,1,32
psd-1,49,29,26,69,26,33
B0361.6,28,9,13,20,19,18
pho-5,10,58,13,35,10,19
algn-11,26,21,22,37,27,34
B0361.9,21,112,23,57,28,17
ykt-6,70,165,54,52,43,35
B0361.11,0.1,0.5,0.2,2,0.2,0.1
B0403.3,3,5,5,0.1,5,2
pdi-6,417,68,341,46,440,121
B0403.5,0.1,13,11,26,1,0.1
B0410.1,1,1,0.1,5,0.1,0.1
vang-1,22,5,2,45,0.9,2
B0410.3,18,87,45,114,36,9
trpp-11,18,13,17,22,19,30
srz-4,0.3,2,0.1,0.2,0.4,0.4
vps-51,28,8,15,23,15,16
tmc-2,30,7,9,6,6,0.9
B0416.2,,0.7,0.5,,,
B0416.3,0.5,27,2,2,1,0.4
B0416.4,1,0.3,9,16,2,2
B0416.5,253,183,71,58,86,85
B0416.7,38,19,3,20,34,0.4
B0432.1,0.1,0.4,0.3,0.3,3,0.2
djr-1.1,24,6,29,43,37,59
mrpl-41,58,16,52,60,45,21
misc-1,59,12,60,27,77,39
B0432.7,27,2,5,5,5,9
B0432.8,6,4,4,6,3,11
B0432.9,54,3,4,4,1,4
B0432.10,53,2,2,7,3,4
B0432.11,,0.2,0.7,,6,
clec-117,,2,14,,,
B0432.13,3,3,4,8,2,7
B0454.5,1,4,6,0.5,2,0.3
B0454.6,5,7,6,7,9,5
B0454.8,5,2,0.1,0.9,0.2,0.3
B0454.9,15,6,4,6,2,8
B0478.3,7,16,1,0.2,0.1,2
cdk-11.1,24,9,17,21,22,23
B0495.5,18,11,10,30,12,9
moa-2,112,3,52,36,31,161
B0495.7,79,41,77,30,94,58
B0495.8,41,21,16,18,23,34
B0495.9,22,23,14,17,19,17
B0496.1,,0.1,1,,0.3,0.3
B0496.2,,0.3,0.1,,35,
srtx-1,5,0.1,2,0.8,2,0.1
B0496.6,0.1,0.6,0.1,2,0.1,0.1
valv-1,22,7,8,3,23,3
tes-1,39,14,9,8,8,4
B0507.1,0.8,31,5,23,2,3
B0507.2,32,33,18,25,18,7
B0507.3,4,8,9,35,2,16
B0507.6,0.1,0.1,4,17,0.5,3
B0507.7,36,0.2,3,2,0.6,0.3
B0507.8,3,0.6,6,0.5,0.1,0.8
B0507.9,0.5,0.6,0.3,0.2,0.5,0.7
ddn-1,1,0.9,1,1,2,0.1
B0511.2,0.3,0.1,0.1,0.2,0.2,0.2
fbxa-125,10,0.2,0.4,0.1,0.2,0.2
tag-344,0.2,3,2,0.1,0.1,0.3
cutl-14,0.5,3,32,0.2,3,12
B0511.6,190,227,96,625,77,74
B0511.7,45,14,17,20,16,39
cdc-26,62,12,17,21,19,85
B0511.11,2,4,3,1,2,3
B0511.12,36,19,13,18,14,37
B0511.13,11,4,5,19,2,7
B0524.2,,0.5,2,,,
B0524.4,,0.2,0.2,,0.6,0.1
B0524.5,,0.1,2,,,
B0524.6,16,88,7,15,8,23
scl-23,0.4,0.3,0.2,0.1,1,0.6
B0545.4,0.2,0.9,0.6,1,3,1
mai-2,170,39,362,140,304,275
otub-4,33,66,10,24,9,39
B0546.3,9,20,12,29,6,14
B0546.4,18,79,12,46,6,12
B0546.5,,0.8,0.6,,,
B0554.1,,19,1,,,
B0554.4,,0.2,0.1,,0.2,
B0554.5,,0.2,0.2,27,0.4,0.1
dod-20,,0.1,0.4,,0.1,0.1
B0554.7,0.2,1,0.4,0.3,2,0.2
B0563.1,0.8,5,0.3,7,4,0.9
B0563.5,7,1,4,0.1,24,0.8
B0563.6,0.7,8,5,4,1,0.7
B0563.7,4,4,12,2,3,11
B0563.8,23,1,7,0.1,78,26
BE0003N10.1,6,1,6,3,7,13
chin-1,7,5,6,4,6,23
BE0003N10.3,2,9,0.9,29,1,0.4
mct-2,0.1,2,0.9,0.1,5,0.8
WBGene00015275,,0.2,0.2,,32,0.2
C01B7.5,3,5,2,0.3,0.4,0.4
C01B10.3,0.4,16,20,1,19,9
C01B10.4,2,0.4,8,4,0.5,1
C01B10.6,10,165,141,17,142,129
C01B10.7,,0.5,0.1,,0.5,
C01B10.8,14,30,26,27,26,27
C01B10.9,24,6,20,21,15,16
C01B10.10,2,7,3,12,3,2
gmeb-1,41,58,24,33,18,7
best-3,15,28,4,2,1,30
osta-1,1,4,2,3,2,0.8
best-4,0.5,1,0.4,0.7,0.9,0.1
C01B12.8,35,3,5,13,7,3
C01C4.2,,0.1,0.6,0.7,0.6,0.1
C01C4.3,1,73,13,25,10,1
C01C10.2,0.5,17,39,5,8,22
acl-12,33,28,15,22,13,10
gtf-2F1,50,20,21,33,34,35
sco-1,14,7,25,13,25,23
C01F1.3,102,3,42,2,50,5
C01F1.4,0.7,2,18,1,0.5,17
C01F1.5,0.3,20,12,19,0.5,0.2
C01F1.6,26,29,13,17,11,33
rga-6,0.1,20,5,8,1,0.4
C01G5.3,,180,,,,
C01G5.4,,0.1,0.1,,0.3,0.1
C01G5.5,7,4,7,6,3,12
ddi-1,43,10,26,38,30,51
C01G5.7,3,2,11,0.1,5,3
fan-1,8,2,4,9,5,11
C01G5.9,16,1,0.1,0.4,54,8
C01G8.1,2,2,3,5,7,3
hpo-32,1,8,14,3,8,26
C02B8.1,2,0.4,1,1,1,3
fbxc-38,0.1,1,0.3,0.1,1,3
C02B8.3,2,9,8,0.2,3,10
frpr-1,0.2,0.4,0.5,2,1,0.3
C02B8.6,30,18,7,7,7,6
ivd-1,7,49,62,70,110,99
snpn-1,43,6,9,14,10,31
C02B10.3,140,37,44,20,19,5
C02B10.4,95,36,38,26,31,108
C02B10.5,51,33,17,20,25,46
tyr-1,0.1,26,447,2,2,11
slc-17.3,0.1,6,0.9,0.1,0.3,1
sup-18,2,11,6,3,3,0.8
acdh-6,0.1,10,20,0.1,22,1
C02D5.2,57,6,14,5,17,1
gsto-2,0.2,0.5,1,2,1,0.2
catp-2,,0.2,3,,,
C02E7.6,2202,924,3,51,2354,3
C02E7.7,0.2,137,1450,852,2,0.1
C02E7.10,,1,6,,,
nra-4,82,47,79,40,81,62
C02F5.2,8,4,2,2,3,0.2
C02F5.3,80,131,47,154,54,31
cids-1,51,13,16,22,16,38
C02F5.5,1,5,9,0.5,0.1,1
henn-1,7,8,6,15,12,20
fbxl-1,27,134,22,75,23,19
C02F5.10,0.9,1,2,5,4,2
C02F5.12,21,9,5,8,4,2
C02F5.13,15,2,5,11,5,11
snet-1,0.1,136,20,16,7,0.1
C02F12.5,4,126,4,1,9,0.1
tag-278,66,10,27,6,12,2
C02F12.8,9,2,2,2,2,11
C02F12.9,0.7,0.3,0.1,0.4,0.5,0.3
C02G6.1,1,1,0.5,0.9,1,0.8
C02G6.2,,0.3,0.3,,,
C02H6.1,,0.1,8,,,
fbxa-105,2,3,0.8,0.1,0.1,5
npr-19,0.1,2,0.6,2,0.1,0.1
C03A7.2,0.6,0.6,0.7,0.3,2,1
srt-64,,0.1,0.2,,,
srt-65,,0.3,3,0.1,0.5,5
ugt-51,13,4,4,16,8,2
WBGene00015370,2,1,3,4,1,0.4
C03A7.13,2,1,1,0.1,1,5
C03B1.1,,0.3,1,,0.1,0.1
C03B1.2,2,1,0.7,0.2,0.7,0.3
C03B1.3,,0.4,,,,
C03B1.4,,0.4,0.6,,0.1,2
C03B1.5,0.1,0.1,0.5,0.8,4,0.4
C03B1.6,0.8,0.1,0.3,0.5,0.4,1
C03B1.7,3,2,1,9,2,2
C03B1.9,,0.1,2,,,
C03B1.10,,0.6,2,4,2,5
C03B1.13,0.8,5,15,8,6,9
C03B1.14,6,3,2,2,0.4,0.8
C03B8.2,0.3,0.6,0.4,2,2,0.1
C03B8.3,4,1,0.8,0.8,1,0.7
kcnl-3,0.2,4,5,0.2,0.7,6
C03F11.2,10,2,1,0.1,0.1,0.3
scav-1,1,49,50,32,22,38
C03F11.4,0.4,2,3,2,3,3
sdha-1,64,77,189,45,125,66
nspc-7,,3,3,,,
C03G6.5,0.6,20,14,1,2,0.9
C03G6.6,,0.4,0.3,,0.1,
nhr-147,0.4,0.6,0.6,7,3,0.6
nhr-148,6,0.3,0.1,0.7,9,1
nhr-149,0.3,2,5,2,4,2
tag-293,0.4,0.1,0.4,0.9,0.2,3
cyp-35A1,,0.1,0.1,,,
cyp-35A2,23,33,73,0.2,21,10
srsx-24,,0.3,0.8,,,
C03G6.17,6,13,4,0.2,1,3
clec-10,0.9,3,27,0.4,23,6
nstp-4,37,35,49,50,64,39
C03H5.3,13,12,6,19,12,19
C03H5.4,0.9,11,0.3,3,0.4,0.4
C03H5.5,10,7,7,2,11,1
C03H5.6,0.3,84,15,8,4,0.5
C03H5.7,1,0.3,0.5,2,0.1,1
tbc-6,7,9,6,17,9,4
srz-60,0.2,0.4,10,1,10,0.2
lgc-9,0.5,1,4,0.1,0.5,5
pdhb-1,22,269,136,27,183,116
C04C3.4,0.7,0.3,0.1,1,0.4,1
C04C3.6,0.1,2,0.2,0.4,0.1,0.1
C04C3.7,,0.2,,,,
pac-1,50,90,28,38,20,33
srsx-18,,0.1,0.5,4,0.7,0.4
C04E6.4,,5,,,,
C04E6.5,,0.1,0.2,,0.1,
C04E6.7,4,10,25,1,3,29
C04E6.8,1,16,5,0.4,0.4,0.1
C04E6.11,11,4,9,7,13,11
C04E6.12,0.5,1,4,0.5,5,2
C04E6.13,5,10,4,0.3,29,3
C04E7.1,,0.1,0.1,,2,
sor-3,31,19,12,10,6,7
C04E7.3,10,30,9,7,3,1
WBGene00015431,0.6,4,6,9,1,5
C04E12.2,6,9,0.9,4,0.1,0.1
C04E12.4,0.3,9,2,0.1,2,3
C04E12.5,13,17,0.2,0.4,0.4,16
C04E12.6,,0.4,0.1,,3,
scrm-3,0.3,2,3,0.4,1,2
arrd-20,0.2,4,2,0.6,0.4,2
arrd-21,0.5,3,1,0.1,1,2
C04F1.1,,2,0.1,4,0.1,2
C04F5.2,,0.7,0.1,,0.9,0.3
srab-1,,1,,,,
srab-3,,0.1,0.2,,0.7,
ugt-63,0.7,47,11,1,4,0.4
C04F5.8,24,14,20,28,25,36
C04F5.9,8,5,5,11,5,11
C04G6.2,0.1,4,144,2,1,0.2
C04G6.4,30,23,17,19,16,17
C04G6.5,0.7,14,4,3,0.1,28
C04G6.6,0.2,0.6,2,0.4,2,2
C04G6.7,8,0.2,14,12,0.4,0.2
C04G6.10,5,0.2,1,4,0.5,0.1
C05C8.1,28,5,16,44,19,20
krr-1,55,20,19,31,22,22
C05C8.5,12,8,6,14,9,18
hpo-9,40,27,13,14,19,42
C05C8.7,212,40,112,19,116,14
C05C8.8,0.2,0.3,0.5,1,4,0.2
hyls-1,21,2,10,16,7,15
basl-1,0.1,2,2,0.1,0.1,5
madf-11,25,17,10,14,8,26
C05D2.8,1,34,18,6,24,8
C05D2.10,35,16,19,38,15,64
lmp-2,9,4,15,0.3,3,7
C05D9.3,12,22,7,80,21,1
C05D9.4,0.5,1,1,20,0.1,7
C05D9.7,79,6,7,2,6,10
C05D9.9,2,84,6,110,16,4
attf-4,102,77,48,28,29,15
mapk-15,17,15,5,13,2,1
wht-1,6,5,1,14,5,2
C05D10.4,29,19,25,19,14,3
C05D11.1,19,49,56,49,66,49
C05D11.5,2,5,8,4,3,3
atgl-1,39,369,24,37,22,56
C05D11.8,28,17,13,14,8,12
C05D11.9,10,9,15,21,4,17
mrps-17,115,33,67,101,58,35
C05D11.13,37,6,6,13,5,3
C05E4.7,,1,,,,
C05E4.12,,0.3,0.7,,16,
lnp-1,40,23,19,66,19,16
C05E11.2,,0.1,0.1,,5,
C05E11.3,125,28,10,15,4,3
C05E11.6,3,1,15,0.2,0.4,17
C05E11.7,0.6,2,0.9,4,0.2,0.3
nhr-76,3,4,2,2,8,7
inst-1,9,7,7,8,7,14
C06A5.2,0.8,3,2,0.5,0.4,0.4
C06A5.3,38,36,11,21,9,21
C06A5.6,7,5,4,10,13,39
C06A5.8,2,4,2,0.5,20,1
C06A6.2,46,20,19,12,13,6
mvb-12,33,19,14,15,11,18
C06A6.4,24,32,38,17,48,47
erp-44.2,212,72,112,51,125,17
C06A6.7,0.2,2,4,3,2,0.3
mthf-1,68,9,108,102,223,84
snpc-1.1,27,16,10,25,14,31
nlp-77,498,728,463,63,1179,376
spdl-1,88,15,7,55,8,7
C06A8.6,8,6,10,0.4,0.1,0.4
C06A8.8,4,6,8,15,3,8
C06E1.1,388,4,11,124,2,8
doxa-1,0.4,10,37,5,5,4
fip-3,,0.8,,,,
fipr-16,,2545,0.2,,,
C06E1.7,0.9,1,0.1,0.4,2,2
ztf-30,20,2,7,1,0.3,61
C06E1.9,9,8,10,14,11,12
rha-2,21,6,10,13,10,8
C06E1.11,1,0.9,0.3,0.1,0.9,1
C06E2.1,1,7,39,5,4,6
C06E2.2,,0.2,,,,
C06E2.5,6,4,3,120,12,36
C06E4.2,182,34,38,18,16,2
C06E4.3,0.5,1,0.8,0.1,4,0.1
C06E4.6,,0.1,0.1,,0.6,
glb-2,0.2,3,21,2,1,24
C06E4.8,,0.3,5,7,0.9,0.2
sams-3,31,14,35,17,26,25
C06E7.2,0.8,8,32,7,4,20
sams-4,33,28,31,32,25,28
C06E7.4,167,7,48,3,15,5
C06E8.5,0.2,12,7,9,9,0.1
C06G1.1,12,3,41,3,22,1
C06G1.2,0.3,1,3,68,0.3,3
ain-1,238,147,55,58,38,32
WBGene00015548,33,26,20,9,13,3
C06G3.3,4,423,2,0.3,2,0.7
C06G3.4,,0.4,0.1,,,
C06G3.5,170,422,99,101,77,24
C06G3.6,256,34,17,36,13,8
trxr-1,26,11,22,29,17,25
C06G3.8,21,3,11,15,14,18
ufl-1,45,15,21,33,30,20
C06G4.1,15,2,4,12,8,16
C06G4.4,0.3,4,6,0.4,1,7
npr-17,0.3,8,1,4,0.7,0.7
C07A12.2,0.1,25,65,3,3,56
C07A12.7,61,91,37,37,22,19
C07D8.2,0.7,0.1,0.3,0.1,0.6,0.4
C07D8.5,,0.1,0.1,,0.1,
C07D8.6,26,73,117,20,128,245
C07D10.1,20,0.5,4,2,2,0.5
bath-44,38,35,23,92,24,42
sre-3,0.8,0.2,0.1,0.2,0.2,0.2
C07D10.5,207,2,7,8,5,7
C07F11.2,0.3,29,1,2,0.3,0.2
C07G1.7,0.6,1,0.2,0.1,3,0.9
irg-1,0.2,2,5,2,2,0.1
srbc-35,,0.3,0.4,,,
C07G3.8,0.5,0.6,0.4,0.3,0.1,0.1
ugt-64,7,5,7,12,17,8
C07G3.10,0.1,15,0.3,0.1,0.5,15
C07H6.2,107,48,49,47,32,126
cls-1,32,10,16,4,22,5
C07H6.4,27,14,15,22,18,26
C07H6.9,0.7,2,1,84,0.3,5
C08A9.3,0.1,0.1,0.1,0.4,0.1,0.1
C08A9.6,7,4,3,2,2,4
sdz-2,0.5,0.4,3,0.1,1,5
C08A9.8,0.2,0.3,0.7,0.7,0.8,2
C08A9.9,0.1,0.3,0.4,0.2,0.1,0.3
bath-15,3,0.6,2,9,4,10
cyk-7,12,10,17,9,17,32
C08D8.1,0.2,0.2,0.5,0.1,9,0.2
C08E3.1,,1,,,,
bath-33,,0.6,11,2,0.2,4
fbxa-161,,0.2,4,,,
fbxa-162,,0.7,11,7,0.3,0.1
fbxa-163,7,0.6,12,0.2,0.3,0.1
fbxa-164,,0.3,0.1,,0.1,
fbxa-165,,0.4,16,,,
fbxa-166,2,0.1,0.4,0.3,0.4,2
fbxa-158,0.9,0.1,0.3,0.9,0.3,0.2
C08E3.13,15,25,3,3,6,0.3
fbxb-13,9,1,45,0.2,14,4
math-3,0.3,14,2,11,13,0.2
math-4,12,0.4,13,0.9,1,11
C08F1.6,24,21,202,7,210,60
C08F1.8,0.9,0.2,0.3,1,1,5
C08F1.10,79,225,260,36,255,64
C08G5.1,,0.3,10,,,
fbxc-48,,0.6,0.3,,0.1,0.3
C08G5.3,,0.2,0.2,0.1,0.3,19
