"","WBID","Phi_WholeGenome","elongating.embryo.Ce","L1.larva.Ce","dauer.larva.Ce","adult.Ce","L2L3_larva","PHI_Adult","PHI_Dauer","PHI_Emb","PHI_L1","PHI_L2L3"
"12739","WBGene00012319",1.287712574,2949,4938,8849,4786,2826,NA,NA,NA,NA,NA
"12740","WBGene00012319",1.289969206,2949,4938,8849,4786,2826,NA,NA,NA,NA,NA
"12741","WBGene00012319",1.274958372,2949,4938,8849,4786,2826,NA,NA,NA,NA,NA
"12742","WBGene00012321",0.773759484,33,741,86,0,57,NA,NA,NA,NA,NA
"12743","WBGene00012322",0.729268968,204,1059,1007,55,576,NA,NA,NA,NA,NA
"12744","WBGene00012323",0.808198571,418,210,37,34,85,NA,NA,NA,NA,NA
"12745","WBGene00012324",1.154925227,7572,2454,6078,429,2440,NA,NA,NA,NA,NA
"12746","WBGene00012325",0.468000084,40,315,47,48,64,NA,NA,NA,NA,NA
"12747","WBGene00012326",1.60239017,19606,43577,31091,14006,11713,NA,NA,NA,NA,NA
"12748","WBGene00012326",1.598874569,19606,43577,31091,14006,11713,NA,NA,NA,NA,NA
"12749","WBGene00012328",1.44920814,47,74,2,0,17,NA,NA,NA,NA,NA
"12750","WBGene00012329",0.787926793,25,59,15,9,27,NA,NA,NA,NA,NA
"12751","WBGene00012330",1.38909328,575,6224,1081,1717,5220,NA,NA,NA,NA,NA
"12752","WBGene00012332",1.186083436,189,1489,580,12,100,NA,NA,NA,NA,NA
"12753","WBGene00012332",1.169983745,189,1489,580,12,100,NA,NA,NA,NA,NA
"12754","WBGene00012333",1.132861972,40,249,41,5,25,NA,NA,NA,NA,NA
"12755","WBGene00012334",1.028923869,10,32,3,2,5,NA,NA,NA,NA,NA
"12756","WBGene00012335",0.887052953,2174,6,0,0,2,NA,NA,NA,NA,NA
"12757","WBGene00012336",0.442644984,10,105,7,2,26,NA,NA,NA,NA,NA
"12758","WBGene00012337",0.628719151,19551,27300,11307,3524,11371,NA,NA,NA,NA,NA
"12759","WBGene00012339",0.959634304,1199,47535,29203,789,6389,NA,NA,NA,0.865942359,NA
"12760","WBGene00012340",0.589443922,21,3926,1275,9,425,NA,NA,NA,NA,NA
"12761","WBGene00012340",0.601778448,21,3926,1275,9,425,NA,NA,NA,NA,NA
"12762","WBGene00012341",0.705425322,7236,14020,8640,5879,9786,NA,NA,NA,NA,NA
"12763","WBGene00012341",0.707717478,7236,14020,8640,5879,9786,NA,NA,NA,NA,NA
"12764","WBGene00012341",0.726245224,7236,14020,8640,5879,9786,NA,NA,NA,NA,NA
"12765","WBGene00012342",0.824634373,10093,5632,10559,3800,8322,NA,NA,NA,NA,NA
"12766","WBGene00012343",1.14165771,12828,17788,4196,2196,8624,NA,NA,NA,NA,NA
"12767","WBGene00012344",1.584538341,13748,40431,54410,7610,36010,NA,NA,NA,NA,NA
"12768","WBGene00012344",1.341009498,13748,40431,54410,7610,36010,NA,NA,NA,NA,NA
"12769","WBGene00012345",1.027219772,23,59,56,392,194,NA,NA,NA,NA,NA
"12770","WBGene00012346",1.037687778,1168,25,98,4,484,NA,NA,NA,NA,NA
"12771","WBGene00012347",1.086699724,2528,5417,1963,1306,1114,NA,NA,NA,NA,NA
"12772","WBGene00012347",1.089016438,2528,5417,1963,1306,1114,NA,NA,NA,NA,NA
"12773","WBGene00012348",0.960876644,26967,143848,13464,2664,15179,NA,NA,NA,0.696633101,NA
"12774","WBGene00012349",0.589560866,35,8,15,0,5,NA,NA,NA,NA,NA
"12775","WBGene00012351",1.494220614,20329,30947,41383,3113,8730,NA,NA,NA,NA,NA
"12776","WBGene00012352",0.686157465,8554,9285,2106,596,2768,NA,NA,NA,NA,NA
"12777","WBGene00012353",1.135896206,2605,7796,3106,2529,3033,NA,NA,NA,NA,NA
"12778","WBGene00012353",0.908936918,2605,7796,3106,2529,3033,NA,NA,NA,NA,NA
"12779","WBGene00012353",1.045279503,2605,7796,3106,2529,3033,NA,NA,NA,NA,NA
"12780","WBGene00012354",2.665050745,21217,86219,36605,17021,41551,NA,NA,NA,NA,NA
"12781","WBGene00012356",1.262237191,328,376,629,448,412,NA,NA,NA,NA,NA
"12782","WBGene00012356",1.281800866,328,376,629,448,412,NA,NA,NA,NA,NA
"12783","WBGene00012356",1.241318583,328,376,629,448,412,NA,NA,NA,NA,NA
"12784","WBGene00012357",1.112963915,37,10,4,169,139,NA,NA,NA,NA,NA
"12785","WBGene00012358",1.496237755,5936,9050,6020,2028,5896,NA,NA,NA,NA,NA
"12786","WBGene00012359",1.294708848,7126,39452,2982,3495,7220,NA,NA,NA,1.081133008,NA
"12787","WBGene00012360",0.764800072,4124,19777,7618,6437,7457,NA,NA,NA,NA,NA
"12788","WBGene00012361",1.673253655,2287,3488,1530,930,3593,NA,NA,NA,NA,NA
"12789","WBGene00012362",0.657915175,7108,46117,10940,1285,3457,NA,NA,NA,0.409889728,NA
"12790","WBGene00012363",0.930932403,2353,1126,799,116,1807,NA,NA,NA,NA,NA
"12791","WBGene00012364",1.000623465,9,8996,15798,1021,5110,NA,0.820374548,NA,NA,NA
"12792","WBGene00012365",0.941533566,833,1768,868,280,676,NA,NA,NA,NA,NA
"12793","WBGene00012365",1.043758035,833,1768,868,280,676,NA,NA,NA,NA,NA
"12794","WBGene00012366",1.059404373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12795","WBGene00012369",0.887817264,4384,6642,4163,4988,3742,NA,NA,NA,NA,NA
"12796","WBGene00012369",1.027332187,4384,6642,4163,4988,3742,NA,NA,NA,NA,NA
"12797","WBGene00012370",0.719531536,482,714,357,191,401,NA,NA,NA,NA,NA
"12798","WBGene00012370",0.719281733,482,714,357,191,401,NA,NA,NA,NA,NA
"12799","WBGene00012371",1.621925116,1354,1999,807,680,1814,NA,NA,NA,NA,NA
"12800","WBGene00012372",1.321059346,96,1350,333,26,209,NA,NA,NA,NA,NA
"12801","WBGene00012372",1.30867517,96,1350,333,26,209,NA,NA,NA,NA,NA
"12802","WBGene00012373",1.290660977,17,19,56,5,18,NA,NA,NA,NA,NA
"12803","WBGene00012374",1.700341225,38,65,294,35,72,NA,NA,NA,NA,NA
"12804","WBGene00012375",1.161601424,2894,3619,2348,1165,3176,NA,NA,NA,NA,NA
"12805","WBGene00012376",1.236423135,14705,28213,24450,4890,21929,NA,NA,NA,NA,NA
"12806","WBGene00012378",1.219784379,5,24,3,2,4,NA,NA,NA,NA,NA
"12807","WBGene00012379",1.514800429,2,36,44,121,1083,NA,NA,NA,NA,NA
"12808","WBGene00012380",1.264349937,0,21,0,0,0,NA,NA,NA,NA,NA
"12809","WBGene00012381",0.527223945,54,1860,1005,25,373,NA,NA,NA,NA,NA
"12810","WBGene00012381",0.524590909,54,1860,1005,25,373,NA,NA,NA,NA,NA
"12811","WBGene00012381",0.515683651,54,1860,1005,25,373,NA,NA,NA,NA,NA
"12812","WBGene00012381",0.522470474,54,1860,1005,25,373,NA,NA,NA,NA,NA
"12813","WBGene00012381",0.513689518,54,1860,1005,25,373,NA,NA,NA,NA,NA
"12814","WBGene00012382",2.00259757,12683,73414,39745,8887,23798,NA,NA,NA,NA,NA
"12815","WBGene00012383",1.280530214,534,6330,9972,876,2467,NA,NA,NA,NA,NA
"12816","WBGene00012385",0.334694445,2470,1265,3285,1202,1231,NA,NA,NA,NA,NA
"12817","WBGene00012386",0.721796095,13949,15268,5787,4512,14037,NA,NA,NA,NA,NA
"12818","WBGene00012386",0.691272497,13949,15268,5787,4512,14037,NA,NA,NA,NA,NA
"12819","WBGene00012387",1.123703957,630,1241,79,95,170,NA,NA,NA,NA,NA
"12820","WBGene00012388",0.898574591,4,15,3,4,62,NA,NA,NA,NA,NA
"12821","WBGene00012389",1.109786153,1802,6041,2951,1941,1900,NA,NA,NA,NA,NA
"12822","WBGene00012390",0.767690659,1812,1629,1057,209,830,NA,NA,NA,NA,NA
"12823","WBGene00012390",0.787768185,1812,1629,1057,209,830,NA,NA,NA,NA,NA
"12824","WBGene00012391",1.124116778,561,2038,300,9,148,NA,NA,NA,NA,NA
"12825","WBGene00012393",1.050781488,1193,5242,1824,834,1933,NA,NA,NA,NA,NA
"12826","WBGene00012393",1.242514491,1193,5242,1824,834,1933,NA,NA,NA,NA,NA
"12827","WBGene00012394",1.54238081,0,246,56,0,5,NA,NA,NA,NA,NA
"12828","WBGene00012395",0.999951065,1447,2108,1495,1646,1808,NA,NA,NA,NA,NA
"12829","WBGene00012396",0.790206373,3379,202,145,10,434,NA,NA,NA,NA,NA
"12830","WBGene00012397",0.678661108,0,6,3,0,3,NA,NA,NA,NA,NA
"12831","WBGene00012398",0.843747854,11,2852,13329,23,148,NA,0.39806065,NA,NA,NA
"12832","WBGene00012399",0.608281374,11,547,2555,17,154,NA,NA,NA,NA,NA
"12833","WBGene00012400",0.57482487,4,135,570,0,14,NA,NA,NA,NA,NA
"12834","WBGene00012401",0.86200577,0,18,4,96,55,NA,NA,NA,NA,NA
"12835","WBGene00012402",0.969114721,0,6,2,248,60,NA,NA,NA,NA,NA
"12836","WBGene00012402",1.077577472,0,6,2,248,60,NA,NA,NA,NA,NA
"12837","WBGene00012404",0.896475315,177,6963,2165,395,1756,NA,NA,NA,0.619662344,NA
"12838","WBGene00012405",1.740828872,161,5,4,704,2,NA,NA,NA,NA,NA
"12839","WBGene00012406",0.433819979,0,13,6,0,3,NA,NA,NA,NA,NA
"12840","WBGene00012407",1.231044769,2373,4935,419,1757,10459,NA,NA,NA,NA,0.452645838
"12841","WBGene00012408",0.713885903,1121,219,390,7,102,NA,NA,NA,NA,NA
"12842","WBGene00012409",0.697681427,8,458,21,2,13,NA,NA,NA,NA,NA
"12843","WBGene00012411",0.841559887,3,22,2,0,4,NA,NA,NA,NA,NA
"12844","WBGene00012412",1.046967983,159,564,40,32,27,NA,NA,NA,NA,NA
"12845","WBGene00012413",0.574813545,2,1414,0,0,33,NA,NA,NA,NA,NA
"12846","WBGene00012414",0.746126533,5,7,14,1,1,NA,NA,NA,NA,NA
"12847","WBGene00012415",0.715711892,3,14,42,0,4,NA,NA,NA,NA,NA
"12848","WBGene00012416",0.932369709,20,2906,1031,98,698,NA,NA,NA,NA,NA
"12849","WBGene00012420",1.417664289,9164,353,70,34,289,NA,NA,1.365887165,NA,NA
"12850","WBGene00012421",1.021276116,2808,13735,7071,164,2494,NA,NA,NA,0.979784608,NA
"12851","WBGene00012421",1.120962739,2808,13735,7071,164,2494,NA,NA,NA,0.979784608,NA
"12852","WBGene00012421",1.109351158,2808,13735,7071,164,2494,NA,NA,NA,0.979784608,NA
"12853","WBGene00012423",1.17977345,1314,28093,2669,2519,5084,NA,NA,NA,0.913211703,NA
"12854","WBGene00012423",1.405215621,1314,28093,2669,2519,5084,NA,NA,NA,0.913211703,NA
"12855","WBGene00012424",0.587816477,25,627,2544,37,166,NA,NA,NA,NA,NA
"12856","WBGene00012424",0.551727891,25,627,2544,37,166,NA,NA,NA,NA,NA
"12857","WBGene00012425",0.612644911,3,51,153,1,15,NA,NA,NA,NA,NA
"12858","WBGene00012425",0.624461889,3,51,153,1,15,NA,NA,NA,NA,NA
"12859","WBGene00012428",0.851078331,4884,380,6238,1139,5009,NA,NA,NA,NA,NA
"12860","WBGene00012428",0.838101089,4884,380,6238,1139,5009,NA,NA,NA,NA,NA
"12861","WBGene00012429",0.648490846,2285,12,35,4,1616,NA,NA,NA,NA,NA
"12862","WBGene00012431",1.023591876,772,188,1168,334,275,NA,NA,NA,NA,NA
"12863","WBGene00012432",0.368626446,8,689,140,7,40,NA,NA,NA,NA,NA
"12864","WBGene00012433",0.703765452,2089,41,218,27,3042,NA,NA,NA,NA,NA
"12865","WBGene00012434",1.8125,6551,8997,6948,1450,4164,NA,NA,NA,NA,NA
"12866","WBGene00012434",1.688811898,6551,8997,6948,1450,4164,NA,NA,NA,NA,NA
"12867","WBGene00012434",1.241935849,6551,8997,6948,1450,4164,NA,NA,NA,NA,NA
"12868","WBGene00012435",0.879082739,12142,1243,2541,3631,832,NA,NA,0.707582772,NA,NA
"12869","WBGene00012435",0.88891691,12142,1243,2541,3631,832,NA,NA,0.707582772,NA,NA
"12870","WBGene00012435",0.884575784,12142,1243,2541,3631,832,NA,NA,0.707582772,NA,NA
"12871","WBGene00012436",0.737255275,11132,106,40,1504,183,NA,NA,0.562896073,NA,NA
"12872","WBGene00012437",0.398483127,177,2947,292,61,4095,NA,NA,NA,NA,NA
"12873","WBGene00012439",1.062403798,206,7150,5866,422,3760,NA,NA,NA,NA,NA
"12874","WBGene00012440",1.230790734,389,12028,2922,44,1548,NA,NA,NA,0.91669935,NA
"12875","WBGene00012441",1.39619863,15,828,127,12,68,NA,NA,NA,NA,NA
"12876","WBGene00012442",0.668665588,38,304,132,14,39,NA,NA,NA,NA,NA
"12877","WBGene00012443",1.429792047,3899,72062,28691,585,5835,NA,NA,NA,1.41699028,NA
"12878","WBGene00012444",1.390825033,3187,79776,19646,173,1954,NA,NA,NA,1.230679989,NA
"12879","WBGene00012445",1.303437948,7379,27158,1893,8805,75473,NA,NA,NA,NA,0.528960228
"12880","WBGene00012446",0.940937996,472,1742,840,57,210,NA,NA,NA,NA,NA
"12881","WBGene00012448",0.889305949,3,41,17,6,103,NA,NA,NA,NA,NA
"12882","WBGene00012449",0.726478398,1,879,80,17,86,NA,NA,NA,NA,NA
"12883","WBGene00012450",0.76786375,18,137,51,2,30,NA,NA,NA,NA,NA
"12884","WBGene00012451",0.858756721,43,102,78,4,39,NA,NA,NA,NA,NA
"12885","WBGene00012452",1.162112117,170,4345,4628,332,2878,NA,NA,NA,NA,NA
"12886","WBGene00012454",0.801031172,1,97,2,2,4,NA,NA,NA,NA,NA
"12887","WBGene00012455",0.971349299,184,27,12,0,53,NA,NA,NA,NA,NA
"12888","WBGene00012456",0.840756655,15,507,19,8,172,NA,NA,NA,NA,NA
"12889","WBGene00012457",1.539981008,329,80,226,33,95,NA,NA,NA,NA,NA
"12890","WBGene00012458",0.875266612,7994,6042,3912,2597,4254,NA,NA,NA,NA,NA
"12891","WBGene00012458",0.887790918,7994,6042,3912,2597,4254,NA,NA,NA,NA,NA
"12892","WBGene00012459",1.127116561,1186,887,721,407,867,NA,NA,NA,NA,NA
"12893","WBGene00012460",1.082802415,942,2785,2068,863,1106,NA,NA,NA,NA,NA
"12894","WBGene00012461",1.08289814,12,1788,649,27,306,NA,NA,NA,NA,NA
"12895","WBGene00012461",1.110351324,12,1788,649,27,306,NA,NA,NA,NA,NA
"12896","WBGene00012461",1.055016875,12,1788,649,27,306,NA,NA,NA,NA,NA
"12897","WBGene00012461",1.092854857,12,1788,649,27,306,NA,NA,NA,NA,NA
"12898","WBGene00012462",0.763111591,244,4062,764,326,1870,NA,NA,NA,NA,NA
"12899","WBGene00012463",1.455697298,5521,19735,4292,2035,3233,NA,NA,NA,1.207170486,NA
"12900","WBGene00012463",1.432130337,5521,19735,4292,2035,3233,NA,NA,NA,1.207170486,NA
"12901","WBGene00012464",1.130396128,569,1356,312,218,1313,NA,NA,NA,NA,NA
"12902","WBGene00012465",1.065303564,1833,2650,1794,319,874,NA,NA,NA,NA,NA
"12903","WBGene00012466",0.862426162,1189,11471,2043,1291,2152,NA,NA,NA,0.492833793,NA
"12904","WBGene00012467",0.659300387,35,222,105,5,18,NA,NA,NA,NA,NA
"12905","WBGene00012468",1.242527604,5924,21197,7870,1997,3756,NA,NA,NA,1.022310376,NA
"12906","WBGene00012469",1.205008745,1181,3713,1217,775,1479,NA,NA,NA,NA,NA
"12907","WBGene00012470",1.151930451,2,117,14,23,36,NA,NA,NA,NA,NA
"12908","WBGene00012471",1.923469305,30339,134353,26053,6677,25896,NA,NA,NA,1.899779201,NA
"12909","WBGene00012471",1.90177834,30339,134353,26053,6677,25896,NA,NA,NA,1.899779201,NA
"12910","WBGene00012471",1.876901388,30339,134353,26053,6677,25896,NA,NA,NA,1.899779201,NA
"12911","WBGene00012471",1.953194976,30339,134353,26053,6677,25896,NA,NA,NA,1.899779201,NA
"12912","WBGene00012471",1.898103476,30339,134353,26053,6677,25896,NA,NA,NA,1.899779201,NA
"12913","WBGene00012472",1.583254099,9563,27739,5343,2393,6669,NA,NA,NA,1.338738203,NA
"12914","WBGene00012472",1.614075541,9563,27739,5343,2393,6669,NA,NA,NA,1.338738203,NA
"12915","WBGene00012473",0.597180665,980,458,260,1,61,NA,NA,NA,NA,NA
"12916","WBGene00012474",0.767057002,2892,5427,3827,2779,3498,NA,NA,NA,NA,NA
"12917","WBGene00012475",0.801351726,237,113,231,8,189,NA,NA,NA,NA,NA
"12918","WBGene00012477",1.083665609,4,208,4,1,11,NA,NA,NA,NA,NA
"12919","WBGene00012478",0.851067483,5109,10566,1757,516,5441,NA,NA,NA,NA,NA
"12920","WBGene00012479",1.137610078,1437,2884,1736,885,1597,NA,NA,NA,NA,NA
"12921","WBGene00012480",0.812710047,17,81,6,27,15,NA,NA,NA,NA,NA
"12922","WBGene00012481",1.77705276,490,118,523,6721,711,0.462667435,NA,NA,NA,NA
"12923","WBGene00012482",1.174839735,2,17,5,12,8,NA,NA,NA,NA,NA
"12924","WBGene00012483",1.307076097,1282,609,802,549,1220,NA,NA,NA,NA,NA
"12925","WBGene00012484",2.2760005,13675,40728,14072,76463,26478,NA,NA,NA,NA,NA
"12926","WBGene00012486",1.136003256,6,12,3,64,45,NA,NA,NA,NA,NA
"12927","WBGene00012487",1.582981586,18,1430,1521,1271,955,NA,NA,NA,NA,NA
"12928","WBGene00012488",0.839396179,1,20,1,1,5,NA,NA,NA,NA,NA
"12929","WBGene00012489",1.990702391,0,1,1,0,0,NA,NA,NA,NA,NA
"12930","WBGene00012490",1.068328381,34,3,3,31,3,NA,NA,NA,NA,NA
"12931","WBGene00012491",1.007793546,516,3224,1753,175,693,NA,NA,NA,NA,NA
"12932","WBGene00012491",0.998091996,516,3224,1753,175,693,NA,NA,NA,NA,NA
"12933","WBGene00012492",0.874376178,367,144,69,160,25,NA,NA,NA,NA,NA
"12934","WBGene00012494",0.539999306,772,996,1922,59,957,NA,NA,NA,NA,NA
"12935","WBGene00012496",0.66974771,2755,3302,2451,1430,1294,NA,NA,NA,NA,NA
"12936","WBGene00012496",0.661828279,2755,3302,2451,1430,1294,NA,NA,NA,NA,NA
"12937","WBGene00012497",1.306566358,6100,10989,4637,4421,6656,NA,NA,NA,NA,NA
"12938","WBGene00012497",1.369494677,6100,10989,4637,4421,6656,NA,NA,NA,NA,NA
"12939","WBGene00012500",0.873395026,48,65,21,56,29,NA,NA,NA,NA,NA
"12940","WBGene00012501",0.58848083,4,5,2,0,34,NA,NA,NA,NA,NA
"12941","WBGene00012502",0.83177042,0,21,0,2,2,NA,NA,NA,NA,NA
"12942","WBGene00012502",0.900119841,0,21,0,2,2,NA,NA,NA,NA,NA
"12943","WBGene00012503",0.586735606,3,24,1,0,3,NA,NA,NA,NA,NA
"12944","WBGene00012504",0.70668,1,24,1,4,4,NA,NA,NA,NA,NA
"12945","WBGene00012505",1.01873374,14,35,19,0,27,NA,NA,NA,NA,NA
"12946","WBGene00012509",0.935158014,0,4,1,9,9,NA,NA,NA,NA,NA
"12947","WBGene00012510",0.191933468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12948","WBGene00012512",1.222665906,2094,3644,1596,1903,939,NA,NA,NA,NA,NA
"12949","WBGene00012513",1.195624232,294,2092,221,92,953,NA,NA,NA,NA,NA
"12950","WBGene00012514",1.235061288,66,1520,482,376,965,NA,NA,NA,NA,NA
"12951","WBGene00012515",0.69705683,0,12,344,0,6,NA,NA,NA,NA,NA
"12952","WBGene00012516",1.73501718,1,12,118,1,3,NA,NA,NA,NA,NA
"12953","WBGene00012518",1.143510103,177,66,1,15,51,NA,NA,NA,NA,NA
"12954","WBGene00012520",1.088903427,2,0,46,0,3,NA,NA,NA,NA,NA
"12955","WBGene00012521",0.769895375,17,659,1860,7,16,NA,NA,NA,NA,NA
"12956","WBGene00012521",0.795167744,17,659,1860,7,16,NA,NA,NA,NA,NA
"12957","WBGene00012522",0.764700353,1578,4854,3509,1540,2166,NA,NA,NA,NA,NA
"12958","WBGene00012522",0.857967019,1578,4854,3509,1540,2166,NA,NA,NA,NA,NA
"12959","WBGene00012523",0.622286797,9,34,24,1,8,NA,NA,NA,NA,NA
"12960","WBGene00012524",0.879449427,1125,1874,2287,2241,1826,NA,NA,NA,NA,NA
"12961","WBGene00012524",1.033527851,1125,1874,2287,2241,1826,NA,NA,NA,NA,NA
"12962","WBGene00012524",0.884772539,1125,1874,2287,2241,1826,NA,NA,NA,NA,NA
"12963","WBGene00012525",0.83296299,25,635,20,40,131,NA,NA,NA,NA,NA
"12964","WBGene00012526",1.002508163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12965","WBGene00012527",0.891600072,442,284,1694,1007,552,NA,NA,NA,NA,NA
"12966","WBGene00012528",0.618286371,25024,44677,14669,5229,8761,NA,NA,NA,NA,NA
"12967","WBGene00012529",0.841112971,11,10201,595,864,8255,NA,NA,NA,0.731637895,NA
"12968","WBGene00012530",0.88592881,724,17826,2515,2574,8455,NA,NA,NA,0.814390361,NA
"12969","WBGene00012531",0.495504409,8821,10916,11415,637,6472,NA,NA,NA,NA,NA
"12970","WBGene00012532",0.459237158,5029,2573,1347,110,1166,NA,NA,NA,NA,NA
"12971","WBGene00012533",0.560220242,47,451,980,20,607,NA,NA,NA,NA,NA
"12972","WBGene00012535",1.003436923,147,603,6396,356,898,NA,0.731953382,NA,NA,NA
"12973","WBGene00012536",0.458127201,358,1045,729,109,623,NA,NA,NA,NA,NA
"12974","WBGene00012537",0.764046371,5,37,2,2,7,NA,NA,NA,NA,NA
"12975","WBGene00012538",0.627888024,3325,1853,10796,904,4791,NA,NA,NA,NA,NA
"12976","WBGene00012538",0.740749478,3325,1853,10796,904,4791,NA,NA,NA,NA,NA
"12977","WBGene00012540",1.132234812,6258,125,27,8,4965,NA,NA,0.955084562,NA,NA
"12978","WBGene00012541",0.475047767,30,29,24,0,6,NA,NA,NA,NA,NA
"12979","WBGene00012541",0.365547001,30,29,24,0,6,NA,NA,NA,NA,NA
"12980","WBGene00012542",0.534522235,2,78,13,0,10,NA,NA,NA,NA,NA
"12981","WBGene00012543",0.862813175,10000,26676,4817,5647,8940,NA,NA,NA,NA,NA
"12982","WBGene00012543",1.35840416,10000,26676,4817,5647,8940,NA,NA,NA,NA,NA
"12983","WBGene00012543",1.336405158,10000,26676,4817,5647,8940,NA,NA,NA,NA,NA
"12984","WBGene00012543",1.147884846,10000,26676,4817,5647,8940,NA,NA,NA,NA,NA
"12985","WBGene00012543",1.240525365,10000,26676,4817,5647,8940,NA,NA,NA,NA,NA
"12986","WBGene00012543",1.233326674,10000,26676,4817,5647,8940,NA,NA,NA,NA,NA
"12987","WBGene00012543",1.219116807,10000,26676,4817,5647,8940,NA,NA,NA,NA,NA
"12988","WBGene00012543",1.23026371,10000,26676,4817,5647,8940,NA,NA,NA,NA,NA
"12989","WBGene00012544",1.183200836,3752,97080,13603,4112,11453,NA,NA,NA,1.051766038,NA
"12990","WBGene00012545",0.864171684,30,395,3282,488,8395,NA,NA,NA,NA,0.31235674
"12991","WBGene00012546",1.610463142,1345,8686,4735,941,997,NA,NA,NA,1.551342607,NA
"12992","WBGene00012547",1.490511775,2,63,13,48,231,NA,NA,NA,NA,NA
"12993","WBGene00012548",1.436343908,258,3213,2848,288,1060,NA,NA,NA,NA,NA
"12994","WBGene00012549",1.246975303,36,57,18,90,145,NA,NA,NA,NA,NA
"12995","WBGene00012550",2.095795393,5337,3336,2520,3336,4821,NA,NA,NA,NA,NA
"12996","WBGene00012551",1.491357923,479,883,1847,2293,1019,NA,NA,NA,NA,NA
"12997","WBGene00012551",1.54691124,479,883,1847,2293,1019,NA,NA,NA,NA,NA
"12998","WBGene00012552",1.735187888,187,906,324,198,293,NA,NA,NA,NA,NA
"12999","WBGene00012553",2.780406475,18899,48319,30852,16045,38276,NA,NA,NA,NA,NA
"13000","WBGene00012554",1.249017239,19566,13213,3575,277,3762,NA,NA,NA,NA,NA
"13001","WBGene00012555",1.525459528,3283,2272,1106,1387,1636,NA,NA,NA,NA,NA
"13002","WBGene00012556",1.138804436,2380,2328,1455,861,2163,NA,NA,NA,NA,NA
"13003","WBGene00012557",1.7098248,19,162,44,7789,59,0.708106637,NA,NA,NA,NA
"13004","WBGene00012558",0.677697301,2339,3685,993,828,953,NA,NA,NA,NA,NA
"13005","WBGene00012559",1.159089208,4223,9988,1149,1328,2764,NA,NA,NA,0.844368994,NA
"13006","WBGene00012560",1.210005164,766,547,282,158,291,NA,NA,NA,NA,NA
"13007","WBGene00012561",0.965116799,4,31,3,1,4,NA,NA,NA,NA,NA
"13008","WBGene00012562",0.82141912,1416,12416,2126,1550,1991,NA,NA,NA,0.466680676,NA
"13009","WBGene00012562",0.801680565,1416,12416,2126,1550,1991,NA,NA,NA,0.466680676,NA
"13010","WBGene00012564",0.906812906,211,539,1832,177,352,NA,NA,NA,NA,NA
"13011","WBGene00012565",1.051988006,850,308,2525,1319,928,NA,NA,NA,NA,NA
"13012","WBGene00012565",1.070098281,850,308,2525,1319,928,NA,NA,NA,NA,NA
"13013","WBGene00012566",0.919078231,138,98,560,159,254,NA,NA,NA,NA,NA
"13014","WBGene00012567",1.184258699,12,34,134,41,64,NA,NA,NA,NA,NA
"13015","WBGene00012570",0.747999489,15,3,9,17,10,NA,NA,NA,NA,NA
"13016","WBGene00012570",0.831703544,15,3,9,17,10,NA,NA,NA,NA,NA
"13017","WBGene00012571",0.713571727,0,12,4,0,8,NA,NA,NA,NA,NA
"13018","WBGene00012574",1.218920588,0,75,4,0,1,NA,NA,NA,NA,NA
"13019","WBGene00012575",0.707621455,0,3,8,0,3,NA,NA,NA,NA,NA
"13020","WBGene00012576",1.029817939,978,1140,903,245,888,NA,NA,NA,NA,NA
"13021","WBGene00012576",1.062202692,978,1140,903,245,888,NA,NA,NA,NA,NA
"13022","WBGene00012577",1.329028726,22,822,19,15,50,NA,NA,NA,NA,NA
"13023","WBGene00012578",0.995464563,2247,4282,2520,1162,2125,NA,NA,NA,NA,NA
"13024","WBGene00012579",1.043854594,0,1,2,0,4,NA,NA,NA,NA,NA
"13025","WBGene00012580",0.870959103,5,29,0,0,3,NA,NA,NA,NA,NA
"13026","WBGene00012581",1.066637397,60,5,1,56,6,NA,NA,NA,NA,NA
"13027","WBGene00012582",1.071010113,69,1040,162,256,633,NA,NA,NA,NA,NA
"13028","WBGene00012583",1.328495026,190,485,29,85,2300,NA,NA,NA,NA,NA
"13029","WBGene00012584",1.176495314,6775,11284,3886,3242,3458,NA,NA,NA,NA,NA
"13030","WBGene00012584",1.178286433,6775,11284,3886,3242,3458,NA,NA,NA,NA,NA
"13031","WBGene00012585",1.165234804,15,5592,46746,429,701,NA,0.965722859,NA,NA,NA
"13032","WBGene00012586",1.28489244,8,447,103,1,14,NA,NA,NA,NA,NA
"13033","WBGene00012587",1.08088696,0,27,11,5,6,NA,NA,NA,NA,NA
"13034","WBGene00012589",1.38529563,15,142,95,22,20,NA,NA,NA,NA,NA
"13035","WBGene00012590",1.416071892,6,10,3,0,2,NA,NA,NA,NA,NA
"13036","WBGene00012591",1.488900542,113,289,183,92,803,NA,NA,NA,NA,NA
"13037","WBGene00012592",0.873862088,254,6229,109,2028,8452,NA,NA,NA,NA,NA
"13038","WBGene00012593",1.219772696,7,187,11,36,389,NA,NA,NA,NA,NA
"13039","WBGene00012594",1.584028363,0,182,109,2,71,NA,NA,NA,NA,NA
"13040","WBGene00012595",1.541492939,0,258,22,1179,373,NA,NA,NA,NA,NA
"13041","WBGene00012596",1.362385035,3,118,12,3,514,NA,NA,NA,NA,NA
